id,tomato_score,review_text
1,positive,"With a memorable performance from Heath Ledger, masterful direction from Nolan, and bold storytelling, this film stands out as one of the best comic book adaptations in film history. [Full Review in Spanish]"
2,positive,It doesn’t matter how many superhero movies its crosstown rival makes; it’ll never match the brilliance that Nolan delivered the same year Marvel began its infinite project. Firing on all cylinders … this is the most complete film Nolan has ever made.
3,positive,"For the longest time, I’ve viewed this film as the Godfather of live-action Batman films."
4,positive,"An incomparable crime thriller and superhero film, and an instant classic in both genres"
5,positive,A masterpiece within or outside the superhero & comic book genre it explores. Heath Ledger delivers one of the most iconic performances in film history. [Full review in Spanish]
6,positive,A rare beast. It's a summer blockbuster with equal parts brain and brawn.
7,positive,The famous masked vigilante has never looked or felt more intense.
8,positive,"With his smeared whiteface make-up and leering razor-slashed smile, Ledger's Joker is creepy enough to look at, but what he represents is even more chilling."
9,positive,The awards hype is warranted.
10,positive,"The Dark Knight managed to capture something complex and instinctive about the ""war on terror"" era."
11,positive,"A masterpiece. Christopher Nolan's The Dark Knight is not only one of the greatest comic book movies you'll ever see, but also one of the best films of all-time."
12,negative,It seems almost cruel to take beloved child archetypes and turn them into projections for adult angst.
13,positive,"Heath Ledger gives one of the best performances of the last twenty years. When you watch his take on the Joker, it's one of complete surprise and mystery. It's frightening with how chaotic and mischievous he makes him."
14,positive,"Ledger's performance alone is good enough to make The Dark Knight a very good movie, but fortunately this is a film with even more than that -- making it the not just the best film of the summer, but one of the best films of the year."
15,positive,The Dark Knight represents a masterpiece in filmmaking as Christopher Nolan takes the Batman Begins sequel to an entirely new level.
16,positive,The definitive movie of its genre and the best Batman film to date
17,positive,Heath Ledger is great.
18,positive,"The movie's a real neo-noir all right, wallowing in darkness, thrilled with how bad we are, and getting such a kick out of our impending doom it cheers you right up."
19,positive,"Not just a perfect comic book movie, not just a perfect Batman movie, but darn-near a perfect movie, full stop."
20,positive,"A film is only as good as its villain. By that standard, The Dark Knight achieves true greatness."
21,positive,"The Dark Knight always ought to be played on the biggest screen possible, and played loud, like a Led Zepplin song. Director Christopher Nolans' skyscapes, the helicopter shots and views from the 200th floor, are IMAX at its best."
22,positive,"It might not be the most fun superhero movie ever made, but it's certainly the most mature, complex and intriguing of them all. [Full review in Spanish]"
23,positive,"The Dark Knight may not supply a happy ending, but there is a feeling of exhilaration as Batman rides off from the pursuing cops, and the realization that this is another big step forward for comic book movies."
24,positive,The action sequences are like being injected with a shot of adrenalin straight into the heart.
25,positive,"This may seem like faint praise, but about the highest compliment I can give Christopher Nolan's The Dark Knight right now is to say that there were many long stretches during which I didn't even realize it was a superhero movie"
26,negative,"Too much psychology and not enough pop. It's possible to be too serious, you know."
27,positive,"Pretty deep stuff from a popcorn picture, and it's one reason why the movie theaters right now are such a rich vein of entertainment."
28,positive,One of the most stylish extravaganzas in years.
29,positive,"As summer movies go, The Dark Knight is head and shoulders above most."
30,positive,You will feel utterly numb after the screening of The Dark Knight. The film is bleak and brilliant.
31,positive,The weight of expectation should have crushed this movie.
32,positive,"Nolan has squeezed enough material for a saga into two and a half hours. The action moves insanely fast, the exposition is breathless, and the big setpieces practically tread on each other's heels. Down time doesn't exist in this film."
33,positive,Declaring Christopher Nolan's Batman movie to be the best-ever comic book adaptation or one of the top action flicks of all time understates what he accomplishes.
34,negative,"This is an impressive film in many ways, and Nolan directs with real confidence, yet the overall result feels cumbersome."
35,positive,"The Dark Knight is a clever, loud, technically brilliant film, superbly designed by Nathan Crowley and dramatically lit by Wally Pfister. Whether such a movie can bear the increasing moral weight imposed upon it is another matter."
36,positive,The Dark Knight is a triumph from beginning to end.
37,positive,"The phenomenal The Dark Knight now reigns as the greatest superhero film of all time. From its exhilarating first frame to its bittersweet last, it sets a new standard for the genre -- and redefines what a summer popcorn movie can be."
38,positive,Among the great strengths of The Dark Knight is the way it combines hardboiled naturalism with the kind of stunts and setpieces you expect in summer blockbusters.
39,positive,"Brilliantly bleak and chillingly Gothic (credit the enthralling cinematography by Wally Pfister), The Dark Knight emerges as the first truly great film of 2008."
40,positive,"The most thematically sophisticated, most philosophically profound, most narratively complex and most viscerally thrilling super-hero movie of all. It transcends the genre."
41,positive,"The Dark Knight takes the process a giant leap further, transforming a typical summer blockbuster into a brooding, unsettling reflection on the increasingly blurry boundaries between good and evil."
42,positive,Does it match the hype? Yes.
43,positive,"At two and a half hours, it's a little exhausting, but I honestly can't say what I'd cut."
44,positive,"Dark, mysterious and pulsating almost from start to finish, Batman's return to the big screen has set a new benchmark for the superhero film, leaving the plethora of recent comic book capers firmly in its wake."
45,positive,"It's too long and Nolan tosses in too many twists near the end. But it delivers ongoing adrenalin rushes, mental popcorn to chew over and a rich atmosphere to get lost in. And it's impressive enough to rank as summer's strongest blockbuster."
46,positive,Most of the film is entertaining. The cast is uniformly excellent and the resounding praise aimed at the late Heath Ledger is deserved.
47,positive,"Christopher Nolan's rich and engrossing adventure rip-roars across the cinema screen, bullying blockbusters into new territory."
48,positive,"To talk of Heath Ledger's performance is difficult, merely because, as gigantic as it is, it is only one important feature of an intricately wrought canvas."
49,positive,"If Batman Begins was the classy hors d'oeuvre in Christopher Nolan's blockbuster trilogy, then this awesome follow-up is a main course that delivers on all levels."
50,positive,The Dark Knight is a rarity in Hollywood -- a truly earnest adaptation that in many ways exceeds even the brilliance of the work upon which it is based.
