id,tomato_score,review_text
1,positive,"This is not a Star Trek entry intended to please its hardcore fan base. It casts its net out to ensnare a wider audience. One laments what is lost in that endeavor, but it’s also hard to deny how splendid the ride can be in the end."
2,positive,If you are afraid of the ‘Star Trek’ brand don’t be… Abrams has done a wonderful job separating this from the past films and TV shows and you can watch this as an action sci-fi film that stands on it’s own two feet.
3,positive,"The exceptional thing about Abrams’ reimagining of the series, beyond being at once smart and more engaging than most other blockbusters, is that his film renews the franchise without starting from scratch."
4,positive,There were times where this didn’t feel anything like a Star Trek movie.
5,positive,"Abrams, Orci, Kurtzman, and company manage to live up to the legacy that was passed down to them and give us one of the best films in Star Trek history."
6,positive,One of of them set their phaser to stun with discontent of how the movie is a shell of what it was supposed to be. The other set their phaser to love calling it their favorite fun film of 2009.
7,positive,"The plot itself is a mixture of complex alternate realities, supernovas, black holes, red matter, and science-fiction jargon, but the pacing is keen."
8,positive,"With a strong ensemble cast recreating beloved characters, Abrams gave us an origin story of the USS Enterprise."
9,positive,"So, J.J., accept our apologies? We're sorry for doubting you."
10,positive,"Without a whiff of calculated cynicism, Star Trek '09 gives the series a much-needed adrenaline injection, while retaining the heart and pathos which has defined it since the beginning."
11,positive,"There is the crackling relationship between a rakish, rebellious twenty-something Kirk and the clinically logical, yet emotional Vulcan-human Spock which keeps you glued to your seat. You can't seem to get enough of their dushmani-dosti business."
12,positive,"Star Trek equals, and in some instances, surpasses, its mythological cultural presence and boldly goes where no film has gone before."
13,positive,Star Trek is that very rare beast; an eye-popping summer blockbuster with genuine heart and soul.
14,positive,Genuine escapist entertainment that breathes new life into a franchise long adrift in the final frontier.
15,positive,"With its soaring space battles, gorgeous cinematography, and a grand score by Michael Giacchino, Star Trek is in many ways the quintessential summer blockbuster."
16,positive,"A fun film with wall-to-wall action, some great special effects, and a group of actors who are more than ready to live up to the lofty heights of the original cast."
17,positive,"Star Trek works both as a nostalgia trip for those that remember, and a fun, on-the-run sci-fi flick for those that are Trekkie virgins."
18,positive,The 2009 model Star Trek is laced with the fresh thrill of discovery.
19,positive,"What Abrams has done with Star Trek is not simply take old characters and give them a new sheen; he has reinvented the whole dynamic of the USS Enterprise, pretty much all for the good."
20,positive,Overall this is one summer blockbuster that's worth the crowds you'll be fighting at the theater.
21,negative,Did all the fight choreographers in Hollywood boycott this production or something?
22,positive,For the most part this film was a successful retelling of a beloved story.
23,positive,J.J. Abrams dares to rewrite Trek lore with an origin story that chronicles the first voyage of the Enterprise crew with a mission that sends them into a whole new Federation history.
24,negative,"Aside from the cool effects and surprise cameos from notable actor/director Tyler Perry and one of the U.S.S. Enterprise's original passengers Leonard Nimoy, there really wasn't much there."
25,positive,"J.J. Abrams' restart of the famous saga is a slick, well-produced piece of entertainment that blows the cobwebs off the venerable series."
26,positive,This is not your father's Star Trek (for better or for worse).
27,positive,"Requiring little or no foreknowledge of Klingons and Romulans, this ""Star Trek"" is a grand equalizer, transporting everyone to a space where it's possible to just sit back and marvel at the starlit view seen from the Captain's chair."
28,positive,"Star Trek has remarkable freshness and originality for something so deeply familiar. And it leaves us confidant that a venerable piece of pop culture is in good hands, at least for the time being."
29,positive,"Star Trek keeps you occupied with the usual sort of thing you find in science-fiction adventures, done somewhat more wittily."
30,negative,"A rather lazily imagined, though energetically executed pastiche of big screen sci-fi clichés seemingly appropriated at random from other films."
31,positive,"Whether watching Kirk and Sulu skydive from space, a rural Mid-West dotted with vast interstellar towers, or Kirk do battle with a very ill-tempered beastie on a frozen moon, it's hard not to gape in wonder."
32,positive,"I didn't go to this with much enthusiasm but, of course, it's been completely reinvented by J.J. Abrams and he's done a terrific job."
33,positive,Star Trek works by paying homage to the past without being chained down by its history.
34,positive,"As far as performance goes, Pine and Karl Urban -- Kirk and Bones, respectively -- do offer up moments of tongue-in-cheek allusion, but they sell it straight-up, and save the movie from becoming a list of inside jokes."
35,positive,The film is sufficiently smart and engaging that Abrams has effectively guaranteed the characters will be back for further adventures.
36,positive,J.J. Abrams' Star Trek reboot beams a fresh set of dilithium crystals into a science-fiction film franchise that has been eking by on cinematic life support since 1991's The Undiscovered Country.
37,positive,"This is a fantastic movie. It's pacing is rapid-fire, the action is larger-than-life and raises blood pressure with ease, and the characters come to life in a very cool way."
38,positive,"Star Trek is back. It's action-packed, exciting, and visually spectacular -- who would have thought that the dying sci-fi series could be resurrected into something this fun?"
39,positive,"Star Trek is such a well-written, superbly acted and amazingly staged film that it sets a new standard for summer action films."
40,positive,Some will walk away convinced they have seen the best Star Trek movie of them all. I can only agree wholeheartedly.
41,positive,"With this new, dynamic duo in place, the possibilities for exploring the fabled final frontier seem endless."
42,positive,"I'm no Trekkie, I don't speak Klingon, I've never boldly been anywhere in the least bit exciting -- my fear of motorways has always hampered me horribly in this respect -- and I don't like action epics but [Star Trek] is quite fun."
43,positive,J.J. Abrams brings the beloved but undeniably creaky franchise back to square one while still delivering a thoroughly contemporary science fiction adventure rooted in the spirit of Gene Roddenberry's original conception.
44,positive,"You don't have to be a Star Trek fan to enjoy this rollicking movie. J.J. Abrams' reboot of the 1966 TV space adventure series is fast-paced, action-packed and lots of fun."
45,positive,There is still life and romance in these movies.
46,positive,"In short, it'll please everyone, while never being as bland as that might sound."
47,positive,I think JJ Abrams and his movie 'gets' what Trek is supposed to be about.
48,positive,"A Star is reborn as director J.J. Abrams' re imagining of Star Trek emerges, against the odds, as a smart space epic that can be embraced even by wary Trek devotees."
49,positive,"Abrams also avoids the pitfalls of the three Star Wars prequels, by making it a thrill to meet these familiar characters before they became the stars of the stars."
50,positive,Star Trek director J.J. Abrams proves to be just what the franchise needed a jolt of life from someone unencumbered by the baggage that comes with more than 40 years of lore and legacy.
