id,tomato_score,review_text
1,positive,"Thanks to an excellent cast and hilarious script, Back to the Future continues to be one of the greatest films ever made, 40 years after its original release."
2,positive,"While it sucks to think we live 10 years beyond the future Doc and Marty visited in the under-appreciated Back To The Future II, at least it's good to know that 40 years on from their first outing, Back To The Future remains a timeless classic."
3,positive,"Back to the Future is, in addition to being an iconic film whose elements now form part of retro culture, a reflection on the passage of time and the vindication of the past. [Full review in Spanish]"
4,positive,"40 years later, Future is as fun as ever, but Marty’s anxiety – and having to confront seeing himself reflected in his father – reveals a sneakily resonant story of self-doubt and self-discovery."
5,positive,"On a deeper level, Back to the Future is about patterns that repeat throughout your life. If you don't break them, you're doomed to pass them on generationally."
6,positive,Back To The Future offers a reminder not just of a classic comedy but also of the value of tenacity and self-belief.
7,positive,Robert Zemeckis' rip-roaring sci-fi comedy classic still holds up four decades on from its release and is a fitting reminder of the power of love.
8,positive,"Strip away the sci-fi, and this trilogy is a tale as old as time. It's a classic hero's journey, the story of someone growing up and discovering where his power really lies."
9,positive,"The ultimate American summer blockbuster. Incredibly clever, nostalgia-packed, and never gets old. To sum up BTTF in one line: ""Last night Darth Vadar came down from the planet Vulcan and said if I didn't ask Lorraine to the dance, he'd melt my brain!!!"""
10,positive,[UPDATED 2025 4K REVIEW] It remains the best of the series.
11,positive,Glover's George McFly is the sweetest portrait of teen klutziness ever seen.
12,positive,"Finally, here it is the first unadulterated pleasure of the summer. Back to the Future is a kick-off-your-shoes, settle-back-in-the-seat movie of abundant humor, boundless energy, and a relentlessly good heart."
13,positive,What pushes Back to the Future over the edge from so-so to oh-no is its willing complicity in the continuing glorification of the '50s.
14,negative,Back to the Future is no more than one big joke about going where you don't belong. It has all the substance of junk food and is as harmless as your average TV show.
15,positive,"Just when it would seem that Steven Spielberg has touched all possible forms of fantasy, he comes up with another one that not only plucks, but plays a complete symphony, on the heartstrings."
16,positive,"Remember how Huck Finn daydreamed about going to his own funeral? Back to the Future does an inverse, witty turnabout on this theme."
17,positive,"Michael J. Fox is bright and likeable, convincing as a 17-year-old, and excellent when he introduces rock-and-roll to a stunned high school audience only just getting over doo wop."
18,negative,"Despite the frequent laughs, I came out of the movie vaguely dissatisfied. I expected something more original from this... and from Zemeckis, who proved in Romancing The Stone that he can produce fresh, witty and entertaining pictures."
19,positive,"I know it sounds a bit on the Disneyesque side, but like the hero's Delorean, it's light years away from all that. The gags, which are plentiful, are served up with a nice wry touch, and the performances all round are as zesty as Zemeckis's own."
20,positive,Back to the Future has an irresistible playfulness.
21,positive,"Just a joyously whimsical, ingeniously devised, well-written time-travel comedy that anyone from five to 95 should find splendidly entertaining."
22,positive,"In the end, this film puts you in such a good mood that you're liable to forget all about its fundamental contradictions."
23,positive,"It's all fiendishly complicated but Zemeckis is an inventive filmmaker with a knack for the happy ending. Disney would have been proud of him -- and more than a little envious of an entertainment which takes a risk or two, and has a ball doing it."
24,negative,What pushes Back to the Future over the edge from so-so to oh-no is its willing complicity in the continuing glorification of the '50s.
25,positive,"A startlingly funny, enjoyably intricate piece of slapstick satire."
26,positive,"This sci-fi blending of American Graffiti and It’s a Wonderful Life is the kind of movie that, try as you might to avoid it, you'll end up ingesting by osmosis anyway."
27,positive,"Back to the Future is one of the most entertaining films of the year from virtually every aspect: the performances of the cast and production crew, the tongue-in-cheek comedy, the special effects, etc."
28,negative,"Lost in confusion, director Robert Zemeckis and co-scriptwriter Bob Gale don’t know how to end the far-out fantasy they’ve created, and the smell of an equally silly sequel permeates the air like a gas leak."
29,negative,"Back To The Future offers mild laughs and little else, making it really ready to go back to the drawing boards."
30,positive,"Lea Thompson, Crispin Glover and Thomas F. Wilson as the 50s people are exactly in the movie image of that decade, and do a lot to give life to the film’s picture of an era when the very idea of having two television sets is science-fictional."
31,positive,"Back to the Future is a film of many different genres. While it is mainly a science fiction film focusing on the implications of time-travel, other subplots bring in action, romance, comedy, and drama."
32,positive,"“Back to the Future” is a film you need to see. Whether you’re 9 or 90, you will enjoy this movie. It’s old-fashioned entertainment."
