id,tomato_score,review_text
1,positive,"A stark depiction of life outside the city: terrifying, unsettling, but never losing the sense of comedy."
2,positive,“A gateway drug to world cinema … aesthetically pure… the world was bigger after I watched City of God.”
3,positive,What is the value of human life? And why are we so reckless with the fate of the youth of the world?
4,positive,"A cold, hard look at reality from a specific moment in time, specific place in the world and specific point-of-view. A brilliant film that shines in every department. [Full review in Spanish]"
5,positive,"Sometime I find it hard to judge performances in a foreign language but I have to say the performances in City of God are very strong, particularly that of Leandro Firmino as Little Ze."
6,positive,"A powerful, darkly skewed coming-of-age film that peerlessly makes use of its obscure setting and striking authenticity."
7,positive,A masterpiece of modern filmmaking.
8,positive,"What makes City of God so breathtaking is director Fernando Meirelles' passion for these people - he gives us the color, the music and the humor..."
9,positive,City Of God is the very definition of cinematic lightning in a bottle.
10,positive,"It's point-blank perspective on murder and growing up amidst the violence will leave U.S. moviegoers feeling a macabre sense of satisfaction, immediately followed by horror, as they witnesses the vicious cycle of violence repeats itself anew."
11,negative,I came away from this film impressed by its narrative control but unmoved by anything it had to say.
12,positive,"Powerful, but only for 17 and up."
13,positive,"Each chapter is endowed with powerful, uncompromising, beguiling and, sometimes, deceptive momentum. What seem like innocuous turns become so critical to the narrative that they tie into the ruthless idea at hand: You never see the bullet that kills you."
14,positive,"Brazillian director Mereilles' splashy feature debut, a dynamically exciting portrait of Rio's violent gangs, immediately established himsef as an international talent to watch, and the Oscar nods only reaffirmed that status."
15,positive,"City of God delivers a bruising, visceral experience of the vicious spiral of violence that draws kids into a life of crime, brutality and murder as the only avenue open to them."
16,positive,"Fernando Meirelles' Brazilian slum epic is a profound, stylistically expansive depiction of three decades of child gang warfare on the outskirts of Rio de Janeiro with non-actors playing their poverty-ridden lives for the camera."
17,negative,The visceral and artistic excitement remains surface-bound.
18,positive,Director Fernando Meirelles creates an aura of fear unlike any film in recent memory.
19,positive,"Kinetic, exciting, brutal, it's a supreme achievement and better than almost any film you're likely to see this year."
20,positive,"The performances, many from non-pros, are terrific."
21,positive,"City of God is not the easiest film to watch, but it is a masterpiece all the same, maybe the best crime drama since the Godfather films."
22,positive,A staggering masterpiece.
23,negative,"A Brazilian ""Scarface"""
24,positive,"At a full-throttle pace and exciting from beginning to end, directors Lund and Meirrelles grab hold of your attention and don't let go."
25,positive,Directors Ktia Lund and Fernando Meirelles stir all the cinematic virtues into this finely-crafted narrative.
26,positive,"It's a grim epitaph for hypocrisy, and the film provides no comfortable answers for solving any of the problems it so well describes."
27,positive,Difficult to watch but hard to look away from.
28,positive,"We've seen this story before, more or less -- the blood, the budding psychopaths, the all-too-young victims of urban decay -- but never quite like this."
29,positive,"As we see kids of no more than ten or twelve run through the streets with guns shooting those who don't give them what they want, we can't help but pity them."
30,positive,"""City of God"" is a movie that, for the lack of a better term, incites us. It elicits a response. It pounds away at us until we break..."
31,positive,"The living conditions it projects are as horrendous as I had feared, but the movie is surprisingly easy to take as a rollicking homicidal entertainment."
32,positive,"Films like City of God are a wake-up call that something must change. Yet the only answer it finds is the most daunting question - ""How?"""
33,positive,'It's unfortunate that what should be an emotionally-engaging film is so completely unaffecting'
34,positive,a devastating epic about the roots of criminality and the ironic cruelties of life that also works as an intimate personal drama
35,positive,"""City of God"" shows us the harsh reality of a world that we Americans may never have known existed."
36,positive,"Mezmerizing and horrific, a very confident directorial effort."
37,positive,"Brutal and brilliant, Meirelles's stunning ""City of God"" virtually redefines the word storytelling."
38,positive,A well-honed exploitation picture that just happens to be set in the slums outside Rio de Janeiro.
39,negative,"Meirelles plays to the crowd, plays everything for effect, which wouldn't necessarily be a problem if the subject didn't deserve greater intellectual seriousness."
40,positive,The film makes an impact.
41,positive,The performances are astonishing as they are authentic.
42,positive,Fearless and blistering.
43,positive,"Exhilarating ... equal parts Tarantino/Guy Richie slickster spectacle, ""Once Upon in America"" criminal biography, and international up-from-the-gutter drama."
44,positive,"For all their straddling of the line between realism and exploitation, entertainment and education, it's entirely possible that Meirelles and Lund render that line invisible."
45,positive,"Rises so far above the conventions of genre and of most ordinary filmmaking that it's a transcendent experience - an exhilarating, two-feet-off-the-ground fireball of a movie."
46,positive,"Watching the humanity in the city slowly crumble as poverty and degradation slowly take over, I couldn't shake the growing lump in my stomach as it hardened into a dry, cold clump."
47,positive,...juggles with a fleet sense of flair the very things that bogged `Gangs of New York' down.
48,positive,"Aunque basada en una historia real, el director brasileo Fernando Meirelles trata el material con un estilo narrativo muy ""cinematogrfico"", nada realista."
49,negative,"The horrific images of children shooting children don't sit well with a tone of jaded irony, and the grinding nightmare of poverty and crime resists Cidade de Deus's playful generic conventions."
50,positive,A visually interesting movie with some good performances and a fairly compelling story.
