id,tomato_score,review_text
1,positive,"This deliberately mischievous mix and each act’s limberly acrobatic flip ensures The Handmaiden keeps a tight grip on our attentions. Magnificent performances all round ensure our eye is pulled not just by their flesh, but also by their knotty intentions."
2,positive,"The performances, the score, the craftsmanship, it’s all impeccable..."
3,positive,"Fiercely intelligent, unapologetically erotic and endlessly stylish, The Handmaiden is a perfect film that toys with the audience’s expectations and formed beliefs."
4,positive,"Park Chan-wook’s neurotic period piece is a beyond tricky weaving of conflicting identity, the desire for intimacy, masculinity vs. femininity, and historical and cultural oppression."
5,positive,"Park demonstrates how the complicated relationship between role-play, desire, secrecy, power and revenge prove ripe for darkly comic (and perverse) fodder."
6,positive,Beautiful images in the frame with a grotesc story about the survival in a context war.  You have to watch it. [Full review in Spanish]
7,positive,It’s a beautiful film of quality and cleverness.
8,positive,"Park Chan-wook's The Handmaiden envelops the viewer in a clever con game of psychological duplicity, depraved predators, dark humor, and sordid sexual delights."
9,positive,"While its a feat of technical brilliance and visual genius, its the way Park uses his story to force his audience to question their assumptions that made me speechless the first time I saw it."
10,positive,"The Handmaiden is a remarkably progressive film that, despite using and abusing sex for the most part, refuses to objectify its subjects."
11,positive,"Through the extremity of the story, Park manages to present a number of social messages, once more"
12,positive,"Whether you've seen it before or not, now's as perfect time as any to see what all the fuss is about while [director director Park Chan-Wook] begins filming his upcoming his romantic murder mystery Decision to Leave this year."
13,positive,The drama combines the sumptuous art direction and black humor of Park's past work with a warmth and compassion that feeds the soul.
14,positive,"A complicated revenge story, ripe with detail and secrets."
15,positive,The Handmaiden is an epic illustration that there is perhaps nothing more human than inhumanity.
16,positive,The twists in The Handmaiden come fast and furious. It's an engrossing tale that will constantly have you guessing which direction the narrative is headed.
17,positive,"Plenty of humor and an incomparably depraved, unyielding, violent, rebellious level of creativity."
18,positive,...the love between the two lead women is what drives this film.
19,positive,"Throbbing with greed and passion, deception and betrayal, the story remains every bit as gripping on screen as it was on the page."
20,positive,A rapturously seductive slow burn watch.
21,positive,"""[Park]'s clearly a believer in the Roger Ebert school of thought, which favors appreciation over deconstruction."""
22,positive,"""[Park]'s clearly a believer in the Roger Ebert school of thought, which favors appreciation over deconstruction."""
23,positive,"After witnessing this spectacle of eroticism and betrayal, we officially confirm that there is Park Chan-wook's cinema for a while. [Full review in Spanish]"
24,positive,"The Handmaiden is ambitious, hypnotic, and elegantly constructed, even with all of its countless twists and misdirections."
25,positive,A consuming love story blessing its audience with a memorable erotic scene involving a sharp tooth and a thimble.
26,positive,"As we discover its twists and turns, the movie proves to be a much less interesting story than it seemed to be in its wonderful first act. [Full Review in Spanish]"
27,positive,"The result is enticingly giddy in its psychological corruption, both of the characters - it's a standard gas-lighting plot - and of audience expectation."
28,positive,This entertaining potboiler manages to satisfy those in the mood for a historically compelling escapist yarn.
29,positive,The visual design of The Handmaiden is itself borderline pornographic- which makes the movie pretty impossible to dislike.
30,positive,"Park Chan-wook crafts a mysterious, imaginative, and stylish to a fault feature that defies expectations and ranks among the year's finest."
31,positive,Intertwines lustful carnal scenes and tense artful schemes.
32,positive,"It's a film that gradually reveals its many layers of deception, is always visually stunning, yet drops one of the most intriguing deceits of the original novel and its new third part where loose ends are tied up seems rather abrupt."
33,positive,"Each frame a picture, the film-critic-turned-filmmaker has a stunning eye for specificity that is reflected in the urgent nuances of every camera movement, every prop, every look, every framing choice."
34,negative,"What we're eventually left with is one long, depthless ode to structure."
35,positive,"Park clearly delights in the occasionally ridiculous levels of decadence he heaps on this layer cake of deception and deceit, but ""The Handmaiden"" shows the filmmaker's genuine tenderness as a real, if tortured love story forms at its core."
36,positive,"Chan-Wook Park's latest masterpiece is a film that really fire on so many different levels of brilliance - incredibly sexy in some moments, astoundingly disgusting in others; strongly dramatic and then building in unbearable tension."
37,positive,"The Handmaiden is not only one of Chan-wook Park's best films, it is also his funniest. Actress Kim Tae-ri is officially a star."
38,positive,It would be a shame to spoil any of the silky curves of the story but sufficed to say that silver bells aren't just for Christmas time in the city anymore.
39,positive,"The consistently strong cast and the roving camera that gives you a wide-angle tour of a half-Victorian, half-Japanese mansion-and the sex and violence-keeps things moving for a two-and-a-half hour ride that never gets boring."
40,positive,"The film on its own has enough intriguing atmosphere, great performances, production design, and style to recommend it on the whole, but The Handmaiden constantly flirts with being too much of a good thing."
41,positive,"Once again Park finds himself immersed in a world of woman-driven intrigue, and like Stoker before it The Handmaiden is concerned with the power dynamics between women in what are contextually configured as sexually transgressive scenarios."
42,positive,"The Handmaiden is a triumphant project, pacing its plot well in order to stay engrossing for the whole of its runtime, and creating a dark and twisted piece of cinema that is an imaginative take on an English Victorian-set novel."
43,positive,"Like reading a Dickens novel (or indeed a Waters yarn) the pleasure lies in taking one's time, losing oneself in a world a long way from our own."
44,positive,"May be silly and slight, but it often strikes the right nerve."
45,positive,... Park Chan-wook does what all excellent filmmakers strive to do- create a technically engrossing and emotionally compelling story that resonates with its audience far after the credits are finished rolling.
46,positive,[Director] Park Chan-wook is a poet of the realm of the flesh.
47,positive,"The Handmaiden is, above all, a delightful exercise in changing perspectives and sympathies. [Full review in Spanish]"
48,positive,"A solid entry, a brutal Dickensian movie from South Korea."
49,positive,Park's compromise-a tastefully arranged melodrama with elements of kitsch-is as incoherent as it is fetching.
50,positive,"The Handmaiden is a GORGEOUS film, wonderfully acted by its three leads, with a twisty plot that will, at least once, elicit real shock."
