id,tomato_score,review_text
1,positive,"Combined with a score by Jonny Greenwood...breathtaking art direction, and masterful direction, ""Phantom Thread"" presents one of the most disturbing and corrosive love stories in contemporary cinema. [Full review in Spanish]"
2,positive,"The trio of central actors is impeccable, magnetic, and completely in command of their characters, who complement each other in unexpected ways. [Full review in Spanish]"
3,positive,"""Phantom Thread"" is a exquisite film of elevated aesthetics that drape over a scintillating story of tumultuous potential discord."
4,positive,"A beautifully crafted, incredibly intentional film that doesn’t waste a single frame. The performances from Krieps and Day-Lewis will make you feel like you are watching a ceremonious dance performed by two highly seasoned veterans of the arts."
5,positive,"Paul Thomas Anderson knows how to surprise his audience, even his most devoted fans, and Phantom Thread continues that trajectory."
6,positive,"A simple thing, a robe, and yet it captures so much of what it feels like to have passed so close to disaster..."
7,positive,“Phantom Thread” reveals a dialed-back Paul Thomas Anderson in top form. His writing is spellbinding. His direction is daring and confident. The look of the film is as beautiful as rare Flemish lace.
8,positive,Phantom Thread has more feeling and emotional range in its restrained drama than some of his other works - this is certainly the most raw emotion he's produced since Punch Drunk Love (2002).
9,positive,"Phantom Thread is a low-key PTA classic. Seen it already? Well, watch it again."
10,negative,"A love story for narcissists, deceptively tender to the touch, an exquisite cashmere cardigan concealing its cold, cold heart."
11,positive,"Not everyone will see what we uncover in the same way, not every meaning becomes clear, but the result is gorgeous, provocative, and mesmerizing."
12,positive,Daniel Day-Lewis was phenomenal as always...
13,positive,"Anderson's masterful craftsmanship makes clear that is where the passion is found, making the climactic moment of this film one of the strangest yet most romantic moments in a year of strange romances."
14,positive,"Critics and audiences have responded to Anderson's latest film in part because of what it is not: children's fare, violent bombast, superhero and comic book nonsense. Phantom Thread stands out to that degree."
15,positive,An exquisite weave of gothic romance and haute couture comedy.
16,positive,"In Anderson's world, love is psychotic and sickening and irrational - and it must be fought for."
17,positive,"Taking in Phantom Thread is like sitting down at a bar, asking the bartender for something strong, and finishing whatever is put in front of you. You are guaranteed to love it, but have no idea initially what it is."
18,positive,"If this is Daniel Day-Lewis' last movie, then he retires with a masterpiece bookending his illustrious career."
19,positive,It's one of those films that doesn't answer every question that audience members have upon first glance. But it'll probably have us studying and analyzing it for years to come because it is spectacular.
20,positive,I kind of get the feeling that Paul Thomas Anderson doesn't completely buy into the whole idea that love is patient and love is kind and all that jazz.
21,negative,"""Phantom Thread"" is a film to admire for its dazzling visuals and power performances, but frustrating to consume as an audience experience due to its shaky script. Beware of Best Picture nominees that lack screenplay nominations."
22,positive,"A sumptuously crafted masterpiece of icy opulence, elegance and a rigid yet bold humour."
23,positive,"There's a tactility to it all. But there's also a humor that underscores the grandiosity that Anderson so clearly loves, and in that way, Phantom Thread works best as a comedy."
24,positive,The Phantom Thread in an intricate study of human behavior and development of interpersonal relationships. [Full review in Spanish]
25,positive,"At times self-important and in love with it's own inflated brilliance, it can be stodgy and smug and distant. Other times, it's lovely and sweet and inviting."
26,positive,"It has great acting, great cinematography, great directing, great editing, great costumes, a great score, and (if you keep an open mind) a great story."
27,positive,"Visual beauty, sublime music and exquisite performances unfold, especially that of Daniel Day-Lewis, who is collaborating with Anderson for the second time. [Full review in Spanish]"
28,positive,"Phantom Thread is a triumphant valedictory send off for Daniel Day-Lewis, a tragicomic love letter to the agonies and ecstasies of the artist and those unlucky enough to fall in love with one."
29,positive,"In many ways, it's a perfect work of art -- not unlike Reynolds' dresses -- because it's not attempting to appeal to the masses. It's about the filmmaker putting onto the screen the exact vision he has in his mind."
30,positive,"If indeed this is Day-Lewis' swan song, Phantom Thread is the crowning achievement of a monumental career."
31,positive,"a film that when properly enthused, the viewer should find goes by quickly and gives sumptuous images for the eyes to feast on while the mind studies the flawed characters offered by the script and brought to life by a highly talented cast."
32,negative,Doesn't really earn its push into psychodramatic territory at the midpoint.
33,positive,Phantom Thread is simply decadent. Delicious in every way.
34,negative,"Anderson has trouble coaxing this struggle to any sort of emotional climax; its fanciful, symbolic ending is the sort critics will praise for its careful ambiguity even as they overlook its narrative desperation."
35,positive,"Like Spielberg or Tarantino, Anderson intuitively understands the language of film. He's made a movie that's not only beautiful, but tactile."
36,positive,"What Phantom Thread is, in the end, is a strange combination of romantic thriller and masterful character study of creatives, obsessives, and the worlds they build."
37,positive,Perhaps Phantom Thread is best understood as the director coming to grips with his own genius brain.
