id,tomato_score,review_text
1,positive,"Aronofsky makes movies about people who suffer for their art, but in The Wrestler, suffering is the art, the spectacle that people are so drawn to. A distillation of his most enduring themes, it still foregoes his more disorienting visual tricks."
2,positive,"“Warm” and “human” are not two words you associate with Darren Aronofsky, but in 'The Wrestler' he is both, thanks in large part to the heartbreakingly open and vulnerable performance from Mickey Rourke, the comeback story of 2008."
3,positive,The Wrestler presents one of those rare occasions where the performance of its lead actor outweighs a film’s conventional story.
4,positive,A grittily stark and oftentimes sadly humorous look into the life of a lamentable man and his tragic profession.
5,positive,The battered dignity of Rourke's performance is so touching that by the time he makes his big statement of faith to his fans even the toughest and most cynical of viewers will find their eyes going moist.
6,positive,"It is powerful, yet it is graceful."
7,positive,The Wrestler is an astounding portrait of a broken man.
8,positive,"But this is, of course, [Mickey] Rourke's moment. As the increasingly desperate and bewildered Ram he is aggressive and vulnerable, frightening and sympathetic as he struggles to find a place in a world that's leaving him behind."
9,positive,Rourke has risen again and delivered a performance for the ages.
10,positive,It's unfathomable to imagine The Wrestler without Rourke... It's one of those rare cinematic experiences where an actor and a role come together in perfect harmony.
11,positive,...the real-life horror of professional wrestling is evident in the ruined bodies of Randy and his peers...
12,positive,Rourke doesn't just make good on the promise of his early work; he makes a miracle.
13,positive,"A story of personal ruin and while it certainly does echo Mickey's own life, it wouldn't be fair to say he is playing himself. Sure, Rourke's performance must have been informed by his own past, but that is different, as well as peculiarly powerful."
14,positive,"With another director, and most tellingly, with hundreds of other actors, The Wrestler might easily have descended into cliché."
15,positive,"Great performances, great story."
16,positive,"A quarter-century (and, one senses, a lot longer in Rourke Years) since he pulled the popcorn-bag trick on Carol Heathrow and then talked his way back into her good graces, we'll still forgive Mickey Rourke anything."
17,positive,The most interesting aspect of the film is its depiction of the irreconcilable difference between someone's public and private personae.
18,positive,"As the film points out, wrestling may be fixed, but it certainly ain't fake. This may be a film, but it certainly ain't fake either."
19,positive,Darren Aronofsky's filmmaking in The Wrestler is the most subtle and nuanced he's ever done.
20,positive,"The movie is populated with real wrestlers, and it makes sure to nail all the little details."
21,positive,"Emotional and engaging, The Wrestler is a masterful piece of work that deserves every award the Academy can throw at it."
22,positive,
23,positive,
24,positive,"Rourke makes you feel every ache, disappointment and battle scar, both inside and out."
25,positive,The Mick is back.
26,positive,Savour one of cinema's rawest talents finally powerslamming his way to glory and be grateful that Aronofsky dragged himself off the ropes on countless occasions to convince the money men to finance the movie with such a seemingly unbankable lead actor.
27,positive,[Rourke's] performance here is so good and unshowy that you wind up almost happy to keep watching that mangled mug struggle for redemption.
28,positive,"There was no character to root for more strongly in spite of himself in 2008 than Randy the Ram, and ""The Wrestler"" spat and bled his physical poetry - an elegy of emasculation and exhaustion building, in its final shot, to all the exhilaration he needed."
29,positive,"Rourke doesn't need makeup to look this permanently damaged these days, and some of the emotional scars in his performance probably run painfully close to reality as well."
30,positive,"Gran actuación, gran película, 109 minutos sin desperdicio a dos de tres caídas. Recomendable sin duda alguna."
31,positive,"Whatever mistakes and indignities and turmoil led Mickey Rourke to where he is now, whatever demons have plagued him -- they all lead to the 1 hour and 55 minutes of magnificence that is his performance in' The Wrestler.'"
32,positive,"Despite the low-tech feel, The Wrestler is very tight and disciplined. The score is spare but effective, nothing is wasted in dialogue or action, and the fight choreography and stunts are incredible. Rourke is phenomenal."
33,positive,"It's brutal yet sincere, funny yet solemn -- Darren Aronofsky has made a remarkable film that expertly depicts the reality of a sport it both honours and berates."
34,positive,"It's a testament to Mr. Rourke's talent that Randy's life and attempted redemption never devolve into maudlin, unearned sentimentality."
35,positive,The Best Film of 2008
36,positive,"Any film that can make you feel the utter loneliness of a character like Mickey Rourke's is one that you can totally endorse. Yes, he's as good as they say."
37,positive,I don't know if I've ever seen an actor more honest and vulnerable on screen.
38,positive,Rourke wears his scars (both physical and emotional) with such naked humanity that his performance becomes a kind of on-screen outpouring of his own grief and waylaid potential
39,positive,"Topping off an outstanding production, director Darren Aronofsky's ending to The Wrestler is sheer perfection."
40,positive,Rourke's performance is gritty and real for sure and the tender moments ring true. But let's not go overboard. It's practically a reality show.
41,positive,"[Rourke] turns out a fine, sensitive, dramatic performance"
42,positive,"It's not the comeback, it's the writing and the characters"
43,positive,"Great art is sometimes difficult viewing, and such is Darren Aronofsky's The Wrestler, a film that will be remembered as Mickey Rourke's greatest screen triumph."
44,positive,"Mickey Rourke's mesmerizing, road-wreck performance as [a] washed-up wrestler ... is the only reason to sit through The Wrestler's cliches"
45,positive,"El luchador es una de esas películas que reivindican toda una carrera llena de altibajos, o que justifican la mera perseverancia de un actor, por más bueno o malo que hayamos creído que era."
46,positive,"... é nestas similaridades entre realidade e ficção, intérprete e personagem, que O Lutador ganha uma dimensão adicional que o torna ainda mais forte e impactante."
47,positive,A conventional sports movie with an Oscar-worthy performance by Mickey Rourke.
48,positive,"The perfect melding of actor and role. Go, Mickey, go!"
49,positive,Aronofsky leaves it all on the mat with The Wrestler.
50,positive,"gripping, realistic ... Mickey Rourke brings everything he has to it, and it's perfect for him ... if the violence hurts you, that means Aronofsky's doing his job."
