id,tomato_score,review_text
1,positive,a great movie about work and what motivates us in our lives.
2,positive,David Fincher created a masterpiece in this mind-bending psychological drama that features a star-studded cast with extraordinary twists.
3,positive,David Fincher's prescient rumination on manhood at the close of the 20th century was a revolutionary movie about revolutionary men in a time of complacence.
4,positive,From the guitar roar on the Dust Brothers' opening title track through to the thundering drums of Pixies' Where Is My Mind? it is pure synapse-splitting sensory overload and the road that commercial cinema refused to take.
5,positive,"Fight Club did indeed fly over the heads of audiences expecting straight macho action thrills, as opposed to a mind-messing critique of the same, as well as capitalism, material acquisition, masculinity and other sacred cows of national identity."
6,positive,"Fight Club is very, very, very good."
7,positive,"With an absolutely brilliant direction and execution, David Fincher uses Jim Uhls’ captivating, layered, unconventional screenplay to tackle themes such as consumerism, society’s behavior, and mental health."
8,positive,David Fincher’s adaptation of the Chuck Palahniuk novel is a shrewd and expertly crafted study of the male in crisis.
9,positive,It seems like the male characters in Fight Club would be a whole lot happiernot to mention healthierif they could express respect and affection through the magic of gay sex.
10,positive,"The first rule of Fight Club, as we're constantly reminded, might not be to talk about it, but once seen, it is most certainly not forgotten, even 22 years on."
11,positive,Let's not get away from the fact that Fight Club is awesome.
12,negative,"David Fincher is an interesting director whose films more often than not work for me, Fight Club is a notable exception."
13,positive,"Shocking violence, utter chaos, spirited editing, and mindfuck finales can be found elsewhere. Pitt haranguing a squirrelly Norton everyman on consumerist ideals, however, is forever."
14,positive,"It's bold, it's gritty, it's rebellious, it's unapologetic, it takes risks, and it's narrator reflects the frustrations of many people."
15,positive,Unsubtle subliminal messages pair with skewed perceptions to demonstrate overstressed stylization and a hopelessly circuitous plot.
16,positive,'Fight Club' examines David Fincher's portrait of toxic masculinity from the female gaze.
17,positive,"Brad Pitt and Edward Norton are both perfect in David Fincher's anarchic, moody and violent film. [Full review in Spanish]"
18,negative,"Perhaps it is postmodern filmmaking, whatever that means. In any case, Fight Club remains the ugliest, most inhuman film since Natural Born Killers."
19,positive,The film's tongue is far too firmly in its cheek at all points of its discourse to ever take its characters' actions too much at face value.
20,negative,"The movie demands a certain attention and is not easily dismissed, but there is something deeply unsettling about a work that uncritically espouses brutality as a function of alienation and nonconformity."
21,positive,"Pitt dominates the screen every second he's on it, and it simultaneously represents his weirdest, funniest and most charismatic role of his career."
22,positive,"Filmmaker David Fincher has, perhaps notoriously, infused Fight Club with a decidedly off-kilter sort of vibe that's reflected in its various attributes..."
23,positive,"Mr Loaf was never better on screen than as the ill-fated, big-hearted Bob Paulson, the only warm character in a cold, cold movie."
24,positive,"An outrageous mixture of brilliant technique, puerile philosophizing, trenchant satire and sensory overload, Fight Club is the most incendiary movie to come out of Hollywood in a long time. It's a mess, but one worth fighting about."
25,negative,"Just when it's supposedly getting to grips with its theme, the movie goes utterly haywire and becomes yet another brainless, humourless bone-cruncher."
26,negative,"Oh, for the time when men were men and were encouraged to beat the tar out of one another. That's the world ""Fight Club"" pines for."
27,negative,Technically gorgeous... But it's such a wreck of tone and intellect.
28,negative,"Fight Club may be iconic and technically proficient, but it's more distant than perhaps any film to attain ""modern classic"" status."
29,positive,It’s tremendously directed and performed with brio.
30,positive,A controversial satire and a contemporary classic.
31,positive,"It is working American Beauty-Susan Faludi territory, that illiberal, impious, inarticulate fringe that threatens the smug American center with an anger that cannot explain itself, can act out its frustrations only in inexplicable violence."
32,positive,"Blistering, hallucinatory, often brilliant, the film by David Fincher is a combination punch of social satire and sociopathology."
33,negative,"Fight Club is an arresting, eventually appalling excursion into social satire by way of punishing violence."
34,positive,A movie that wants to keep its audience unsettled from beginning to end.
35,negative,"We're meant to take the male bonding and the blood rituals as a protest against the sterility of corporate life and modern design, but Fincher's sadomasochistic kicks overwhelm any possible social critique."
36,positive,"There's many levels of brilliance to this film, from the script to the acting to the cinematography to the overall directing."
37,positive,This is American self-absorption at its finest.
38,positive,"A shrewd, scintillating work rooted in an investigation of varying degrees of masculinity and extremism."
39,positive,"Lurid, twisted, and violent. Not for kids."
40,positive,"where Taxi Driver sees the fallacy in canonizing Travis Bickle, Fight Club does it without irony."
41,positive,"The last great male-centric movie of the last millennium just arrived on a spectacular new Blu-ray disc for its 10th anniversary, providing the opportunity to relish every aspect of David Fincher's ultimate dissection of Gen-X masculinity. Fight ClubMatt NollerSlant Magazine11/23/20093.5/4A complex, confused look at life in late-'90s America, David Fincher's blood-black comedy Fight Club remains one of the most divisive pictures of the past 20 years.Go to Full ReviewBill GibronPopMatters11/20/20095/5Fight Club is still today a definitive film, a statement as strong as any rock anthem and twice as packed with power chords.Go to Full ReviewPeter CanaveseGroucho Reviews11/14/20094/4One of the seminal films of the 1990s...just as darkly funny, epic, and psychically wrenching as ever. [Blu-ray]Go to Full ReviewCole SmitheyColeSmithey.com04/12/2009A""Fight Club"" is a cinematic Hail-Mary pass from David Fincher that the audience desperately wants to catch.Go to Full ReviewDavid RooneyVariety10/18/2008[A] bold, inventive, sustained adrenaline rush of a movie...Go to Full ReviewRob GonsalvesRob's Movie Vault02/03/2008CMay also be yet another example of a book that was just fine as a book -- that didn't need to be made into a film.Go to Full ReviewJoe LozitoBig Picture Big Sound07/13/20072.5/4I don't mind a film with a surprise ending but, rather than enhancing the film, the climactic revelation in Fight Club cancels out everything previously seen. In fact, the bitter end of the film is a hypocritical cop-out.Go to Full ReviewJeffrey M. AndersonCombustible Celluloid05/25/2006An exciting, dangerous, and intense story.Go to Full ReviewJason ZingaleBullz-Eye.com07/05/20054/5It might not be as controversial as it was back in 1999, but it's definitely just as relevant.Go to Full ReviewRobin CliffordReeling Reviews04/08/2005Durden is so intense, focused and honestly violent that the messianic hold he has on his followers is palpable. It's one of the best things that Pitt has done and his performance helps to recommend the film.Go to Full ReviewPhil VillarrealArizona Daily Star03/20/20054/4One of the greatest films ever madeGo to Full ReviewStuart KlawansThe Nation03/03/2005Pitt bronco-rides through the movie, using many of the nutsy-dangerous mannerisms he previously unloosed in 12 Monkeys. It's the performance you'd expect Pitt to give, and still you can't take your eyes off it.Go to Full ReviewPhilip MartinArkansas Democrat-Gazette01/07/2005B+...more clever and kinetic than it is profound, more a visceral movie than a think piece.Go to Full ReviewJeffrey OverstreetLooking Closer12/06/200477/100In the future, all manner of society's ills in the future will be blamed on this movie. [But] this is a film that exposes evil, not one that glorifies it.Go to Full ReviewJudith EgertonCourier-Journal (Louisville, KY)06/23/20042.5/4It's a movie with all the warmth of a refrigerated meat locker at midnight. And who wants to hang around there?Go to Full ReviewThomas DelapaBoulder Weekly02/13/2004Lobs punishing combinations at the flabby midsection of life in the 1990s. But as the film wears on, it's apparent that Fincher can't deliver the knockout blow.Go to Full ReviewJim ShelbyPalo Alto Weekly05/20/20033/4This is a strange, agonized film--a darkly comic end-of-the-millennium fable with unforgettable performances and visuals. The writing is tight, smart and edgy; there's no question it hits a chord with our consumer-crazed lifestyle.Go to Full Review"
42,positive,"A complex, confused look at life in late-'90s America, David Fincher's blood-black comedy Fight Club remains one of the most divisive pictures of the past 20 years."
43,positive,"Fight Club is still today a definitive film, a statement as strong as any rock anthem and twice as packed with power chords."
44,positive,"One of the seminal films of the 1990s...just as darkly funny, epic, and psychically wrenching as ever. [Blu-ray]"
45,positive,"""Fight Club"" is a cinematic Hail-Mary pass from David Fincher that the audience desperately wants to catch."
46,positive,"[A] bold, inventive, sustained adrenaline rush of a movie..."
47,positive,May also be yet another example of a book that was just fine as a book -- that didn't need to be made into a film.
48,negative,"I don't mind a film with a surprise ending but, rather than enhancing the film, the climactic revelation in Fight Club cancels out everything previously seen. In fact, the bitter end of the film is a hypocritical cop-out."
49,positive,"An exciting, dangerous, and intense story."
50,positive,"It might not be as controversial as it was back in 1999, but it's definitely just as relevant."
