id,tomato_score,review_text
1,positive,There are several scenes of tremendous power. But the same problems that plagued The Shawshank Redemption are in full force here.
2,positive,"Now, for the first time, Darabonts The Green Mile is available on 4K UHD with high-dynamic range, rejuvenating the drama, imbuing it with the visual energy to accompany its bittersweet narrative."
3,positive,"At times, you notice The Green Mile tugging your heartstrings. But aside from a moment or two over the course of three hours, the viewer gives in, entrenched in the proceedings and deeply affected by the spell of these characters."
4,positive,Make no mistake that The Green Mile is powerful and draws on our emotions but the film is also too long.
5,negative,"The simple fable can't stand such scrutiny. More pivotally, the weight given to each moment lends The Green Mile a ponderousness that works against the emotions the story seems to want to plug into."
6,negative,Unfortunately the movie can never shake the uncomfortable and trope-filled premise.
7,positive,"Much of the three-hour movie takes place in the prison, but the resonant characterization, expansive plotting, and judicious use of exterior locations and flashbacks turn the walls into windows."
8,positive,"Thoughtful, intelligent movie for older teens."
9,positive,"...despite the clichs and stereotypes, the film's cast manages to lift it from the depths of the commonplace and make watching it enjoyable."
10,positive,How many blockbusters deal with that kind of grief?
11,negative,"To more than a few viewers, this one will feel like a life sentence."
12,positive,"Dotted with many fine moments, clotted with a few flabby ones."
13,positive,"Overextending its welcome, Frank Darabont's film is the most commercially popular adaptation of a Stephen King novella, but it's also a slow, often dull prison drama."
14,negative,"The supernatural elements carry an undeniable emotional charge, but the solution to the underlying murder mystery is disappointingly tidy and trite."
15,positive,"Although The Green Mile is a satisfying and affecting movie, it's not The Shawshank Redemption -- not by a long shot."
16,positive,One of the best prison films ever made.
17,negative,"This movie is being described as inspiring? To me it just seems morbid, melancholy, sad, and far too long."
18,positive,"Of all the movies based on King novels, The Green Mile ranks near the top -- but below Darabont's first, The Shawshank Redemption."
19,negative,"Three long hours of wind, an exercise in titanic self-importance intent on passing off klunky rhetoric as poignant drama."
20,positive,"Hanks and the other guards' acting is impeccable as would be expected, but Duncan and his fellow prisoners are also disturbingly real."
21,negative,"A deeply racist movie, though clearly none of the filmmakers thinks so... By the picture's end, we are asked to grasp electrocution as in some way an act of benevolence."
22,positive,
23,negative,Suffice it to say you must be willing to buy some pretty incredible stuff if you want to enjoy this experience.
24,positive,Its emotional rewards outshine its faults.
25,positive,
26,positive,"Quando a histria chega ao fim e as luzes se acendem, voc sente que, de certa forma, o filme permanecer com voc por muito tempo."
27,negative,"Those whose lives Coffey touches may find relief from physical ailments, but they seem no freer, more hopeful, or nobler for the experience."
28,positive,"Overlong and potholed, The Green Mile is still worth the journey."
29,positive,Duncan's beautiful performance is worth at least three hours of anyone's life.
30,positive,What better place to witness healing than in a death-chamber where the malevolent an eye-for-an eye philosophy of justice reigns.
31,negative,
32,positive,For all its attention to John's victimization -- and exacting an emotional response from its audience -- the film takes a surprisingly schizophrenic view of capital punishment.
33,negative,There is no doubt that the director has mistaken size for quality with bum-numbing consequences.
34,positive,A near-masterpiece.
35,positive,"Hanks is in fine form, as is Sam Rockwell, as 'Wild Bill' Wharton, a new inmate so repulsively evil he's almost a cartoon (not quite, though)."
36,positive,I'd be critical of the fact that Frank Darabont's entire directorial career has revolved around sweepingly sentimental movies based on Stephen King prison dramas -- if only he didn't do them so well.
37,positive,They don't get much better than this.
38,positive,"A moving story, helped by some great performances, primarily by Michael Clarke Duncan as Coffey, Hanks, Hutchison as the guards, and Jeter and Rockwell as prisoners."
39,positive,Surpasses mere adequacy in so many ways just within the first hour that it will undoubtably be praised to the highest extent.
40,negative,"A lumbering, self-important three-hour melodrama that defies credibility at every turn."
41,positive,"This picture is, like the cigarette of the old-time commercials, worth walking a mile for."
42,positive,"It's just too bad, then, that the finale could not have been stronger. It downgrades a potentially great film to being, at most, a very good one."
43,positive,"Maravillosa historia acerca de los hombres y sus relaciones, sus miedos y sus sueos"
44,positive,"But even when it falls back on the contrived, The Green Mile still holds on to the audience on a emotional level that continues to resonate long after the credits roll, which by itself is reason enough to recommend the movie."
45,negative,The Green Mile effectively sideswipes the enduring hot political issues it raises to force viewers to a pro-Hanks position.
46,positive,"There is a beautiful story here, but I just wish we didn't have to sit through the whole thing to see it."
47,positive,Add another title to the list of good King cinematic adaptations.
48,positive,Laughter and tears are both subtly drawn out and jack-hammered home.
49,positive,The film is even more textured and less gratuitous than The Shawshank Redemption.
50,positive,The quickest 180 minutes you will ever spend in a movie theater.
