id,tomato_score,review_text
1,positive,"""Quentin Tarantino’s feature debut Reservoir Dogs is an astounding single-location thriller that makes the most of its all-star cast and refined script."""
2,positive,The film's biggest single problem is that the director learned so much from making it that he went on to keep making things that were better.
3,positive,"A fond genre move that's forever chortling up its sleeve at the puerile idiocy of the genre, a heist caper without a heist, an action movie that's hopelessly in love with talk and a poem to the sexiness of storytelling."
4,positive,"Reservoir Dogs is an impressive debut that reflects Tarantino's unique, postmodern style and points towards things to come."
5,positive,"Precisely plotted and engagingly juggled into a rich swirl of flashbacks that wind through the current crisis, this is the work of a director who loves movies and a storyteller engaged with the art of telling stories."
6,positive,The film possesses a stomach-churning urgency following a deceptively languid opening...
7,positive,"I still think this lean, merciless and hellishly funny debut might be the best thing he ever made..."
8,positive,"An indie cult classic from the 90s, here's a film that's oozed cool all the way through thanks to the combo of a fiery set of character actors led by the intense Harvey Keitel, and its sharp ear for dialogue filled with profanity and pop culture."
9,positive,"While it borrows generously from a number of other films, the way Tarantino structures his crime drama is a breath of fresh air."
10,positive,"... if one considers this initial film as it is, a stamp made from a storyteller just getting started, ""Reservoir Dogs"" maintains its strength and vitality. All of which are improved by the UHD experience."
11,positive,"Quentin Tarantino hit a home run with his feature debut, Reservoir Dogs, and cinema would never be the same."
12,negative,"The story is as phony as the names the robbers take - Mr. White, Mr. Blue, Mr. Blonde, Mr. Pink and Mr. Brown - and it's also a hymn to violence, blood and sadism that reaches repulsive levels."
13,positive,What I consider Tarantino’s masterstroke is the men’s-room scene.
14,negative,"It is the most dreadful movie ever made or, at least, ever given a general release. By this I do not mean that it is dreadfully bad or, even dreadfully sad. I wish to signify that it is evil."
15,positive,"The wafer-thin plot gets stretched far with smart, nonlinear weaves and a masterful cast crowned by Michael Madsen's trigger-happy psychopath and Lawrence Tierney's amiably gruff head honcho."
16,positive,"An amazing narrative prodigy that is the story of a spoiled robbery which, right now, I would point out as Tarantino's masterpiece. [Full Review in Spanish]"
17,positive,Tarantino's jumbling of his chronology and the clever changes of context from the claustrophobic warehouse section to various character origin flashbacks are sly and electric
