id,tomato_score,review_text
1,negative,The cast is peppered with excellent actors to little effect.
2,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
3,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
4,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
5,negative,The cast is peppered with excellent actors to little effect.
6,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
7,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
8,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
9,negative,The cast is peppered with excellent actors to little effect.
10,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
11,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
12,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
13,negative,The cast is peppered with excellent actors to little effect.
14,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
15,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
16,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
17,negative,The cast is peppered with excellent actors to little effect.
18,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
19,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
20,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
21,negative,The cast is peppered with excellent actors to little effect.
22,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
23,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
24,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
25,negative,The cast is peppered with excellent actors to little effect.
26,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
27,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
28,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
29,negative,The cast is peppered with excellent actors to little effect.
30,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
31,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
32,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
33,negative,The cast is peppered with excellent actors to little effect.
34,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
35,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
36,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
37,negative,The cast is peppered with excellent actors to little effect.
38,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
39,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
40,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
41,negative,The cast is peppered with excellent actors to little effect.
42,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
43,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
44,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
45,negative,The cast is peppered with excellent actors to little effect.
46,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
47,positive,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
48,positive,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
49,negative,The cast is peppered with excellent actors to little effect.
50,positive,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
