id,tomato_score,review_text
1,positive,"Stewart had never before allowed himself to be so unlikable, Hitchcock had never exposed his own attitudes toward his leading ladies so openly, and Novak gave the performance of her career."
2,positive,"A film about doppelgängers that's a total doppel-banger. Alright, that's terrible, but what's left to say about Hitchcock's spellbinding masterpiece at this point?"
3,positive,Vertigo drones on for two-thirds of the movie before Hitchcock switches gears and moves the film to the level it should have been all along.
4,positive,"Viewed by many at the time as a departure for Alfred Hitchcock, 'Vertigo' can be seen as a return to form ... redolent of spookier works like 'Rebecca' or 'Spellbound,' with a psychoanalytic frame instead of gothic romanticism."
5,positive,"It may take a while to work up to its thriller elements, but it 100% earns its right to be called a thriller, and one of the best, most understated, and ingenious of all time at that."
6,positive,This remains one of the most painful depictions of romantic fatalism in all of cinema.
7,positive,Once it switches over to us getting inside her head... I started seeing it more as Judy's story than Scottie's.
8,positive,"It's a product of its time (especially when it comes to the treatment of the female characters), and it's not trying to be just a thriller. Rather, it is a story about a doomed romance that turns into a dangerous obsession. Full review in Spanish."
9,negative,Novak feels like she was left out to dry by Hitchcock as he spent far more time paying attention to the location of the brooch on her lapel than he spent instructing her on how to convey her character’s emotions.
10,positive,Vertigo is a film with numerous layers that can be discussed in depth and at length. That’s not to say it isn’t also an enjoyable film. Hitchcock knew how to make them. That’s why his films are generally beloved by critics and audiences alike.
11,positive,It is a story of obsession and control...
12,positive,"Those eccentricities have since become accepted, defended, and loved..."
13,negative,"The plot is a brilliant box of devilish tricks. And yet the film disappoints. It seems too long, too elaborately designed; the narration of this kind of criminal intrigue sags under such luscious treatment; it needs the touch of the harsh and the squalid."
14,positive,"Alfred Hitchcock tops his own fabulous record for suspense with Vertigo, a super-tale of murder, madness and mysticism that stars James Stewart and Kim Novak."
15,positive,"This latest Alfred Hitchcock ""thrillorama"" offers further evidence of his mastery in mystery and suspense, for, despite its flaws, it grips one's attention from start to finish."
16,positive,A motion picture of incomparable dramatic involvement and hypnotic filmmaking.
17,positive,"It's probably the most impeccably put together Hitchcock movie... but ultimately it's men trying to control women, and that doesn't ring very well right now."
18,positive,"Jimmy Stewart is an actor who always delivers, especially in the films he did with Hitchcock. Scottie isn't my favorite character he played but it really is a wonderful performance."
19,positive,"Hitchcock is often spoken about regarding his ""perfectionism,"" this way every shot is carefully arranged and the edits hit like a knife. That's no less true here..."
20,positive,"One of Hitchcock's finest achievements, layering drama, a love story, adventure, and hair-raising suspense into a psychological murder-mystery that simply has no peers."
21,positive,"If the cinema was [Hitchcock's] church, this film was his confession."
22,positive,"[Its] meticulous realism both indicts and empathizes with Scottie's squeezed, linear policeman mentality at odds with other, more profound longings, which depend, in the final analysis, on a radical change in social circumstances."
23,positive,"God, this is such a weird film."
24,negative,The storytelling isn't up to much. It drags and drags.
25,positive,Hitchcock's finest film.
26,negative,"Even such a master-craftsman as director Alfred Hitchcock sometimes forgets that more than enough is too much, as he proves in this photogenic San Francisco suspense-mystery, which is still badly in need of the cutter's shears."
27,positive,"We can appreciate [Hitchcock's] films... and yet still acknowledge that their female characters were not created by a very well-adjusted, progressivethinking man."
28,positive,The greatest of all time.
29,positive,Audiences and critics in 1958 were not prepared to deal with the kind of twisted darkness Vertigo presents so clearly ... but hopefully we're all grown up now and able to deal with it.
30,positive,"A film totally in thrall to the lure/peril of looking, and filmed almost entirely from the perspective or emotion of the subconscious."
31,positive,"It's doubtful that Vertigo can take equal rank with the best of the Hitchcock studies -- it has too many holes -- but it assays high in visual confectionary of place, person and celluloid wiles."
32,positive,Combines in an almost unique balance Hitchcock's brash flair for psychological shocks with his elegant genius for dapper stylishness.
33,positive,A dizzying cinematic experience.
34,positive,"Hitchcock's film is distinctive, above all else, because it is the only one in his long catalogue without a scornful mask separating the obsessions from the vulnerabilities, and into the frames he pours the living essence of his timeless panache."
35,negative,"At the risk of sounding slow-witted, I must complain that Alfred Hitchcock's Vertigo was a little too difficult for me."
36,positive,"Alfred Hitchcock's ""Vertigo"" is an artistic triumph for the master of mystery."
37,positive,The best film in the history of cinema. [Full review in Spanish]
38,positive,"In Vertigo, Hitchcock completely transcends barriers of generic making the film into something enigmatic and impossible to classify. [Full review in Spanish]"
39,negative,"Vertigo ultimately comes off as a fairly disastrous misfire that's almost entirely devoid of engrossing, attention-grabbing elements."
40,positive,The most complex film made by Alfred Hitchcock.
41,positive,It's as much a wonder of suspense as it is a catalogue of the director's themes and an allegory for his own art of enticement-and for the erotic pitfalls of his métier.
42,positive,"Hitchcock's rich and strange fable of love lost, and lost again, makes the case for him as a grand experimental artist who labored in genre cinema."
43,positive,Hitchcock's most tender story.
44,positive,"A haunting meditation on sexual politics, romantic love, and obsession, Vertigo is one of the greatest surreal movies ever made."
45,positive,Must-see Hitchcock thriller for any classic movie bug.
46,positive,"""Vertigo"" is Alfred Hitchcock's beautifully stylized psychological thriller about a man in love with a fetishized romantic fantasy invented by another man."
47,positive,"Technically well made, but there are a plethora of more entertaining Hitchcock films available."
48,positive,"Vertigo is a kind of consummate illusion--tantalizing for being so often out of reach (DVDs don't match the reel deal), fulfilling only for bringing us as close as possible to Hitchcock's head and heart in Frisco circa '58. Or..."
49,positive,a disturbing and darkly revealing psychological thriller
50,positive,"One of the landmarks -- not merely of the movies, but of 20th-century art."
