id,tomato_score,review_text
1,positive,"It’s doubtful this will relinquish its lofty status any time soon, not so long as its message of hope existing and even thriving within horrendous circumstances continues to resonate."
2,positive,The story of Oskar Schindler is as complicated as it is riveting and Steve Zaillian’s script tells us the story in a way World War II films never had.
3,positive,"It brought the Holocaust to a mass non-Jewish audience at a time when survivors were dying of old age, and testimony was at risk of being lost."
4,positive,"Spielberg employs all the emotive Hollywood tools at his disposal and the result is a remarkable film with wide appeal and real importance. Neeson is phenomenal, but matched by towering performances from Ben Kingsley and Ralph Fiennes."
5,positive,"A great film, a powerful film, and even if it’s not the definitive American Holocaust film, it remains on the very short list of the most important ones. (30th anniversary)"
6,positive,"This isn't your high-octane thriller; rather, acts of heroism unfold with a deliberate, strategic cadence."
7,positive,Spielberg’s most personal film is also his finest and most altruistic.
8,positive,"It's the faces that make Schindler's List a magnificent, harrowing, stomach-wrenching, emotional piece of cinema."
9,positive,Schindler's List is not only a masterpiece but something of a miracle.
10,positive,A film of immense power and the deepest sincerity.
11,positive,"Steven Spielberg's triumphant Schindler's List is a remarkable and moving memorial to an historical Holocaust. It is also a timely reminder of what genocide and ""ethnic cleansing"" really mean. But, above all, it is a cracking movie."
12,positive,"Using every ounce of his awe some technical skill, the man who sent T. rex and Indiana Jones racing through our imagination brings us a story of human horror beyond imagination."
13,positive,"Once in a very great while, a movie insinuates itself so deeply into your consciousness that it offers not vicarious experience but instead, direct experience. Steven Spielberg's heartfelt, monumental Schindler's List is such a movie."
14,positive,"This is a movie that succeeds brilliantly not just in bringing a terrible chapter in history back to life, but in meticulously depicting the processes through which a self-obsessed and immature man becomes integrated and responsible."
15,positive,"There are enough ""Spielbergian"" set pieces and incidental touches to keep Schindler accessible to those who believe that the best Spielberg is the perky Spielberg of the E.T. and Indiana Jones romps."
16,positive,"How does one comprehend the magnitude of the Holocaust? Remarkably, Steven Spielberg's Schindler's List defines the horror of Hitler's ""final solution"" on vividly human terms without diminishing its scope or impact."
17,positive,"Few films have ever dealt so chillingly with what philosopher Hannah Arendt called ""the banality of evil."""
18,positive,"Liam Neeson is a splendid Schindler, tall, handsome, devil-may-care and a poker-playing genius. Ben Kingsley, as Itzhak Stern, Schindler's accountant and chief aide, is as brilliant as ever, and Ralph Fiennes is evil and powerful as Amon Goeth."
19,positive,A towering cinematic accomplishment from director Steven Spielberg that left all other 1993 films in its wake.
20,positive,Spielberg's dazzlingly modulated epic Schindler's List is nothing less than astonishing.
21,positive,"A near-documentary, brilliantly designed and choreographed, [and] a character study in which Ralph Fiennes, the winningly urbane Liam Neeson, and the magnificently impassive Ben Kingsley attain a memorable dramatic intensity."
22,positive,"Its images of horror and its message of hope -- recounting the Talmudic verse ""whoever saves one life saves the world entire"" -- should not and will not be forgotten."
23,positive,Schindler's List is a great movie that serves a greater purpose. This epic story of one man's conscience reminds the world that an individual's rise to heroism in the face of mass insanity can make a difference.
24,positive,"Liam Neeson gives a fine performance as Schindler, steering the character through his grand arc. Kingsley is predictably good, and Ralph Fiennes is chilling as Goeth the camp commandant... But the movie is Spielberg's triumph."
25,positive,"Steven Zaillian's ingeniously structured script presents the unpalatable in a way it can be digested -- by hooking it into a powerful, almost mythical story about a man who becomes a hero almost in spite of himself."
26,positive,"Neeson creates a mixture of saint and sinner, dandy and buccaneer, a thick-skinned rascal capable of great tenderness."
27,positive,"A thoughtful, rigorous and thereby moving piece of work."
28,positive,"With his brave new film, Steven Spielberg not only tackles a subject that's largely been ignored by mainstream Hollywood but manages to handle it in an accessible, pulpy way that doesn't detract from the gravity of the material."
29,positive,"It's draining, emotionally and physically, but there's no other way that this story could have been told and have the effect that it should."
30,positive,"It is a harrowing indictment of cruelty and a heartfelt testament to courage. It is a film of maturity and power, as Spielberg applies his considerable filmmaking skill to a most serious topic."
31,positive,Everyone in this movie has his or her humanity; no one is a symbol or a stereotype.
32,positive,"Steven Spielberg's great achievement in his devastating new film Schindler's List is the ability to lift the Holocaust from the archives, documentaries, history books, photographs and memories of a generation, and make it real again."
33,positive,"Spielberg's skill as narrator and visualizer lies in his ability not to dwell on the nightmare, and to blend despair with hope even as the tormentors expand their catalogue of cruelty."
34,positive,"Spielberg deploys his formidable command of the medium and his immense narrative skill, and he has never before drawn out performances of such subtlety, especially those of Neeson, Fiennes and Ben Kingsley."
35,positive,"Once the horrors begin, the play-off between equivocal hero and unequivocal history becomes hypnotic."
36,positive,"""Serious"" subject matter does not guarantee skillful filmmaking, and, ultimately, Spielberg just doesn't seem to have much to say."
37,positive,Schindler's List is an amazing film and a triumphant coming of age for the world's most popular filmmaker.
38,positive,Schindler's List should silence the naysayers once and for all. This sobering black-and-white pseudo-documentary breaks the Spielberg mold by putting substance ahead of style.
39,positive,"In its themes of the making of good men and evil ones in times of storm and stress, and in its montage of images and sonorities, this will stand as Spielberg's masterwork."
40,positive,"We need films like Schindler's List to remind us to never let something like that happen again, but also to remind us that when we see a difficult situation that we have to do our best to change it."
41,positive,Framing and imagery demonstrate artistry even while capturing subject matter of extreme obscenity.
42,positive,Spielberg's finest work.
43,positive,"(Schindler's List) slowly surrounds you, like a gang of bullies moving in one by one, before holding you down and beating you into submission."
44,positive,"By dramatizing the Holocaust with such vividness and scale, Spielberg has helped to pass its lessons on to future generations."
45,positive,"The film's epic sweep and grasp of detail are exemplary, while some scenes could make even a lump of granite weep. This is Spielberg's most grown-up film."
46,positive,"The story of a righteous rescue mission amid unimaginable horror...a sober, historical drama."
47,positive,"With its black-and-white bleakness and its fiercely insistent realism, Schindler's List is a hallucinogenic experience. It is one of the most finely calibrated, most overtly mournful, most nakedly authentic films ever made."
48,positive,...Schindler's List is essential cinema...
49,positive,"Schindler's List is monumental because it demands that we imagine the abominable, but it's great because of its creator's conviction that to ignore injustice is to sanction it."
50,positive,The film is an outstanding achievement.
