id,tomato_score,review_text
1,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
2,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
3,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
4,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
5,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
6,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
7,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
8,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
9,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
10,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
11,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
12,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
13,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
14,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
15,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
16,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
17,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
18,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
19,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
20,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
21,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
22,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
23,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
24,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
25,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
26,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
27,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
28,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
29,negative,"Director Ian Merrick appears to have just given his cast stilted words to recite, with little instruction on how to perform them with any semblance of credulity, and only the most basic research seems to have gone into real-life events."
30,positive,"The lighting can be unnatural, and sometimes the acting is awkward; the concentration on process seems numbing. But those very defects give the film a special mood, lucid in its nastiness, but not too far from black surrealism."
