id,tomato_score,review_text
1,positive,"Barry Lyndon is 2001 in reverse -- a visual poem of haunting beauty which, through its freedom from the rooted-in-time artifice of dialogue, magically evokes the sensation of being in the past in the same way 2001 evoked the future."
2,positive,"The film is a comedy in that devious, oblique, droll way that is characteristic of Kubrick films. There isn't a laugh in the whole film that would work anywhere else."
3,positive,"A good deal of the laughter comes from the director's pictures with their majestically paced evocation of the stilted artificiality of the period -- the whole film is a visual delight, in camera work, costumes, scenery, colour."
4,negative,"You feel no expense or effort has been spared in exhibiting things with formal correctness. You feel called upon to murmur approval of the extreme decorum and esthetic detail, yet the over-all effect is excruciating."
5,positive,"Watch the movie, then read the book, as I was lucky enough to have done. If you do it the other way around, you might be disappointed."
6,positive,"While many consider it brilliant, others find it about as exciting as folding socks."
7,negative,"It may be as pretty as the paintings it emulates, but it's also as boring as watching those paintings dry."
8,positive,"The film’s beautiful Academy Award-winning cinematography still retains its power to dazzle an audience. The scenes lit with candlelight are breathtaking, proving once again the director’s genius at revealing small truths with optical excellence."
9,negative,"The melancholic, nearly unenthusiastic way in which the film’s major points are handled, as well as the interminable length, deprive it of much hope for lasting poignancy."
10,positive,"[Lyndon] is very Gen Z, essentially sympathetic but aware that he’s perpetually at the mercy of aristocrats, scoundrels, brigands and army captains alike."
11,positive,"Not simply a hoisted petard about people in power but a hosted perspective for all humankind: All that is promised in life to anyone is its end, and Stanley Kubrick lays bare the notion that hanging on in quiet desperation is not just the English way"
12,positive,"Barry Lyndon is a film altogether about time, one of the good reasons for experiencing the full 185 minutes continuously, in a cinema. It’s much more rewarding to see on a big screen."
13,positive,"Stanley Kubrick's Barry Lyndon is a wildly-entertaining adventure that utilizes gorgeous production design, costumes, makeup, and cinematography to tell the compelling tale of its titular antihero."
14,positive,It isn’t vulgar to suggest that Kubrick may have identified with Barry the autodidact.
15,positive,A magnificent Ferrari compared to the assembly line of Volkswagens and Cadillacs of moviedom. To criticize Kubrick for making a gorgeous movie about a loveless world of decadent grandeur is like bawling out Dostoevsky for writing about [degenerates].
16,positive,"What he did for the future in 2001: A Space Odyssey, Stanley Kubrick in Barry Lyndon has done for the past. He has projected us into an age of amazing strangeness."
17,negative,"A pretentious, tiresome, fatuous bore, a piece of inflated and contrived elegance that is as desolate as the backside of the moon. Protected by his praetorian guard of critics, Stanley Kubrick gives the auteur theory a bad name."
18,positive,Barry Lyndon is another success for Stanley Kubrick. How unfortunate that so few people will ever know it.
19,positive,"Kubrick is one of the few directors working in films today who can legitimately be called a genius without blushing. He has made a motion picture extravaganza that combines art, literature and love, raising the movies to a cultural zenith."
20,negative,"Barry Lyndon is as stultifying as it is prodigious. For a start, the picture appears to have been designed by someone who learned the art at Madame Tussaud's."
21,positive,"Barry Lyndon emerges as perhaps Kubrick's most intensely human spectacle, comparable to Paths of Glory in its tragic confrontations that seem to throw whole worlds into the balance with individual lives."
22,negative,Barry Lyndon gives us a rare glimpse into the chasm between what a director thinks he's accomplished and what he's actually accomplished.
23,positive,"Barry Lyndon is pure cinema, and, if you only let it, its aching beauty will wipe you out."
24,negative,"Seeking the sources of our alienation in the explosively random energies of the eighteenth century, Kubrick has created an epic of esthetic self-indulgence, beautiful but empty. He needs to come back to earth from the outer spaces of past and future."
25,positive,Stanley Kubrick's Barry Lyndon is clearly the most expensive meditation on melancholy ever financed by a Hollywood studio. From the opening strains of Georg Friedrich Handel's Sarabande... every frame in the film is a fresco of sadness.
26,positive,"A consummate work of art, a ""literary"" period piece brought to cinema terms of remarkable intelligence and overwhelming beauty."
27,positive,"To make Barry Lyndon work, the spectator has first to shed expectations about the genre... and then to achieve a series of adjustments between a setting which represents an age’s finest view of itself, and the fatalistic melancholy of the human prospect."
28,positive,"It is the shortest three hours you're ever apt to spend in a motion picture theater. It is light and lively when it should be, poignantly dramatic at the proper times and even pompous when it is time to be pompous."
29,negative,"The motion picture equivalent of one of those very large, very heavy, very expensive, very elegant and very dull books that exist solely to be seen on coffee tables."
30,positive,"This story has been told and retold, perhaps as often as stories have been told by men. But seldom has the story been told in such a cloak of visual beauty and with such subtle and canny artistic force."
31,negative,"A highly impressive slide show, a spendthrift's photographic tour through the green fields and burnished castles of 18th-Century Ireland, England and Germany. It's simply too bad it's not a movie."
32,positive,I found [it] to be quite obvious about its intentions and thoroughly successful in achieving them. Kubrick has taken a novel about social class and has turned it into an utterly comfortable story that conveys the stunning emptiness of upper-class life.
33,positive,"Barry Lyndon is one of the most beautiful films I have ever seen. It is also too long and lovingly excessive, and Kubrick could have been more temperate. But such moderation is not an element of his film-making and doubtless never will be."
34,positive,It is all so very absorbing and rewarding that one can even forgive Kubrick the four years it took him to complete the film. Barry Lyndon should easily keep us happy for another four years. Easily.
35,positive,"Yes, Barry Lyndon is more than three hours of pretty pictures; it is a slap to wake up a society beginning to stagnate in its own complacency that is fast becoming apathy."
36,positive,"If Barry Lyndon isn't the most beautiful film ever made, I don't know what is; every frame exudes muted, self-conscious perfection. Considered purely visually, the thing is fascinating."
37,negative,"It is Kubrick's view of things that ultimately counts, not the illustrative talents of others he brings to bear on it. And that seems to me virtually indecipherable. He is like a batsman trying to score a century without anybody noticing."
38,positive,"It is a movie which will yield new beauty and meaning, as richly as the word, upon renewed interest. But it will do so in its own cinematic terms."
39,negative,It's time audiences saw through Kubrick's sleight-of-hand... Barry Lyndon looks like a peacock but it's a turkey.
40,negative,"There's nothing more disappointing than a hoped for masterpiece that turns out to be a minor piece. Barry Lyndon, the latest work of director Stanley Kubrick, is grand only in concept and length and in the outward apparel that hides an empty core."
