id,tomato_score,review_text
1,positive,"Jackson's job is creating a world, a believable vehicle for Tolkien's baroque tales of Middle-Earth... What Jackson's made of, and for, The Two Towers is a bewitching, beguiling and seductive universe."
2,positive,The director has achieved something elemental. By this point his three-part epic has moved off the screen and is projecting itself in our unconscious.
3,negative,"A little of this goes a really long way. The Two Towers may not have bored me to tears, but it certainly made me want to cry uncle."
4,positive,"Jackson seems to acknowledge the material's stodgy crust of familiarity, and the master visualist cracks it with astonishment. The movie's payoff is grand and marvelous."
5,positive,"While flesh-and-blood performers perfectly enunciate solemn warnings about the future of Middle-earth, a marvelous CGI creation called Gollum steals the show. Jar-Jar and Dobby: Eat your hearts out."
6,positive,"Credit to director Peter Jackson for making the whole film work, from beginning to end, when it could have easily been a jumbled disaster."
7,positive,"For a movie without a beginning or end, The Two Towers is a near-total triumph."
8,positive,"It's a filmmaking feat, all right. But huge and accomplished as The Two Towers is, it fails to delight the way the first film did."
9,positive,The Two Towers may not be the multilayered drama that Fellowship of the Ring was but it's still a masterful piece of filmmaking.
10,positive,"With its epic sweep and massive scale, ""Two Towers"" is in many respects an awesome achievement. You may not get emotionally involved, but you will be frequently dazzled."
11,positive,"Somewhere Akira Kurosawa, the late Japanese master who gave us sweeping war epics like Ran, is shedding a tear. He'd be impressed; not just by Jackson's mastery of scale, but because the director never loses track of humanity in his spectacle."
12,positive,"For lovers of medieval mayhem, this second film of the mythical trilogy with present a surfeit of riches. The art of hand-to-hand combat and the assaults and defenses of castle fortresses have rarely enjoyed such spectacular manifestations on film."
13,positive,Their travails are so magnificently depicted that the film achieves what Part II of any trilogy must do: It leaves us breathlessly awaiting what promises to be a bang-up finale.
14,positive,"This outing gives a richer sense of the characters, particularly Frodo and the monster Gollum."
15,positive,"Aside from the stunning art direction and technical dazzle, however, what is most remarkable about The Two Towers is Jackson's ability to emotionally engage us on a level the first movie couldn't."
16,positive,"The genius of filming all three parts of this massive narrative at once is now beyond dispute -- The Two Towers joins seamlessly with the first adventure. Could it stand by itself? Of course not, and who would want it to?"
17,positive,"Jackson's touch is not what you'd call light-handed. His ""Two Towers,"" while full of grandeur, lacks charming whimsy of the book. But it is a gigantic and serious effort."
18,positive,"I can't think of a recent movie that so definitively etched itself into your brain and heart and would not let go, but it is not for the easily disturbed or violence-phobic."
19,positive,"The Two Towers is thoroughly enjoyable, sometimes even breathtaking, despite the fact that it feels less like a movie and more like an episode of a mini-series."
20,positive,"Gollum, voiced by Andy Serkis, is fascinating, a feat of showmanship of the first order. He has more presence and character than any human actor in the movie and his creation is nothing short of genius."
21,positive,"It comprehensively blows away any lingering doubts about whether Jackson could equal the achievement of ""Fellowship"". He hasn't just equalled it, he's surpassed it."
22,positive,"You could hardly imagine the story told better; Jackson combines spectacle with humour and fine filmcraft, and there are exceptional performances from a great cast -- from which Serkis' amazing Gollum is the standout."
23,positive,The Two Towers is as epic as mainstream cinema gets these days. We should count our blessings. It has the courage to be gloomy and feral and despairing.
24,positive,"For the next three hours you are hooked a jaw-grinding, armrest-gripping, action-packed adventure that drains as much as it entertains."
25,positive,"The Two Towers is a much darker and moving effort than ""The Fellowship"". Personalities are added to the courageous fighting skills of our heroes."
26,positive,"Gollum bears an uncanny resemblance to Steve Buscemi. It's a computer creation as well, and the most fully formed character in the film. We loves it to pieces."
27,positive,"This is a sadder, more frightening film than The Fellowship of the Ring, but it is also more exciting, more visually dynamic and more sweeping in its vision. This, film fans, is an epic with a capital E."
28,positive,"The Two Towers suffers slightly from its ""middleness"" -- there is no real beginning and no real ending... But the visuals are dazzling, the acting dependable and ""Rings"" devotees will delight in the attention to detail."
29,negative,"What we don’t get is close and consistent tension. Like most trilogies, The Lord of the Rings sags in the middle. Jackson’s middle episode is a vast schematic piece of action with large damp patches of wooden acting."
30,positive,"Gollum, computer animated but based on the movements of actor Andy Serkis (who also provided the voice), feels as real as any of the humans. But the human actors do hold their own, giving gravity and heart to the effects and panoramas."
31,positive,"Necessarily darker and more violent than its predecessor, it may be too overwhelming for young children. For teens and adults, it's an overwhelmingly wonderful experience. ""The Two Towers"" is one of the greatest films of all time."
32,positive,A generation-defining achievement from Peter Jackson
33,positive,"It possesses all of the magic and excitement of “The Fellowship of the Ring,” as it transports us deeper into an adventure matched only by “The Wizard of Oz” in scope and imagination."
34,positive,"With several structural changes with respect to the novel, Peter Jackson's ""The Two Towers"" manages to cement what was seen in the previous movie, and develop much of what will be presented in greater detail in the climactic film. Full review in Spanish."
35,positive,You'd think that tacking on an additional 43 minutes to the three-hour movie would be overkill. But the extended version actually feels shorter than the theatrical release -- possibly because it tells a more thorough story.
36,positive,“The Two Towers” highlights Jackson’s keen ability to convey to the audience an incredible sense of the mystical and magical. The world he and his teams place us in are rich with imagination and the fantastical.
37,positive,"The Battle of Helm's Deep, in it of itself, is a grand cinematic achievement. The Two Towers is possibly the best middle entry of any film trilogy ever. [Full review in Spanish]"
38,positive,"Peter Jacksons cinematic recreation of ""Lord of the Rings: The Two Towers"" is thrilling, enthralling, and dizzyingly exciting."
39,positive,"What Jackson's storytelling lacks in coherency - a major problem for non-Tolkienites with the first film - he makes up for with a new-found sense of urgency and a richer blend of drama, humour and human emotion."
40,positive,The climactic battle of Helm's Deep - though it still leaves much to be resolved for the final part - is a breathtakingly colossal skirmish in the rain and mud and fog.
41,positive,"Call it a pretty good film and I'll agree with you. Call it a great one, and I will beg to differ."
42,positive,It also has... layers of political dynamics going on which I actually thought was pretty interesting.
