id,tomato_score,review_text
1,positive,Park peppers his tragedy with sumptuous production design and a lot more humor than you'd expect.
2,negative,"I don't think I can write in good conscience that this is a bad movie. The camerawork is excellent, as are the performances. There's just not much of a point to it."
3,positive,"Park Chan-wook’s Oldboy may frequently shock and disgust you, but you’ll find yourself unable to look away from the excellent filmmaking on display."
4,positive,"The messy, imperfect and chaotic nature of the action belies the precise choreography and consideration behind it."
5,negative,"Oldboy is flashy, but there’s a moral and social disconnect between showing off Park’s undeniable chops and Choi Min-sik’s wild-haired, wild-eyed, poignant descent into madness."
6,positive,"There’s a core element of emotional realism that accentuates Park’s brutal narrative beats, leaving us to ponder something more than a bloody body."
7,positive,"It’s hard to think of any movie that's come out since (outside Park’s own oeuvre, at least) that so directly challenges audience’s expectations about revenge stories, and the value we expect them to carry."
8,positive,"A wildly entertaining, twisted, gripping and exhilarating ride that deserves to be among the timeless crime thriller classics like <i>Seven</i>. See it on the largest screen possible. Be sure to skip the dumbed-down, forgettable remake by Spike Lee."
9,positive,"Given its highly stylish presentation, the unfolding mystery, several notable sequences, and a tremendous all-in lead performance from Choi Min-sik, it’s easy to see why the film has stood the test of time."
10,positive,"When [Oh Dae-su] pieces it all together and finally sees himself reflected back, it is too much for him to bear. As he then tries to forget, the final shot of his shattered smile turning to silent laughter ensures we never will."
11,positive,There’s something viscerally uncomfortable about seeing what torment does to [Oh Dae-su] and what he becomes in the process.
12,positive,One of the most electrifying films you'll ever see.
13,positive,"Visceral storytelling, told with rich visuals, impassioned style, and poetic purpose."
14,negative,"All of that being said, I did get through the film. [But] I had big issues with it as I was watching it..."
15,positive,"Hailed as one of the top ten movies in the history of Asian cinema, it's hard to suggest Oldboy should not be on that list."
16,positive,Culminates in such outlandish morbidity that it's difficult to admire as a competent whole.
17,positive,"A powerful and smart ode to tragedy, Park's film manages to provoke you, dishearten you, and thrill you."
18,positive,"Oldboy still stands up as a modern revenge masterpiece, full of extreme violence and brutal shocks but with heart and a story that draws you in and keeps you invested with every twist and turn."
19,positive,Still holds up as a true tour de force that is just as fresh and hard-hitting in 2019 as it was upon its release 16 years ago.
20,positive,"Oldboy is so much more than an action film; it takes the viewer on a journey through a life destroyed, rebuilt and abolished once more. It teaches us lessons about consequences from our actions, the need to get revenge and find truth..."
21,positive,"Oldboy has more to offer than action and violence - it's an imaginative tale of guilt and revenge, with a shocking climax that will live long in the memory."
22,positive,"When it was first released back in 2003 Park Chan-wook's Oldboy hit audiences like a hammer. Forget Spike Lee's 2013 US remake with Josh Brolin, this South Korean film is the only version of Oldboy that needs to be seen."
23,positive,"Bold, brutal, bloody and brilliant"
24,positive,"A lurid, complex, introspective beast, enacting astonishing cruelty on its protagonist like a slow-acting poison."
25,positive,"Gorgeous cinematography, powerful writing, and bravura sequences"
26,positive,"The humiliation and ensuing catharsis are the primary concepts, and revenge, which creates chain reactions of hatred, is solely an element of the set, with the focus being on vengeance not as an act, but the reasons that lead to it and its consequences"
27,positive,"A story of revenge served both hot and cold, this is a heady mix of eye-popping fighting, deadpan humour, graphic torture and grungy cinematography."
28,positive,"A jaw-dropping seminal masterwork, blending heart-wrenching physical and emotional brutality."
29,positive,"Great but extremely brutal, vicious revenge story."
30,negative,..seems to be about the awfulness and inhumanity of vengeance. But watch how the film moves.
31,positive,"Vengeance here's a clever, evolving beast. Dae-su's guardian-like enemy stokes his bloodlust, embittering the free man's returning love of life. The climax is a scarlet swelling into Greek tragedy as truth, reprisal and justice smear."
32,positive,"Both brutal and lyrical, writer-director Park Chan-wook's existential nail-biter has torture scenes that will have you avoiding dentists, sushi bars and badly appointed hotel rooms."
33,positive,"Shakespearean in its violence, Oldboy also calls up nightmare images of spiritual and physical isolation that are worthy of Samuel Beckett or Dostoyevsky."
34,positive,"Banzai-violence kin to ""Cast Away"" about a man at time's cruel whim, ""Oldboy""is an endurance test worth taking. Its conclusion is the most sadistic and destructively wrathful since ""Seven,"" and the point of no return has rarely shocked this much."
35,positive,"Intense and dark but also humorous and moving, this is an ambitious film that fulfils its promise, despite an arguably overly protracted denouement. Excellent."
36,positive,One of the best imports I've seen in a while...
37,negative,"Vengeance, says director Chan-wook Park, is the most dramatic subject in the world. The problem with that view driving his filmmaking is that it seems to override his creative judgement, presenting us with cruelty as the vehicle for his cinematic jollies."
38,positive,Director Chan-wook Park keeps the suspense going for as long as possible.
39,positive,"Part character study, part action flick, the film seamlessly blends genres in an extremely satisfying way. The photography is spectacular - of particular note is a Escher-like staircase sequence that is simply extraordinary."
40,positive,"As played by Choi Min-shik, Dae-su attains tragic stature. He's like a shaggy King Lear undone by his own foolishness."
41,negative,There's a lot less here than meets the eye.
42,positive,"Definitivamente no para todos los gustos, esta violenta y asombrosa película coreana promete convertirse en una de las verdaderas sorpresas del año."
43,negative,"Park has a strong visual style and a near-surrealistic noir touch, but unraveling the mystery scarcely repays sitting through his relentless rounds of gut-wrenching violence."
44,positive,"Oldboy is a true wake-up call to both mainstream Hollywood and its pathetic counterculture. This is bold, gritty, and uncompromised cinema at its finest."
45,positive,"Quite an achievement then, and well worthy of its Cannes prize."
46,positive,"Oldboy is a delirious, confronting ride, a movie full of visceral shocks and aesthetic pleasures: it has an explosive immediacy and a persistent afterlife, a lingering impact that is hard to shake."
47,negative,Be amazed at my cruel virility. Feel the pain. Oh yeah.
48,negative,"Its tentacles are still wriggling in my memory, as if I just ate something that should never have been served in the first place."
49,negative,That Park has talent in the technical department is a given; that he's a good filmmaker is debatable.
50,positive,"It's hard to make an argument for Oldboy based on anything other than pure cinematics, but when the style speaks this loudly, it's an argument worth making."
