id,tomato_score,review_text
1,positive,"'That’s my family, Kay; that’s not me' remains for me one of the most tragic lines in all film."
2,positive,"While the concept of ""auteur cinema"" had been circulating for years, it is with this film that it is definitively consolidated, marking the beginning of a new way of making films. [Full review in Spanish]"
3,positive,"Coppola was able to take a trashy pulp novel and turn it into something close to Shakespeare; a sweeping, epic tale of family, crime, corruption and the Immigrant experience in America."
4,positive,"This is not only grand entertainment, but an emotional and intellectual experience to rival any in cinema."
5,positive,"The Godfather remains a powerful film that explores intricate themes that appear to contradict, but Coppola's storytelling ties it together."
6,positive,This magnificent multigenerational mafia drama represents a benchmark not just in crime movies but in American cinema as a whole.
7,positive,"The Godfather works like a masterfully conducted orchestra, whose immaculate symphony is a meticulously crafted and extraordinarily integral thread in the fabric of cinema history."
8,positive,... Villains and criminals that fulfill the American dream with complete disregard for the American way. A contradiction that engenders gods. [Full review in Spanish]
9,positive,"Now half a century old, Francis Ford Coppola's revered New Hollywood masterpiece has one of the best-known final shots in film history - but it almost had a much more Catholic ending."
10,positive,A cultural milestone.
11,positive,"The Godfather is as much about America, and the American experience, as any other great movie is (50th anniversary)"
12,positive,Skepticism of American exceptionalism is far more commonplace now than it was when The Godfather was first released. But the fragility of the American Dream was revealing itself as the illusion it had always truly been.
13,positive,"The Godfather films have set home-video standards for decades, and that trend continues with Paramounts astonishing 4K restorations."
14,positive,"50 years after its release on March 24, 1972, The Godfather is now and forever, one of the greats."
15,positive,"An engrossing metaphor for American capitalism, watching the film on the big screen emphasises the majesty of Coppolas work."
16,positive,"It is a gangster film without any of the pity and hatred we might feel towards such aliens in our midst, because it recognises that in all of us there is the ignition towards power and criminality."
17,positive,The Godfather justifies every minute of its extravagant running time.
18,positive,"For all its graphic violence, the movie was—unlike the novel it was based on—no mere exercise in popcorn sensationalism; it was emotionally complex, tragic, melancholy, definitely for grownups."
19,positive,"As the doomy burnish of Gordon Willis’s photography captures the darkened souls of the Corleones, the effect is flat-out mesmeric."
20,positive,"The Godfather is the most memorable, most influential, most quoted, most beloved, most discussed, most imitated, most revered and most entertaining American movie ever made."
21,positive,"Five decades later, The Godfather still resonates with the paradigm shifts from one generation to the next, still influences one filmmaker after another, and continues to be the foundation of a lasting mythology."
22,positive,The Godfather is a rarity in film as every element off and on screen work here.
23,positive,There is simply not a character introduced or exchange of words or looks that doesn't inform or add.
24,positive,"The Godfather redefined concepts of Mob movies by standing out artistically, and that comes partly from its distinct look, as deep browns and blacks contrast with light and golden tints reminiscent of Caravaggio...violence and beauty indelibly combine."
25,positive,The Godfather shows that there is still life in the massive production engineering which made Hollywood studios the wonder of the entertainment world in their great days.
26,positive,"The intimate camerawork, highlighted by closeups and staging actors as if in a void, creates a sinister edge to every scene."
27,positive,"The supporting cast is a marvel, including Diane Keaton as Pacino's bewildered fiancee, Robert Duvall as Brando's second-in-command, James Caan as Pacino's headstrong brother, [and] Al Martino in a role patterned after Frank Sinatra."
28,positive,"Despite Brando's limited screen time, his presence overpowers the film. Yet it's Pacino's performance, as the idealistic war hero turned ruthless crime lord that takes on new meaning the second time around."
29,positive,"Maybe the secret of Brando's power is that he, like maybe a handful of others, understands fully what stillness and repose and tentativeness mean in terms of impact on film."
30,positive,"A three-hour film that thunders by like it was only 90 minutes. Truly, a milestone film."
31,positive,The Godfather becomes an instant classic among the superflicks.
32,positive,"The effective mingling of innocence and corruption here raises this moving, adult film above the level of the ordinary gangland thriller. Its three hours of well-acted, well-written and fascinating drama constitute an original and intriguing film."
33,positive,"It's an exceptionally good comeback for Brando, who's never really been that far away, in a movie that is now tender, now shockingly violent and often pleasing to the eye."
34,positive,The Godfather is one of those very few pictures that we'd like to see go on and on and on -- like the line at the boxoffice.
35,positive,It is quite amazing how faithful the film really is. Almost all of the characters and situations looked on film just like I'd imagined they would when I read the novel. That's something I've never experienced before.
36,positive,"Coppola has also been highly successful in re-creating the period of his film. The clothes, the cars, the billboards, the thousand little items which contribute to an overall visual impact are without detectable flaw."
37,positive,Practically everything has been done right in this version of Mario Puzo's best-selling novel about the Mafia. The picture hews to a strong narrative line that keeps an audience looking forward eagerly to what will happen next.
38,positive,"In the large and near-perfect cast, Robert Duvall stands out for his fine portrayal of the Corleones' attorney."
39,positive,"One of the beauties of the film is the balanced characterizations. Supercool Al Pacino is likewise chillingly believable, and so are several other gangsters, most of them actors whose names are unfamiliar."
40,positive,"This is an exciting movie, brilliantly well made. It tells its story mainly through action, but it never makes you feel too much is happening too fast."
41,positive,"The Godfather runs a full-bodied 175 minutes, but fear not, you'll be mesmerized for every one of those minutes."
42,positive,"The Godfather is an absorbing, intriguing film for anybody who can stomach the violence that churns through nearly all of its three hours on the screen."
43,positive,"Even though in point of footage it is not the major role, Brando dominates the film and the shadow of his inflexible power pervades those many sections of the film when other characters are examined."
44,positive,"Al Pacino does an excellent job as Michael, making the transition from a man unsophisticated in the ways of gangland violence to one capable of ordering his brother-in-law's death without batting an eye. He chills the blood."
45,positive,The Godfather is an epic gangster movie adapted from the raw materials of Mario Puzo's best-seller about the Mafia and probably the best of its kind ever made.
46,positive,"In sum, The Godfather is blessed with top production values, is certain to be a powerhouse boxoffice draw, spotlights a terrific performance by Pacino... and brings Brando back to his plateau of excellence."
47,positive,"The Godfather, directed by Francis Ford Coppola, is one of the best films in recent years. It ranks with Patton, for which Coppola wrote the screen play. Each is on the top shelf as a work of art and as a masterpiece of entertainment."
48,positive,"It's a bloody good story, or a good bloody story and you can't take that away from it. Puzo's book hasn't half its artifice and style."
49,positive,"[Coppola] has fashioned a fine, glossily packaged piece of computerised entertainment, never less than smooth and occasionally (the sequence with the Godfather menaced in an uncannily deserted hospital) almost brilliant."
50,negative,"An overblown, pretentious, slow, and ultimately tedious three-hour quasi-epic."
