id,tomato_score,review_text
1,positive,"A frank, fearless film from a director carving out her place in a strong British tradition."
2,positive,"At times, the atmosphere of claustrophobic sexual tension is overwhelming, but there's real sadness and sensitivity here, as well as a desperately poignant performance from Morton."
3,positive,"Avoiding sentimentality and glibness, this is a fine, spare piece of film-making."
4,positive,"Samantha Morton, all of 20, throws herself wholeheartedly into the complex part."
5,positive,"Written and directed by Carine Adler, this rather underrated British film offers a searing examination of grief."
6,positive,"Under the Skin's experiential aesthetic and narrative centred around a bereavement bears uncanny resemblance to that other Samantha Morton-starring film, Morvern Callar."
7,positive,
8,negative,
9,positive,
10,positive,... a raw and occasionally depressing first film with moments of chilling recognition and a remarkable young star.
11,positive,Reminds us what it's like to see an actress go to work when she has a juicy role to play.
12,positive,"In her feature debut, Adler shapes her film gracefully and elicits a scorching no-holds-barred, totally selfless portrayal from Morton."
13,positive,Adler does a remarkable job of conveying the kind of anguished soul sickness that is at a loss for words or conventional expression.
14,negative,After a promising beginning ... the crux of the story ... is taken for granted and any established empathy for Iris' sad plight dwindles fast.
15,positive,"While Ms. Morton embodies the role with furious intensity and with a raw yet waifish presence that brings both Emily Watson and Claire Danes to mind, Ms. Adler directs the film in ways that live up to its title."
16,positive,"Delightfully freighted with heavy sensuality, some deadpan comedy, and a character whose loneliness should strike a chord in all of us."
17,positive,"What makes it watchable is the performance from Samantha Morton, who is riveting."
18,positive,Made with a novelist's eye for detail and a quietly impassioned visual flair.
19,positive,"Although Iris has no idea who she is, Morton is utterly certain, and inhabits her temporarily defeated soul with an ease that knocks you out."
20,positive,Adler's screenplay is excellent; it isn't often that a film takes an insightful look at how people can become unraveled.
21,positive,"It is buoyed by an unflinching performance from newcomer Samantha Morton, a young British actress who is willing to expose not only her body but her inner being as well."
22,positive,"Morton makes Iris real. Every moment she's on screen, the actress forces us to accept Iris as a living, breathing individual."
23,positive,"Adler's portrait of emotional disintegration is in many ways as harrowing as Roman Polanski's Repulsion, thanks in large part to Morton's terrifying performance."
24,negative,"I would not want to spend much time with this Iris, and frankly the 85 minutes Under the Skin runs is longer than anyone should have to spend with her."
25,positive,"It isn't often that a film offers a heroine who is this aggressive, angry and self-punishing, and the filmmaker and her star work in perfect harmony to get at all the complexity behind it."
26,positive,"Morton's Iris keeps going in circles... It's a spooky, movie-dominating performance."
27,positive,"A frank, fearless film from a director carving out her place in a strong British tradition."
28,positive,"At times, the atmosphere of claustrophobic sexual tension is overwhelming, but there's real sadness and sensitivity here, as well as a desperately poignant performance from Morton."
29,positive,"Avoiding sentimentality and glibness, this is a fine, spare piece of film-making."
30,positive,"Samantha Morton, all of 20, throws herself wholeheartedly into the complex part."
31,positive,"Written and directed by Carine Adler, this rather underrated British film offers a searing examination of grief."
32,positive,"Under the Skin's experiential aesthetic and narrative centred around a bereavement bears uncanny resemblance to that other Samantha Morton-starring film, Morvern Callar."
33,positive,
34,negative,
35,positive,
36,positive,... a raw and occasionally depressing first film with moments of chilling recognition and a remarkable young star.
37,positive,Reminds us what it's like to see an actress go to work when she has a juicy role to play.
38,positive,"In her feature debut, Adler shapes her film gracefully and elicits a scorching no-holds-barred, totally selfless portrayal from Morton."
39,positive,Adler does a remarkable job of conveying the kind of anguished soul sickness that is at a loss for words or conventional expression.
40,negative,After a promising beginning ... the crux of the story ... is taken for granted and any established empathy for Iris' sad plight dwindles fast.
41,positive,"While Ms. Morton embodies the role with furious intensity and with a raw yet waifish presence that brings both Emily Watson and Claire Danes to mind, Ms. Adler directs the film in ways that live up to its title."
42,positive,"Delightfully freighted with heavy sensuality, some deadpan comedy, and a character whose loneliness should strike a chord in all of us."
43,positive,"What makes it watchable is the performance from Samantha Morton, who is riveting."
44,positive,"A frank, fearless film from a director carving out her place in a strong British tradition."
45,positive,"At times, the atmosphere of claustrophobic sexual tension is overwhelming, but there's real sadness and sensitivity here, as well as a desperately poignant performance from Morton."
46,positive,"Avoiding sentimentality and glibness, this is a fine, spare piece of film-making."
47,positive,"Samantha Morton, all of 20, throws herself wholeheartedly into the complex part."
48,positive,"Written and directed by Carine Adler, this rather underrated British film offers a searing examination of grief."
49,positive,"Under the Skin's experiential aesthetic and narrative centred around a bereavement bears uncanny resemblance to that other Samantha Morton-starring film, Morvern Callar."
50,positive,
