id,tomato_score,review_text
1,positive,"It’s a great film, in no small part due to Marlon Brando’s staggering performance and Leonard Bernstein’s blustering score."
2,positive,On the Waterfront is a film that would change cinema for years to come.
3,positive,"Malloy makes an unlikely proxy for Kazan, though. A former boxer with the eyes of a showgirl, he was the role of a lifetime for Brando, whose Method-schooled blend of machismo and vulnerability redefined acting for a generation."
4,positive,"The supporting cast is wonderful, but it’s Brando who lights up every part of this film."
5,positive,"The performances in the film have a magnificent intelligence and strength, shaped and guided incomparably by Kazan, a master of Broadway and Hollywood."
6,positive,"It has a persuasiveness of characterization, for the most part, rare on the American screen, not because actors are lacking to convey it but because it is so seldom elicited either by their material or their directors."
7,positive,"Even though there's not a single scene where sluggers dance around within the confines of a ring, Kazan's film is in fact a boxing film in disguise."
8,positive,"Known for the powerful portrayal of anguish that permanently changed acting, Marlon Brando gives one of – if not THE – greatest performances of all time."
9,positive,"The film is splendidly acted. This is the third time that Marlon Brando has played under Kazan's direction, and this time my reservations about his gifts disappear. As the racketeer's errand boy... his performance is magnificent."
10,positive,"It is one of the most powerful American movies of the 50s, and few movies caused so much talk, excitement, and dissension -- largely because of Marlon Brando's performance as the inarticulate, instinctively alienated bum, Terry Malloy."
11,positive,Although there is excellent support -- notably from Lee J. Cobb and Karl Malden -- without Mr. Brando’s pervasive personality On the Waterfront could certainly not have been what it now is: the best American picture seen so far this year.
12,positive,"On the Waterfront's value as a gangster film is in itself mediocre. The best of the picture lies elsewhere, in the character of Marlon Brando... I don't know of any young movie actor in the world who can compare with him."
13,positive,"""On the Waterfront"" can be considered not only as one of the finest achievements in filmmaking, but also as Kazan's metaphor for standing up for what's right and calling out evil wherever one may find it."
14,positive,Elia Kazan's direction is uncannily apt in capturing the essentials of interior conflict in visual terms.
15,positive,"[Brando's] portrayal Is powerful, incisive and complete, and they can put his name on the Oscar now and save the etcher time."
16,positive,"But sometimes great art, like Wagner's and Celine's, comes from people you wouldn't want to break bread with. But snub the art? Who'd want to miss Marlon Brando's performance?"
17,positive,"There isn't a weak spot in this film. Photography is excellent aided by typical backgrounds. And, certainly the story, almost documentary, is honest, if too familiar."
18,positive,"On the Waterfront is strong, tough and cruelly violent, but it is also a film that should make theatre history for 1954. It will strike audiences with special impact because it is based on undisputed fact."
19,positive,"Marlon Brando has a rewarding assignment in this smashing melodrama, full of the frightening sounds and sights of racket-haunted docks."
20,positive,"On the Waterfront is not a mere expose of conditions that recently prevailed in some waterfront sections; it goes further than that. It has taken the findings of investigators and presents them here in perspective, ranged alongside of human values."
21,positive,The film has a ring of authenticity. It is as close to the unvarnished truth as has been seen on the screen in many a day and a shining example of intelligent use of a medium too seldom utilized to its greatest extent.
22,positive,"If reservations still linger in any one's mind concerning Brando's ability as an actor, On the Water front should dispel them completely."
23,positive,"This is a motion picture with a great deal to say, and a great deal will be said about it."
24,positive,The story is as fresh and terrifying as today's newspapers.
25,positive,It will surprise me very much indeed if a finer performance than Brando's is seen on the screen this year; the character grows achingly under your eyes.
26,positive,"There is such a combination of toughness and tenderness, such a compellingly valid performance by Marlon Brando that On the Waterfront becomes one of the year's very finest movies."
27,positive,"Miss Saint, a first timer in films, turns in a powerful, if subdued, performance as Terry Malloy's inspiring girl; Rod Steiger is impressive as the hero's craven brother... and the others are the kind of actors Director Kazan insists upon."
28,positive,"Kazan's nervous direction... draws all characters with throbbing lifelikeness, and views them in a wintry environment that spreads its own dread into their drama."
29,positive,"No other country could have made On the Waterfront, this latest achievement by the actor-director team of Marlon Brando and Elia Kazan. You could almost call it an epitome of America. It is brash, high-powered and technically faultless."
30,positive,"This is a fine film -- to be seen almost as much for its difficult, not-quite-realised symbolic aspirations as for its expert, self-assured realism."
31,positive,"Brando and [Eva Marie Saint] fall in love, and it's as realistic and tragic a blossoming of love as the screen has portrayed for many frames."
32,positive,A film that should not be missed by anyone.
33,positive,"A punchy, shattering sort of film, On the Waterfront carries a solid emotional wallop as it points up the brutality that can arise when corrupt men take over a normally legitimate operation."
34,positive,"[On the Waterfront] seethes with vitality and raw realism. It is an exciting, brilliant, electric job replete with remarkable acting. Certainly it is one of the year's top pictures."
35,positive,"On the Waterfront [is] one of the great films of any year... Its scripter, Budd Schulberg, takes the weaknesses of human beings and weaves a story around them."
