id,tomato_score,review_text
1,positive,"The B&W photography by Henri Alekan shimmers, and the eerie imagery (created entirely in camera) creates a texture of visual poetry and cinema magic never been equaled in the years of fairy tale cinema since."
2,positive,"The characters are familiar, and the story is typical, but unless you have seen Cocteau's 1946 version of the story, you really haven't seen the magic and wonder of a fairy tale on the screen"
3,positive,"It's a mesmerizing experience of the highest order, hitting on every emotional beat and nailing every visual trick."
4,positive,One of the most beautiful and brooding films ever made.
5,positive,Cocteau's enduring fable remains just as enchanting and charming as it ever was.
6,positive,Adults and children alike will still easily be swept up in the bizarre and extravagant spectacle of this gothic romantic fantasy.
7,positive,"What's mesmerising about Cocteau's film is the seriousness with which it regards the fairytale material, combined with an eerie, dreamlike production design that's more effective precisely because it's more real."
8,positive,It's the style with which Cocteau brings his fairy tale realm to life that makes this film stand the test of time.
9,positive,"""Beauty and the Beast"" remains a profound exploration of the human and animal worlds, light and darkness, and love and art."
10,positive,"More exquisite than ever thanks to a 4K restoration, Jean Cocteau's dreamy 1946 black-and-white retelling of Beauty And The Beast is a real spellbinder."
11,positive,"Beauty and the Beast is literally full of smoke and mirrors, and this is why it never ages: it doesn't depend on the vagaries of zippy, rapidly outdated technology but, instead, on the allure of shadows, light and tactile things,."
12,positive,Beauty is fragile. Magic is rare. And it's precisely the blessing of the cinema that it affords us such opportunities to indulge in fantasy.
13,positive,It's precisely the questions and challenges of visibility-of what's obvious and to whom and why-that the film so masterfully explores.
14,positive,"If the first act of La Belle et la Bête showcases familial insecurity in all its ferociousness, the second part, which actually involves a monster, is amazingly peaceful, full of surrealist cinema tricks and haunting mise-en-scene."
15,positive,"So enchanting it takes your breath away, Jean Cocteau's 1946 live-action version of the famous fairy tale remains one of the most magical films ever made."
16,positive,"La belle et la bête is full of wonder and mystery. It's cinema's ultimate love story, dressed up as a monster."
17,positive,"Children, as well as adults, may find the atmosphere dangerously addictive."
18,positive,"When bodies appear through walls or fly up into the air, it is almost as if Cocteau's camera has miraculously recorded a dream."
19,positive,"By using the tangible magic of hands through walls, moving statues, steamy paws and the rest, Cocteau makes rapt believers of us all - adults and children alike."
20,positive,"With interiors that owe much to the paintings of Doré and Vermeer, this visual feast is enhanced by the magical realism of Henri Alekan's photography, Christian Bérard's exquisite costumes and Georges Auric's audacious score."
21,positive,"The timeless fairy tale about a young woman who agrees to dwell with a mysterious monster, as interpreted in 1946 by one of cinema's most brilliant visual stylists and mythmakers."
22,positive,"Brilliant fairytale fantasy, well ahead of its time."
23,positive,"A sublime, sumptuous film directed by Jean Cocteau with the help of Rene Clement."
24,positive,This film is such a visual delight that I gave up worrying about ideological considerations and just embraced its beautiful and influential dreamlike imagery.
25,negative,Unduly slow pace and repetitious use of trick sets hurts chances of this film.
26,positive,"It's true that a bit of the film's impact has been diluted by its significant influence both within its genre and without; but the original is still a special thing, a beautiful hallucination."
27,positive,Lovely.
28,positive,"Cocteau didn't just interpret a fairy tale with this black-and-white wonder, but re-created a fairy-tale world."
29,positive,Has lost none of its power to amaze and enthrall. And this magical adaptation of the much-filmed Jean-Marie Leprince de Beaumont tale clearly inspired much of the imagery for the Disney version.
30,positive,It sets the benchmark in elegance for such fantasy films.
31,positive,"By conjuring up ... fairy-tale trappings, then aiming it all at adults, Beauty and the Beast reminds us that motion pictures can tap into our childlike fears and pleasures without becoming childish in the process."
32,positive,Cocteau's fairytale set standards in fantasy which few other film-makers have reached.
33,positive,
34,positive,
35,positive,
36,positive,"Littering his film with wonderfully evocative shots of steam rising off of the simmering Beast, Jean Cocteau accentuates his seething animal intensity."
37,positive,
38,positive,A rich and vivid telling of the classic story under the elegant direction of Jean Cocteau.
39,positive,"Studied or not for philosophy, this is a sensuously fascinating film, a fanciful poem in movement given full articulation on the screen."
40,positive,"The film is invaluable as a piece of history, but it hasn't stood the test of time."
41,positive,Beauty and the Beast is still one of the best French films ever made.
42,positive,"This version of the familiar fairy tale has long been revered for its dreamlike state, which continues to mesmerize even in this age of $100 million computer-generated effects."
43,positive,"As Cocteau properly retains in his diary of the film's making, Beauty and the Beast has the structure of a poem, its inherent ambiguity, moral narrative, and visual emphasis."
44,positive,"Amazing, enchanting, a masterpiece"
45,positive,"Cocteau's poetic aesthetic...the matter-of-fact extravagance...an otherworldly ambience...[combine to] strike an uncomplicated chord within us, directly connected to the wondrous nightmares of childhood."
46,positive,"Josette Day and Marais are perfect in their roles, making this one of Cocteau's best films."
47,positive,Cocteau filters the story through the strangeness of dreams... you can't quite get a firm handle on anything.
48,negative,"The restoration of this 1946 film is a beauty, but I'm just not sure this beast of a movie is worth the trouble."
49,positive,"A daring artist, working in a difficult time of shortages and old equipment, convened 'a little village of workmen' and packaged a dream for the ages."
50,positive,The first known cinematic telling of the classic story... [still] seems years ahead of its time.
