id,tomato_score,review_text
1,positive,A New Hope was first but there wouldn’t be a Star Wars as it stands today without The Empire Strikes Back.
2,positive,"An audio-visual super-duper-spectacle, worth every penny of the $22 million it took to make. The continuation of the Star Wars saga is a cornucopia of treats that move along so briskly you're afraid you'll miss something if you blink."
3,positive,"A Wagnerian pop movie -- grandiose, thrilling, imperiously generous in scale, and also a bit ponderous... The throwaway wit and the recondite references to old movies have been replaced with solemn reverence."
4,positive,"The Empire Strikes Back will deserve whatever it earns. Despite the inevitable loss of exhilaration moviegoers will experience from a second installment, it is an extraordinarily broad audience entertainment."
5,positive,"After 10 minutes into The Empire Strikes Back, I realized that I was getting more than I bargained for. This film was not a sequel at all, but a freshly conceived movie marvel."
6,negative,"Surely far less entertaining than the first at almost every level... It is as if the huge popular success of that brainchild of George Lucas, now cloudily olympian as executive producer, had brought with it delusions of significance."
7,positive,"Uncharacteristically for a Star Wars saga, [Luke and Vader's confrontation] is chilling psychologically as well as physically. For the rest, though, The Empire Strikes Back is good-natured hokum."
8,positive,"Compared to the recent competition, ""Empire"" is in a class by itself as space opera entertainment for kids of all ages. It's a handsome, slick, humorous, imaginative adventure epic."
9,negative,"""The Empire"" really doesn't end, but instead suspends itself in time... While this may be commercially shrewd from the standpoint of future chapters, it is personally frustrating to be left dangling. In fact, it also seems like a cheap trick."
10,positive,"The key question about The Empire Strikes Back has been whether it is ""as good as Star Wars."" The answer: Technically, yes. Artistically, not quite."
11,positive,"The sequel is more calculated. The spontaneous energy of the original, which grew out of the arcane riskiness of the project, is missing. ""Empire"" is the work of people who know they're going to make money."
12,positive,"It seems to end only because its creator, George Lucas, has run out of film stock. But it has the compensating virtues of more complex relationships between its characters and even more dazzling special effects than the original."
13,positive,"""Empire"" quickly suggests that Lucas has a vision that will make him the storyteller of the decade, an absolute and astounding inventor of circumstances and surroundings."
14,positive,"It merely fades into a three-year intermission, to be continued in a movie tentatively entitled Revenge of the Jedi. But ""Empire"" is good enough. We already look forward to the next."
15,positive,"This is pure adventure, and you only need allow the force to run with you (through you) and you'll find yourself swept up in the story in a way that is positively pre-adolescent."
16,positive,"Let's have no more TIME talk of Lucas/Homer and Lucas/Bunyan. ""Empire"" is simply a minor entertainment, but I admire the moxie of betting $20 million on one-ninth of a matinee serial to be continued into the next century."
17,positive,"Like so many sequels, the novelty has to some extent worn off, but it must be said that this film is identical in quality of production and general appeal to Star Wars."
18,negative,"As the thing wore on... crescendo upon crescendo, my attention began to lag. And after two or so hours, I found myself wishing that Luke, Han, Leia, Chewbacca and even C-3PO and R2-D2 would take their troubles to another universe."
19,positive,"Star Wars has grown up. Although it is full of the technical wizardry that transported millions of people into a world they had no wish to leave, The Empire Strikes Back is stripped of the comic-book aspects... and fashioned into an epic fairy tale."
20,positive,"While it lacks the shading of the Star Wars, it takes the kind of risks -- some of which seem pretty drastic -- that the first film avoided. Now, this I find exciting."
21,positive,"It is awesome, wondrous, and very nearly perfect. The movies finally have mastered a challenge almost as old as the Force itself -- conveying the thrill and excitement, danger and terror of interplanetary battle."
22,positive,"When Orson Welles said a movie studio is the best toy a boy ever had, he could have been thinking of George Lucas."
23,positive,"The appeal of visiting Oz is that it is a magical place over the rainbow. The appeal of Star Wars and, now, The Empire Strikes Back, is that it also takes us to a magical place -- the childhood of our mind."
24,positive,"The Empire Strikes Back is better in ways and worse in ways than its predecessor, Star Wars. On balance the two science-fantasy films come out even, and considering that most sequels are cheap rip-offs, ""Empire"" is a fine film."
25,positive,"This is no low-budget sequel ground out in a hurry, nor is it a simplistic clone like Rocky II. Instead, a great deal of thought has gone into the continuing development of the characters as they face new challenges."
26,positive,"The special effects in The Empire Strikes Back deserve a whole column to themselves. Lucas and his associates have mastered these arcane skills. Best of all, they make them look easy."
27,positive,"""The Empire"" is a fine shade behind Star Wars. But this is compensated by the exhilarating realisation that with ""The Empire,"" Lucas shows he has begun the creation of a space age myth which may be just as entrancing as The Knights of the Round Table."
28,positive,"It would be hard to top the exhilarating surprise of the original... On the other hand, three years have brought advances in special effects wizardry -- and the glories of the ""Empire"" visuals, executed in stunning detail, are awesome."
29,positive,"There are two welcome additions to the cast, Billy Dee Williams as a spatial adventurer, and a completely captivating Yoda, who leads Luke to the ultimate truth of the Jedi."
