id,tomato_score,review_text
1,positive,The gathering tear in Lecter's eye after Clarice's confession is the brilliant pinpoint of light that ultimately redeems the blackness of this dark fairy tale.
2,positive,Gruesome but riveting.
3,positive,"One of the all-time great thrillers. Demme directs this for maximum suspense, yet the film also works as a multilayered feminist tale, with Foster's resourceful agent emerging as a beautifully conceived character."
4,positive,"A brilliant, unnerving work, ""Lambs"" proves that pop filmmaking can make both the heart and mind race."
5,positive,"This film is probably the best example of the crossover between the Drama/Thriller genre and the Horror genre. The scenes with Buffalo Bill are viscerally horrific, but the psychological horror of Lecter’s interrogations of Clarice are just as disturbing."
6,positive,Even nicer is the spruced-up visual presentation of one of the best films of the 20th century.
7,positive,"Demme is not interested in blood and guts for the sake of shocking the viewer, but rather the character’s emotional and psychological reaction to the violence. [...] It is this emotional investment that makes Demme’s film so frightening."
8,positive,"Its impact on movies is still being felt today, and it includes arguably the best performances of both Foster and Hopkins' careers."
9,positive,The crux of this excellent thriller is the battle of intellect and wills between them [Clarice Starling and Dr Hannibal Lecter].
10,positive,"Suspenseful and shrewd, Hopkins’ Lecter is one of the most fascinating villains in film (despite less than 20 min of screen time). In spite of his contemptible reproach and steely demeanor, there’s just something about Lecter that makes us root for him."
11,positive,"Most books, plays or films never give us even this much. Yet The Silence of the Lambs gives us so much that it's a shame the film doesn't find ways to deepen its concentration on the colossal aberrance of the minds of its complementary terrors."
12,positive,The transformation between the two protagonists is truly outstanding. [Full review in Spanish]
13,positive,The film flows from beginning to end without a single detour on its fatalist course.  [Full review in Spanish]
14,negative,A failure that is a function of its success.
15,positive,"An exceptional thriller; a film that puts us in the shoes —and in the eyes— of its protagonist as very few other productions have managed to do, introducing us to a world of killers and cannibals and the FBI agents who chase them. Full review in Spanish."
16,positive,Most viewers will be rooting for Foster's Starling all the way up to the expertly directed denouement -- a darkly whimsical ending that would have been utterly unacceptable in the old days of the Production Code.
17,positive,"It is a freak occurrence of the right director, the right script, and the right cast making something that transcends genre and reshapes popular culture."
18,positive,"Throughout the movie, Demme gets across more terror than a dozen Friday the 13ths by showing not the horrifying thing itself but the faces of people looking at horror."
19,positive,"Grand Guignol is too mild an expression for a work in which every scene is an exercise in repulsion. But I couldn't wait for what happened next and would have to admit that this is an excellent, if morally reprehensible, film."
20,positive,The Silence of the Lambs is one of the most intoxicating and absorbing thrillers ever made.
