id,tomato_score,review_text
1,positive,"It still qualifies as one of Kubrick's most underrated pictures, and it's second only to Apocalypse Now as the best Vietnam War movie ever made."
2,positive,"As Private Leonard “Gomer Pyle” Lawrence, D’Onofrio encapsulates the impact that military brainwashing can have on soldiers and their mental health in a way that is better than expected"
3,negative,"What happened to the Kubrick who used to slip in sly, subtle jokes and little editing tricks? This may be his worst movie."
4,positive,"Full Metal Jacket is violent, caustic, ironic, and cold, an amoral object formed from a camera gliding majestically across slow-motion carnage while refusing to blink an eye or shed a tear."
5,negative,"Kubrick is trying to make a movie about madness and chaos, but he won't give in to the chaos."
6,positive,The most horrifying moments of Full Metal Jacket are those in which the young Americans gladly assist in their own damnation.
7,positive,"A hard-hitting movie laced with moments of dark humour and brimming with social commentary, Full Metal Jacket is viewed as one of the all-time great war movie."
8,positive,Kubrick had a way of making the audience become invested in the characters of his films and created some truly memorable ones.
9,positive,It was a gross injustice that Ermey was not nominated for his tremendous performance.
10,positive,"A nicely contrasting soundtrack, intense action sequences, mesmerizing sets, excellent photography, and believable characters contribute to this poignant thriller."
11,positive,Full Metal Jacket is a master study in indoctrination and fundamental identity shifts. Every moment of the film builds and builds on Kubrick's ideas...
12,negative,"We look to the director for some judgment, or even an indication of his opinion, as to whether his carnage artists are born or made; but we don't get it."
13,negative,"An electrifying opening segment that could stand alone as one of Kubrick's great films, except it's only about 45 minutes long."
14,negative,Full Metal Jacket seems further proof that Kubrick is still trapped in self-pleasing cinematic exercise.
15,positive,"Full Metal Jacket, produced, directed and co-written by Stanley Kubrick, is not an easy film to watch, but from the first frame to the last, it is a riveting one."
16,positive,"One of the classics of war cinema, it's not nearly as good as its legend suggests. But it's pretty good."
17,positive,"[Kubrick's] genius, and perhaps burden, is to see the insanity in us all and to make it seem so terrifyingly normal."
18,positive,...a justifiably iconic war film.
19,positive,"One of Kubrick's foremost triumphs, a genuinely challenging and uncomfortable war film"
20,negative,"No amount of stylistic analysis, however, is likely to explain why a man would devote more than three years of his life to making a war movie in which violent death isn't meant to move us. Does Kubrick really think we're not callous enough about war?"
21,positive,While its message is simple -- innocent young Americans are taught to be machine-like killers -- its technique is extraordinary.
22,negative,"If a film doesn't give us people, it has to offer a substitute -- an idea, a style, a vision. Full Metal Jacket comes up blank."
23,positive,"If his considerable achievement in this long- awaited film falls short of his Olympian standards, there is a reason that ought to give Kubrick some satisfaction. The world has caught up with Kubrick and what he has to say."
24,positive,"Relentlessly harsh in its images and language, Full Metal Jacket is nonetheless the most artful film yet made about the Vietnam War."
25,positive,"It may seem too spare, too clinical, its moments of war even too familiar for some. But, aiming for minds as well as hearts, Kubrick hits his target squarely."
26,positive,"Full Metal Jacket is a great motion picture. Be warned, however, that it is harsh and explicit."
27,positive,"What gives this story its power is not really its originality, but the relentlessness of Kubrick's black-comic vision and the tightness of his focus."
28,positive,"There is a real fear at the heart of this monstrously armored, desperately defensive film."
29,positive,"It's a great piece of filmmaking, diminished only by a second act that fails to live up to the first act of the Marines in training."
30,positive,Kubrick again turns his unsparing eye to the dread of existence...of a godless universe...of moral frailty and civilization gone wrong...[Blu-ray]
31,positive,"Extremely graphic, violent Vietnam War film."
32,positive,It still stands as a timeless meditation on war and its effects.
33,positive,Less about the Vietnam War than about how the Marine Corps turns its recruits into killers.
34,positive,"Visually poetic, darkly humorous, uncompromisingly brutal, and subversive in every way, Full Metal Jacket is easily one of the best war movies without being remotely similar to your standard issue war flick."
35,positive,"Full Metal Jacket is not a realistic film -- it is horror-comic superrealism, from a God's-eye view -- but it should fully engage the ordinary movie grunt."
36,positive,Kubrick seems to be directing his vision beyond the reality of the Vietnam War to issues far more universal and timeless.
37,positive,"Somehow after the decadence of Barry Lyndon and a philosophical look at horror in The Shining, Stanley Kubrick settled into a film of unrestrained vitriol and aggression."
38,positive,A hardy Kubrikian effort that warms on you with repeated viewings.
39,positive,"As taut and disciplined as its characters, Full Metal Jacket ranks with Dr Strangelove as one of Kubrick's very best."
40,positive,"This is the most tightly crafted Kubrick film since Dr. Strangelove, as well as the most horrific; the first section alone accomplishes most of what The Shining failed to do."
41,positive,"An intense, schematic, superbly made Vietnam War drama."
42,positive,That first half is jaw-droppingly good.
43,positive,"It may not be the best film Kubrick ever made, but it's still Kubrick, meaning it's better than almost anything else in cinema."
44,positive,The best American cinematic critique of the Vietnam war
45,negative,"Kubrick's direction is as steely cold and manipulative as the rgime it depicts, and we never really get to know, let alone care about, the hapless recruits on view."
46,positive,"...uses a full range of cinematic language to comment on an institution that ""eats its own guts"" as it destroys foreign cultures."
47,positive,
48,positive,"Though shot in the U.K. and thus lacking authentic look and feel, Kubrick's contribution to the Vietnam War films is a powerful chronicle of the military as a bureaucracy that turns young innocent men into machine-like killers."
49,positive,
50,positive,"Kubrick's bleak anti-war satire is surprisingly conventional in form, but rolls like thunder in stretches."
