id,tomato_score,review_text
1,positive,Kurosawa managed to fashion a movie that embodies that most overriding of cinematic oxymorons: an intimate epic.
2,positive,"…Ran means turmoil, and feudal dispute is at the heart of this stunning-looking film…Kurosawa’s swan song is a triumphant final curtain on one of cinema’s key figures for spectacle and story alike…"
3,positive,A level of spectacularity that continues to surprise to this day. [Full review in Spanish]
4,positive,"Rereleased by StudioCanal to celebrate Shakespeare’s 400th anniversary, his breathtaking adaptation of King Lear proves, so far at least, to be as immune to the effects of time as the original"
5,positive,"“Ran” stands as a cross-cultural testament to timeless storytelling, where Kurosawa's indomitable spirit shapes a profound meditation on power, chaos, and the enduring resonance of Shakespearean influence."
6,positive,"Kurosawa is not merely true to Shakespeare’s story, he brings scenes alive with a cultural twist and a visual mastery..."
7,positive,"Ran makes miraculous use of color, and has a feel to it that only Kurosawa could accomplish."
8,negative,"Over-long, dull in the middle, and unnecessarily tragic..."
9,positive,Just in time for its 30th anniversary - and the 400th anniversary of Shakespeare's death - comes a beautiful 4K restoration...
10,positive,An arresting amalgamation of unforgettable imagery.
11,positive,One can hardly watch Ran without feeling a sense of prophecy fulfilled. The tragic results displayed in this film suggest we all need to discern more deeply exactly who we can trust to lead us.
12,positive,Ran takes film spectacle to new heights. Kurosawa continues not only to extend his own powers but to exploit new technical advances.
13,positive,There is not a wasted second. [Here] is proof of what we seldom doubted: Kurosawa is a director who becomes godlike rather than gaga in old age.
14,positive,"The great Japanese director Akira Kurosawa, who has made a career of creating movie masterpieces, has at the age of 75 given the world a monumental work."
15,positive,"This film is the visual epic of the year, and one of the few really great movies of the 80s."
16,positive,"Kurosawa's greatness lies in his capacity to reveal historical similarity and variance; to find a Shakespearean sense of doom in the other, remote, and apparently alien historical place."
17,positive,"Ran isn't the first film many think of when they consider Kurosawa's extensive filmography, but I would posit that it is among his best."
18,positive,"Kurosawa may not be Shakespeare, but with images like these, he gets at something about the horror -- and hopelessness -- of being a man that is peculiarly his own."
19,positive,One can never be short of things to look at while Kurasawa's Ran is in the world.
20,positive,Ran is high classical tragedy several times over.
21,positive,It's the intimacy of even the most gargantuan conflict that hits home in Kurosawa's masterful hands.
22,positive,Akira Kurosawa's Ran is virtually in a class of its own.
23,positive,An irresistible attraction that should be viewed on the biggest screen you can find.
24,positive,A magisterial achievement.
25,positive,"Prepare your eyes to be gouged (this is a King Lear adaptation, after all)."
26,positive,Perfectly paced and beautifully directed with some simply superb acting.
27,positive,"If anything, Ran is even darker and more pessimistic than the original."
28,positive,Its true power is found in the small moments.
29,positive,"This is one of the year's major cinematic events. It's well worth leaving the house for, should that opportunity arise."
30,positive,"Ran remains gripping because it depicts not only the long-ago past, but also our hellish present."
31,positive,"Ran is one of the cinema's greatest works, a film of true tragic vision."
32,positive,One of the supreme cinematic achievements of the last quarter-century.
33,positive,"The result is the year's best foreign film, an action epic to dwarf anything from Lucas or Spielberg."
34,negative,Less a director's return to form than an essay in solipsism and self-pity run amok.
35,positive,A film for the ages.
36,positive,"Ultimately it is this mixture of the grand gesture and the fine touch, the big world and the small people who occupy it, that lingers with us long after Ran is over."
37,positive,"By the time Kurosawa's camera comes to rest on the film's final, poignant image, a painting of the Buddha that one character had promised another would protect him from harm, the movie seemingly has accomplished the impossible: one-upping Shakespeare."
38,positive,"There's probably more carnage in Ran than there is in Rambo and The Terminator combined, but the new film substitutes intelligence and emotion for mindlessness and emotionalism. You leave the theater awestruck, not dumbstruck."
39,positive,"What could be more exciting than the prospect of one of the giants of world cinema, his career resuscitated, adapting Shakespeare's most modern play?"
40,positive,"What's remarkable about Ran is that the drama enhances the spectacle the same way the spectacle bolsters the drama. Few other directors had Kurosawa's ability to convey the intimate as well as the epic, to handle stillness as well as violence."
41,positive,Those who were suspicious of the filmmaker's unambiguous plotting and Westernized approach had to admit to its daunting grandeur.
42,positive,"Visually exciting, includes outstanding acting by a fine cast, and tells a compelling tale about ambition, betrayal and revenge."
43,positive,A stunningly beautiful epic.
44,positive,It is a film that already belongs to the ages.
45,positive,"A landmark of world cinema, this is a rousing, staggering epic and a haunting drama of timeless significance."
46,positive,"For aficionados of the war movie, the western, and the period action epic, Ran is necessary viewing."
47,positive,"At age 75, the director has made his most costly epic to date, and it's a dazzlingly successful addition to his distinguished career."
48,positive,"Akira Kurosawa's 1985 film is slightly marred by some too obvious straining toward masterpiece status, yet it's a stunning achievement in epic cinema."
49,positive,
50,positive,
