id,tomato_score,review_text
1,positive,"One of the greatest Italian films, Cinema Paradiso is a special, timeless classic that will make you smile and weep in equal measure."
2,positive,This is both an unashamedly sentimental rite-of-passage picture and a charming reminder of the lost magic of cinema-going.
3,positive,"The story is drawn from the director Giuseppe Tornatore's childhood memories, presented here as a series of loosely-linked episodes commemorating the importance of movies -- of art -- in the lives of people forced to manage on very little."
4,positive,"The theatrical cut left a major sub-plot thread dangling, which didn’t seem to bother many other viewers or critics. After seeing the original cut on Blu-ray, I can say without trepidation or hesitation that it is absolutely the best version of the film."
5,positive,"Never has the love for cinema been so clearly expressed, without tricks or artificiality, within a film.  [Full review in Spanish]"
6,positive,...by all accounts this is one case in which Miramax's meddling appears to have actually improved a film...
7,positive,"The theatrical version is a movie of extraordinary passion. In the Director's Cut, it's still an excellent film, just not a transcendent one."
8,positive,"A celebration of cinema's communal experience, this lovingly crafted ode to the joys projected upon the silver screen is a touching celebration of moviegoing."
9,positive,"Although charming, its substance isn't overwhelmingly deep, serving more as a lighthearted, idealized, nostalgic coming-of-age tale than a stirring emotional investment."
10,positive,"Ask me what it is about movies I love so much, and I'll tell you to see Cinema Paradiso for your answer."
11,negative,"It's another clean, colorful community with an unreal sense of vitality, everyone playing a comfortable role in the neat storyline."
12,positive,Cinema Paradiso itself possesses enough command and self-conviction to demonstrate that movies can still manage to manifest an alternative universe.
13,positive,A treat.
14,positive,"Giuseppe Tornatore's film is a charming and gently humorous work of semi-autobiography, composed with an attentive painter's eye and a cinematic cross- referencing of images and motifs."
15,positive,"Giuseppe Tornatore, writer and director of Cinema Paradiso, knows that the way to make shameless wallowing palatable is to make no great claims for what you are resurrecting."
16,positive,"This is one of the finest films about innocence ever made, a perfect picture of a time when the cinema was the only source of laughter and joy."
17,positive,A cinema-lover's delight.
18,positive,"That balance of the ideal and the tragic weaves all throughout Cinema Paradiso, which is epic in terms of the time frame it covers, but feels consistently intimate"
19,positive,Recent changes to cinema which have seen the projectionist's art sidelined in the digital age add a further layer of poignancy to the magical memories.
20,positive,"It looks lovely and is full of classic, memorable moments, including a tear-jerking finale."
21,positive,One of the most delightful and affecting of all movie endings.
22,positive,"Cinema Paradiso is much loved, though I have occasionally been the man in the Bateman cartoon: the reviewer who confessed to finding Cinema Paradiso a bit sugary and the kid really annoying."
23,positive,"Tornatore may have hit a sticky wicket with his subsequent work, but he knew what he was doing here: warning us about the irrational lure of the filmed past, which is to say cinema itself, then ushering us grandly to our seats."
24,positive,"Its confidence is staggering. And its commitment to a classic narrative that is also essentially a parable story, markedly unusual. They really don't make them like that any more."
25,negative,"A bald-faced act of unalloyed, weapons grade sentimentalism in which humanity is drained of anything with even a passing resemblance to a soul."
26,positive,"A movie that dispenses bittersweetness, nostalgia and uplift in potent doses."
27,positive,"Utterly irresistible, this may be a cornball celebration of the art and social history of cinema, but it's also a thoughtful memoir of more innocent days, when pleasures rarely came cheaply or instantly."
28,positive,"Returning to cinemas in spiffily remastered form ... the film retains its wide-eyed charm, pitched halfway between unrestrained romanticism and unknowing kitsch."
29,positive,"Charming Italian film about friendship, movies."
30,positive,Cinema Paradiso is for anyone who loves the movies. And Tornatore's final montage of glorious movie images reaffirms the power and magic of cinema.
31,positive,Sublime.
32,positive,A movie lovers' delight
33,positive,"Walking a fine line between genuinely emotional and overly sentimental, it evokes the magic of moviegoing in post-WWII Italy through the intimate bond between a young boy and his mentor-projectionist, splendidly played by Philippe Noiret."
34,negative,"Some very interesting and important differences, but as a work on its own -- too long, tedius. See the original, nicely-edited version first."
35,negative,"If too much charm can kill, this emotionally manipulative nostalgic love letter to cinema directed and written by the 32-year-old Giuseppe Tornatore is a killer."
36,positive,
37,positive,
38,positive,"Tuvieron que pasar 5 aos para que pudiramos apreciar la historia original como la concibiera su creador; no obstante, prcticamente se trata de dos pelculas distintas."
39,positive,
40,positive,
41,positive,"an enchanting, sweeping look at post-WWII life, real and reel. It's set mostly in a small Italian village, but the characters, situations and changes it depicts are universal."
42,positive,"Schmaltzy and soft, but still hard to resist, especially if you can't imagine your life without the movies."
43,positive,Cinema Paradiso is laden with wonderful moments and ideas. It's quite simply one of the most beautifully romantic films ever made.
44,positive,
45,positive,
46,positive,
47,positive,
48,positive,
49,positive,
50,positive,
