id,tomato_score,review_text
1,positive,"Aside from one major miscalculation, this is a triumphant retelling of a book that's been brought to the screens (both big and small) on approximately a dozen occasions, the first arriving 102 years ago."
2,positive,"By investing [Gerwig's] audience in the internal lives of major and minor characters with equal compassion and dexterity, it’s almost impossible to not find some facet of Little Women to fall in love with — if not the whole film outright."
3,positive,Every adaption of Little Women has something that sets it apart from others but few have the sheer emotion and power that we see here with Gerwig’s interpretation. Gerwig uncovers secret layers to the plot that lesser filmmakers would have not noticed
4,positive,"Gerwig’s Little Women has all the hallmarks of becoming a beloved Christmas movie, and one that can be enjoyed by not only for little women, but for little men too."
5,positive,"Gerwig does not condemn nor condone love and marriage; every character has their own viewpoints and opinions, and their respective struggles make this one of the most moving movie experiences of 2019."
6,positive,"Gerwig is more than just one of the best female directors working today; she is one of the best directors working today, period."
7,negative,"Though Little Women's talented cast provides more than one noteworthy, giggle-inducing moment, the movie's stylistic choices get in the way of letting any real emotion get through to the audience."
8,positive,"Greta Gerwig’s interpretation of Louisa May Alcott’s classic novel Little Women is a joyous and sensitive celebration of family, girlhood, and the resilience of women."
9,positive,Gerwig has an incredible ability to create movies that feel lived-in and welcoming. It’s as if the actors and sets existed long before the cameras started rolling and will continue to exist long after they have stopped.
10,positive,"Saoirse Ronan, Florence Pugh, and Timothée Chalamet not only deliver the best performances of the film, but their characters carry the most compelling arcs. It's remarkable the level of detail, complexity, and depth that each character has."
11,positive,"Little Women is a touching, time-hopping, tour de force of storytelling and filmmaking craft, with a playful, feminist twist."
12,positive,"It's good, but falls short of great. [Full review in Spanish]"
13,positive,"Writer/director Greta Gerwig offers a fresh, dazzling and thoroughly contemporary take on the beloved classic by Louise May Alcott."
14,positive,"Greta Gerwig’s adaptation of the classic Louisa May Alcott novel never fails to bring holiday cheer to a snowy day, even though it’s not technically a “Christmas movie.”"
15,positive,A truly great movie filled with an effervescent female spirit that celebrates the joy of family and the unbreakable bond of sisterhood.
16,positive,"Greta Gerwig recreates such a highly engrossing, winsome adaptation of Little Women you can’t help but be taken with it. It’s utterly captivating."
17,positive,A gorgeous and very warm film…. What makes this version impressive is that it brings a different perspective without losing the magic of the novel.
18,negative,"2019's feel good movie. With some of Desplat's magic in the score and impressive acting. But the movie feels too much ""in your face"" and has a weird story structure. In a year of incredible movies, this is pretty forgettable. [Full review in Spanish]"
19,positive,"This is no museum piece. Gerwig’s direction is energetic and confident, and her script is thoroughly modern and fractures the narrative."
20,positive,Little Women will no doubt prove to be an enjoyable and delightful treat for filmgoers during the holiday season.
21,positive,"While Little Women proves thoughtfully constructed, lovingly made, terrifically performed, and a viewing pleasure, Greta Gerwig's film also contains an inspiring message for young women determined to create."
22,positive,"Coming as the 8th adaptation of the classic novel that so many grew up with, it might be hard to imagine that 2019s Little Women would become something special  but it really is."
23,positive,"It's a good one. If you like Little Woman, the you'll love this interpretation."
24,positive,"Even though it's been 25 years since Winona Ryder, Susan Sarandon, and Christian Bale delighted us in the last version of Little Women, this new version? Definitely worth seeing."
25,positive,"All the frilly dresses of Little Women's numerous film versions prevented me from accepted Louisa May Alcott's classic story as a pro-feminist creation, even when Katharine Hepburn played the lead. Writer-director Greta Gerwig changed that."
26,positive,"Too many stitches in the narrative quilt, its often rushed sentiment suffocating the genuine moments of resonant emotion. But it does have a thing or two to say about love."
27,positive,Gerwig's narrative proposal is modern and dynamic and gives her a fertile ground to reflect on the creative act and femininity with a subtlety that greatly enhances his discourse. The cast is superb in every way [Full review in Spanish]
28,positive,"Why make another ""Little Women"" adaptation? Because we all needed Greta Gerwig's magical touch on this delightful tale. Gerwig taps into the same honest vulnerability she succeed in through her Oscar nominated film, ""Lady Bird""."
29,positive,"One of the best films of the year, it's a tonic for recent depressing events."
30,positive,Gerwig's sumptuous film shows a modern audience that feminism and romance can fit together nicely...
31,positive,"To her credit, and to one's pleasant surprise, Gerwig does not attempt to inject contemporary identity politics into her film, at least not overly so."
32,positive,"With the high level of acting and a filmmaker proving her chops once again, these Little Women are well worth your time."
33,positive,"It has all the coziness and warmth one expects from this sort of nostalgic period drama, while also capturing the revolutionary spirit of Alcott's novel."
34,positive,"A rarity, an adaptation of an often told tale that manages a rethink while still holding true to what made the source material so beloved."
35,positive,Rarely does an adaptation so steeped in the national consciousness and embedded in popular culture hit the right notes in the right order for the right audience at the right time.
36,positive,"These are good people doing their best, loving each other even through their mistakes, and that love emanates from the movie."
37,positive,"Gerwig draws out the progressive strands in Alcott's original, emphasising its latent feminism."
38,positive,"A superb, well acted adaptation that solidifies Greta Gerwig as one of our greatest filmmakers, that Saoirse Ronan is one of our great actresses, and that Florence Pugh has a terrific career ahead of her."
39,positive,"[Greta Gerwig] brought a filmmaker's perspective to the story of the March sisters, as she put a meta spin on the proceedings that deviated from the source material ... but seemingly honoured who Louisa May Alcott ... was as a person"
40,positive,"There isn't a single false note in this tale, and that starts with the acting and goes all the way down to the production design, score, and costumes."
41,positive,[Greta Gerwig] indeed offers a fresh spin by infusing her humanistic directorial voice while remaining loyal to the timeless story.
42,positive,Little Women proves that Gerwig's directorial debut Lady Bird was no fluke - firmly confirming that she is a great filmmaker; a force to be reckoned with. It shines a new light on a classic story that retains the themes and drama that made it so.
43,positive,"This was a gamble with a book that is familiar to readers all over the world, and it works. The film is something of a masterpiece, with long, loping scenes shot on location in Massachusetts."
44,positive,There's wonder and dignity and brilliance and tragedy and joy and worth in all of it and for all of us.
45,positive,"The joy of Little Women lies in how it embraces the costumes and milieu of its period setting, while the whole thing is permeated with a feel of modernity."
46,positive,"Little Women is a well-written, old-fashioned movie that will appeal to audiences of all ages."
47,positive,"It is, like its balance between autonomy and collectivism, a look at ethics that are prescribed and personalized, and most places in between."
48,positive,"I came kicking and screaming...but now writer/director Greta Gerwig has gone and forced the issue, creating an artful, impeccably acted, and unexpectedly thrilling film that has stubbornly elbowed its way to the top tier of my favorite films of 2019."
49,positive,"As someone who isn't really a massive period drama fan, I was surprised at how much I adored this and it's inspired me to seek out the novel and give it a read."
50,positive,"By focusing the story on the aspirations of women and their position in society, she rolls an adaptation and dissertation into one. Yet, it is always delightful, never didactic."
