id,tomato_score,review_text
1,positive,If the movie never had any intention of actually portraying Mozart’s life—or his music for that matter—then this begs the question: was it even worth making this about Mozart at all?
2,positive,It may be titled simply Amadeus but this hugely fun 1980s classic didn’t win eight Oscars for being a straight-up biopic. What made it an enduring cultural touchstone is the framing.
3,positive,Amadeus really is mesmeric (as well as deliciously exciting) and watching it again I went into exactly the trance I experienced the first time.
4,positive,"Forman and Schaffer’s film (based on Schaffer’s play) uses the lives of Mozart and his suggested historical rival, Salieri, to create a biting, decades-spanning treatise on the nature of genius and creating art."
5,positive,"Forman’s Amadeus is a breathtaking, divine tragedy. Amadeus is a beautifully exhilarating, outrageous feast for the eyes and ears. The 4K restoration perfectly preserves the gorgeous look and sound of the theatrical cut of a timeless masterpiece."
6,positive,"The Oscar-nominated performances and powerful script make Amadeus a must-watch, bringing Mozart's genius and Salieri's rivalry to life in stunning 4K."
7,positive,Amadeus is one of the greatest film portraits of an artist for capturing the essence of their work.
8,positive,"Found an irresistible angle in telling the story of Wolfgang Amadeus Mozart by routing it through the bitter jealousy and hatred of his less-talented rival, Antonio Salieri (40th anniversary)"
9,positive,A grandly entertaining yarn.
10,positive,"Lavish and flamboyant in every manner. F. Murray Abraham’s vile and sinister performance as the envious Salieri, a man with more desire to produce music than God gave him talent to create, is one for the ages."
11,positive,"Decorated with a powdered-sugar sweetness and creamy lavishness unseen since the days of Josef von Sternberg, and performed by an eager to please, rootin'-tootin' American cast that would be comfortable in Oklahoma!, Amadeus is junk food par excellence."
12,positive,"Mozart's subtle, timeless melodies are what sustains Amadeus over its dramatic rough spots, though Shaffer and Forman do manage to end things on a grace note."
13,positive,"The film makes too many claims to verisimilitude to allow for suspension of disbelief... But the excitement of absorption in what remains a riveting dramatic story, in the vitality of the images, are almost enough to override all the objections."
14,positive,The subject of artistic creation is typically handled badly in the movies... [Amadeus] treats the subject of creativity in a fresh way.
15,positive,"This is Mozart as an eighteenth-century Bruce Springsteen, and yet (here is the genius of the movie) there is nothing cheap or unworthy about the approach."
16,positive,"Mr. Forman, who created a highly original film out of the virtually formless stage production of Hair, has preserved the fascinating heart of Mr. Shaffer's play, and made it available to millions who might never enter a legitimate theater. Well done."
17,positive,"Amadeus is a smashing entertainment, a culture maven's orgy, and the best advertisement for classical music we've ever had. Go see it. Go hear it."
18,negative,"Some of this exuberant, large-scale movie is charming and inventive, and some of it is pitifully trashy... The last third of Amadeus is a disaster."
19,positive,"For a full two hours, Amadeus is by and large a splendid film, lavish, exuberant, full of spectacle and vitality. But intoxicated by its own success, it unwisely chooses to go on and on, overstaying its welcome by a good half hour."
20,positive,"Amadeus is not a film to be subjected to quibbling. Its beauty, energy and imaginative authority overwhelm everything except the objections of pedants."
21,negative,"What has happened in the long-awaited, much-acclaimed Miloš Forman film, with its script by Shaffer, is that the popularization has gone so broad and so far afield of its elevated subject as to make that subject seem ridiculous."
22,positive,"Peter Shaffer's Amadeus is scrumptiously beautiful, sizzlingly alive and bristling with social comedy. His screenplay contains the most piercing account of deadly envy since Othello, and is a heartbreaking account of a good man's fall from grace."
23,positive,Amadeus on the Broadway stage was a dazzling feat of dramaturgy. Miloš Forman has fashioned it into a stunning motion picture.
