id,tomato_score,review_text
1,positive,"Lynch doesn't seem to have read very much. He's only seen every movie ever made and in Blue Velvet goes far to elevate the art, if those are the words for it, to a level of purely sensual, personal obsession. It's a movie-lover's movie, but not much more."
2,positive,The performances from Hopper and Rossellini are extraordinary.
3,positive,"Unlike most great movies, this one loses some of its power with each subsequent viewing."
4,positive,"If you were asked to close your eyes and visualize an image from the cinematic work of David Lynch, there’s a strong possibility the mental picture you conjured is found somewhere in Blue Velvet."
5,positive,"Lynch’s first noir is also, inevitably, his first meta-noir."
6,positive,"At the risk of being called a sick son of a bitch, I believe it to be one of the most extraordinarily erotic and mesmerising experiences I have ever had in the cinema. Blue Velvet has the power to unsettle and disturb like nothing else."
7,positive,"Lynch pushes audiences into places not everyone wants to go, and Blue Velvet is not a conventional good time at the movies. But it is one of the most brilliant and provocative films of the year."
8,positive,"It's as if Fellini were suddenly taking on the punk world of '50s memorabilia. It makes no sense, but it sticks in your mind. Lynch may be brilliant, but I bet he's a little bonkers, too."
9,positive,"Its skittish humor is a survival device to head off utter desolation. Blue Velvet is also fiercely moral, and that explains its stunning force. Only a moralist can be shocked, and shock, on such a seismic scale."
10,positive,"Lynch's background is in painting, and that's probably why you get the feeling he's creating an abstract work up there on the screen, not dealing with objects, but moods. He's a mood painter."
11,positive,"One of the strangest, most hypnotic American films in ages. It is, in every compelling frame, a movie directed by David Lynch, possessor of the most offbeat sensibility of any current film maker."
12,negative,"Lynch's picture is a muddy mess, bumbling alternatively between infantile ideas, gee-whiz story telling, extreme depictions of sadomasochistic behavior and clumsy satire."
13,negative,"The problem is that Blue Velvet doesn't even follow its own perverse rules of logic. It's a jumble of styles and scenes, none of which follows from, or builds towards, anything."
14,positive,"If you demand that a good film offers a unique vision, that it has an enthralling story and interesting characters, and that it generates challenging ideas and full-blooded emotions, Blue Velvet has it all."
15,positive,Blue Velvet has just enough story for viewers to convince themselves they're watching a rational movie... Yet it’s the way this story is finally absorbed and dissolved in Lynch’s dreamlike moods that gives the film its haunting undertow.
16,positive,"David Lynch's Blue Velvet is a sustained exercise in disorientation, and if it is not exactly the masterpiece he will make someday (if only to balance the fiasco of Dune), it is certainly startling and full of extraordinary touches."
17,positive,"Like an unsettling dream half-remembered the next morning, Blue Velvet persists, grows, rumbles away in the subconscious."
18,positive,"It utterly redeems Lynch from the debacle of Dune and is that rarest of Hollywood products -- a riveting, complex, layered film with a distinctive and highly vivid directorial signature."
19,positive,"It's a love-it / hate-it proposition, but Blue Velvet is one absolute: proof that there is still intelligence and energy, however perverse, in the American movie. Watch out for Lynch. He's dangerous."
20,negative,There are great lessons to be learned from examining the darker side of human nature. But Lynch isn't teaching; he's exploiting the gruesomely fascinating in the same way that freaks are exploited in sideshows.
21,positive,As perfect and perfectly disturbing a picture as the American cinema has delivered. This masterful film taps unflinchingly into perversion and decadence in order to present wholesome enlightenment with both a challenge and a conduit.
22,positive,"An amazing, bravura piece of film-making from the surreal mind of writer-director David Lynch."
23,negative,"The film does what it set out to well, but that is not something everyone will appreciate."
24,positive,"It is harrowing, repulsive, accursed, probably clinically deranged, absolutely limned with genius. It is quite extraordinary."
25,negative,"Lynch drags us into a netherworld of darkness, perversion and ugliness, snuffing with brutality whatever intellectual interest we might have in his premise. He insists on rubbing our noses in the stench long past when his point is made."
26,positive,"Blue Velvet is bruising, but it's fascinating -- a bizarre thriller, deliriously erotic, perversely funny, appallingly cruel."
27,positive,"At a time when Hollywood is just a glamorous assembly line, churning out the cinematic equivalent of designer jeans, Blue Velvet hits us between the eyes like a well-swung pool cue in a barroom brawl."
28,positive,"Disconcerting, disagreeable and at times disgusting, Blue Velvet is nonetheless a mesmerizing piece of work that challenges one's notions of what cinema can be."
29,positive,"The final brilliant twist of this extraordinary film is to show us, not just strangeness of what surrounds normal life, but the strangeness of normal life itself."
30,positive,"Blue Velvet is extraordinary, an accomplished exercise in voyeurism which peels back the genteel layers of a nice, refined community to the dirty, turbulent, dark soul beneath."
31,positive,"The film is a playful and disturbing mixture of the real, the surreal and the fantastic, realised through a rich texture of sound and wide-screen images."
