id,user_rating,review_text
1,5/5,The ultimate question posed by LOTR is whether we choose to remain cell-phone enslaved Gollums or become Frodo and cast the One Ring of addictions and attachments into the fire.
2,,Here is an epic with literature's depth and opera's splendor -- and one that could be achieved only in movies. What could be more terrific?
3,C+,"If you liked the first two, by all means, go forth and experience rapture. But for those of us who remain unconvinced, well, The Return of the King feels like an especially slow swim through especially slow mud."
4,A,Fantasy adventure epics don't get any more powerful than this.
5,4/4,"End to end, first film to last, Peter Jackson's The Lord of the Rings is a cinematic event par excellence. He set precedent by filming three movies simultaneously, and he wraps it all up with a magnificent bow."
6,3.5/4,"It turns out that the movie is a worthy heir to the throne. The Return of the King is the darkest and richest film in the trilogy, a morally satisfying epic that redeems the adage that size equals gravity."
7,4/5,"The peaks ensure that Return of the King is a rare beast, both as a second sequel that trounces its predecessors and an event movie that rises to its sense of occasion. Giving credit where it's due, it's also vigorous, briskly epic entertainment."
8,3.5/4,"The Lord of the Rings: The Return of the King is everything the hype says: grand in scale, massive in emotional pitch, and towering in technical achievement."
9,4/5,"Even if you aren't [a fan of the books], and find this quasi-Shakespearean quest way too cosmic for comfort, how can you not admire the artful inventiveness of it all?"
10,,"Taken as a whole, Jackson's trilogy is a staggering achievement, and there will no doubt be those who won't mind the multiple endings, because they won't want to let it go, either."
11,4/4,"The wait is over for Lord of the Rings fans, and The Return of the King has made it all worthwhile."
12,A,"Lord of the Rings: The Return of the King upends all trilogy expectations. It is a spectacular movie, the best of the three, offering both a grand, fight-to-the-death climax and an intimate, emotional summing up of the J.R.R. Tolkien fantasy classic."
13,4/5,"The weakest link in the project. The Lord of the Rings is still a majestic accomplishment, a masterful work of imagination on a grand, mythic scale, and it is carried to a satisfying conclusion by virtue of its momentum alone."
14,A,"Like the first two films in this series, it feels complete in itself. But it also serves as a rousing finale to what will stand as a towering film achievement."
15,,The magnitude of what Jackson and everyone else involved in The Lord of the Rings have accomplished can't be overstated. It's the trilogy to rule them all.
16,A+,"As the lights come up at the end of The Return of the King some three hours and 20 minutes after it began, you are going to sit there in stunned silence with but one word on your lips: Wow."
17,A,"Jackson succumbs to several endings. But after sitting spellbound through three hours of adrenaline-pumping action and suspense, the prolonged resolutions feel like a welcome relief."
18,4/4,"It is the best of the bunch. More important, it's the best picture of the year."
19,3.5/4,"Your jaw drops at the massive and wild spectacle in front of you and your brain bursts with admiration for the craft and audacity of it. As for your heart, that's another matter."
20,A,"The Return of the King is the equal of its predecessors in visual marvels, yet surpasses both The Fellowship of the Ring and The Two Towers in pure storytelling."
21,,"The word epic is much overused in cinema, but with The Return of the King, Peter Jackson has created a true epic which is ultimately about the price of triumph."
22,4/4,"In an age of largely anonymous heroes, many wearing either military of civilian uniforms, The Return of the King vividly reminds us of the larger-than-life qualities we used to demand of our more public role models."
23,A-,"Jackson has covered more territory than anyone could have hoped for or imagined, and he has done so in a series of films that have raised the bar for moviemaking."
24,3/4,You need stamina for long droughts of tedium amid the explosions of enchantment. The movie is three and a half hours long. Mostly it moves. And when it's speeding ahead it does so with witty zest and a visual brilliance that sometimes overpowers.
25,4/4,"Director Peter Jackson, after six years of labor, has crowned the trilogy with a work of majesty and delight."
26,,"If anything, Return of the King makes the first two films in the trilogy even better, simply by giving them the proper ending they never used to have."
27,4/5,"Even if part three, The Return of the King, hasn't quite the satisfying thump one would like of a conclusion, Jackson's trilogy has ascended the summit of the Fantasy premiership from which the likes of Star Wars are a speck in the distance."
