id,user_rating,review_text
1,3.5/4,"Like the screwball comedies and film noir staples of yore, The Social Network exhibits an extraordinary gift for gab."
2,5/5,Leave it to David Fincher and Aaron Sorkin to make the development of Facebook and the terrible minds behind it so riveting.
3,5/5,"The Social Network, with this flashback storytelling, becomes a compellingly watchable film that delivers on its massive hype."
4,5/5,"How human beings connect, and how they can become isolated based on a variety of factors, is the key question at the heart of The Social Network. As time changes, and technology continues to evolve, these universal questions will continue to live on."
5,,"David Fincher’s The Social Network explores a side of college life not usually seen in movies, and scrutinizes the ones that usually are."
6,4/5,There's so much story in this and provided a great platform for Jesse Eisenberg. It definitely feels like a lot of liberties with this true story but that doesn't make it less entertaining.
7,5/5,"This is a ""Top Ten"" film for me. The performances, direction, cinematography, score, and of course, the incredible Aaron Sorkin screenplay make this film a classic."
8,5/5,"The Social Network has the potential to be a classic, a masterpiece for our times that captures early 21st century life, while still offering robust, mature entertainment."
9,9/10,"A film by Fincher that, with a brilliant aesthetic, functions as the voice of expression of a generation silenced by the social isolation behind computers. [Full review in Spanish]"
10,,"There are plenty of pop psychology motivations seeded through the film... but they explain the protagonist about as much as Rosebud does in 'Citizen Kane.' This is a story of hubris and ambition, of friendship and jealousy, of class and cultural cache..."
11,4/4,"[David Fincher and writer Aaron Sorkin] elevate what could have been popular fodder into a serious, entertaining, and engaging drama that, through its depth and insight, regards business and social existence in the digital age with a critical eye."
12,,"The Social Network will go down as one of the best movies of the 21st century, and potentially one of the best movies of all time. It’s Sorkin, Fincher, Eisenberg, and Garfield all at the top of their game."
13,A,"The Social Network is another masterful piece of cinema, this time delivered by not one but two magnificent filmmakers. David Fincher and Aaron Sorkin employ their mutual perfectionism and meticulousness to create an extraordinarily engaging narrative."
14,,"Equally absorbing are its themes of friendship and loyalty in a playground of petty politics. A superb Jesse Eisenberg as the insensitive, conflicted genius was a revelatory match for Fincher's technical talent."
15,,The Social Network is an electrifying look into Frankenstein's laboratory.   [Full review in Spanish]
16,10/10,"The craft on display is impeccable like every Fincher production, and there’s an equally brilliant screenplay to support him."
17,,A perfectly poignant and cautionary tale about how the biggest influencers in tech began and continue to operate today.
18,,An emotional and suspenseful story...a moral tale about the sweet smell of success.
19,4/5,"Much, much better than a film about Facebook has any right to be..."
20,,The Social Network posits that perhaps the tastiest cinematic treat is one that renders its audience gleefully captivated until they transcend into a fugue dream state.
21,4.5/5,"Who knew coding and depositions could be exciting? Fincher's direction is surgical, Sorkin's script is a thing of beauty and the young cast is superb. The Social Network is outstanding. [Full review in Spanish]"
22,10/10,"The combination of rapid fire dialogue, driven performances, and impeccable editing give The Social Network an incredible sense of energy."
23,,"A decade later, it plays more like a supervillain origin story. It's There Will Be Blood if Daniel Plainview was a dweeby computer programmer who drank lots of Mountain Dew."
24,7/10,"Decent intrigue, rivalrous backstabbing, and a little courtroom-style contention."
25,,The best of Aaron Sorkin's razor-sharp writing and David Fincher's visual style come together to bring to life the riveting true story...
26,4/4,"It's a gripping adaptation of Ben Mezrich's book, which paints Zuckerberg as both arrogant opportunist and naive underdog."
27,3.5/4.0,"An extraordinarily good film featuring a more disciplined Fincher, a more visual Sorkin, and a cast that works together to bring it all to vibrant and disturbing life."
28,B,Although the film has some very good qualities ... it didn't present the characters as any more than money hungry entrepreneurs ready to back stab anyone that stands in their way.
29,,There are so many interesting nuggets in the film.
30,,The Social Network unfolds with the wildfire energy of any good idea that grows into a great one.
31,3/4,"The Social Network is a very smart film about very smart people, and more importantly, the relationships of those people."
32,5/5,The Social Network isn't only a great film but it's a classic for a new era in filmmaking.
33,4.7/5,he pairing with Sorkin has helped Fincher create his best film to date.
34,,It's exhilarating to see a movie with this much verbal complexity succeed at being so entertaining.
35,3.5/4,"Sorkin's intoxicating, rapid-fire dialogue couple[s} with Fincher's striking imagery to create a wholly immersive viewing experience."
36,A,"Sorkin's dialogue is captivating, full of humanity and humor. Fortunately, the cast is at the same level as the excellent screenplay."
37,A+,"A rare example of what can happen when a director, writer, cast, composer, and subject matter all work together perfectly."
38,A+,Quite possibly (if not definitively) the best mainstream movie of the decade.
39,A-,"The Social Network is about the establishment of one very popular site, but because of the way it is done, the film is as personal as movies get."
40,,"For all intents and purposes of the film, Eisenberg is on the mark."
41,A,David Fincher's internet epic is an incisively written and impressively controlled biopic where captivating legal drama meets new-media ambition. Jesse Eisenberg exudes a scary confidence and insensitivity in this relentless character study.
42,4/5,"A tight and intriguing two hours of cinema, which despite its subject matter, manages to remain entertaining and thought provoking throughout."
43,,"In its cold, almost forensic way, this is as tense and exciting as it is absorbing. It's a miracle, really."
44,,Screenwriter Aaron Sorkin turns the site's formative years into a morality tale for our times.
45,,"In keeping with the spirit of the age, Zuckerberg's fantasy isn't toppling the system; it's being successful within it."
46,,Fincher is at pains to show that everyone involved in the legal talks believed they were in the right. That he does so successfully is what makes the action so riveting.
47,,"Watching The Social Network was so epic it was like watching the Superbowl, except it was a Superbowl in reverse."
48,5/5,"It is director David Fincher's equivalent of Orson Welles' Citizen Kane: the story of a capitalist who is awe-inspiring in some ways, but tragic in others; enviably clever and driven, but also repellently ruthless and treacherous."
49,,"An immaculate realization of clichés, a multi-billion-dollar lawsuit transmuted into a low-stakes male weepie, a bunch of college-movie stereotypes at play in a world of cruelly precise images..."
50,,"Even in a year flooded with excellent dramas, The Social Network is a standout."
