id,user_rating,review_text
1,A-,"Both films combined gift Uma Thurman the role of her career and, for the first film, she received BAFTA and Golden Globe nominations for Best Actress...she was not recognized by the Academy, which is absurd, in retrospect."
2,4.5/5,The results of this initial entry are bloody cinematic joy.
3,4.5/5,"While not the meatiest out of Quentin Tarantino’s movies, Kill Bill Vol.1 shows simplicity can be a merit when supported by highly memorable style."
4,,"A wild, eclectic action movie with visual flair, great performances and personality up the wazoo."
5,4.5/5,A sensationally bloody revenge yarn full of cinematic wizardry and driven by a filmmaker’s insatiable appetite for the movies he grew up with.
6,,"It’s a stained glass window of a movie — you only know so much, but everything you need is draped over and around you in shimmering light (and, for this film, fountains of blood)."
7,,"The violent set-pieces and bloodshed take more of a ""Mr. Orange"" backseat - but equally bloody - ride in The Bride's second outing as Tarantino doubles down on what he does best: emphasising everything that makes his larger than life characters tick."
8,8/10,"For a film that is ultimately just the first piece to a much larger narrative, it does not disappoint."
9,4/5,"Tarantino surpasses expectations with this stylish and exciting love letter to other classic genres, while leaving his own bloody mark on them. [Full review in Spanish]"
10,,A gleefully ultraviolent homage to the B-movie martial arts films of the 1970s. It's pure bloody pulp fiction packed into a tightly wound feature.
11,4/5,"The better of the two Kill Bill films, and perhaps the last film where Tarantino created a tight, tense and disciplined exercise in film narrative."
12,,Here was a filmmaker who could have easily stayed in his comfort zone of smart-alecky banter between dudes but instead chose to pare down his dialogue and flex his visual storytelling muscles.
13,,"Watching Tarantino's films-and none more than Kill Bill-is like being stuck in a room with someone who, like so many of this director's characters, can't stop talking about the really neat parts in the movies he's seen."
14,,... Kill Bill confirms [Quentin Tarantino] as a filmmaker of astonishing invention and aplomb...
15,A-,There's nothing like a good 'ole revenge heist (complete with a hit list) to make this film one of Tarantino's best.
16,,"The tale is pure pulp, a catalogue of seventies martial arts revenge dramas and American B-movie action thrillers, and the style is pure Tarantino..."
17,4/5,delivers on every classic Tarantino brand that you'd come to expect
18,3/5,"Visually striking, but also very violent."
19,A,"A head-spinning dream project of extraordinarily bi-polar, nutso invention, Vol. 1 is a candy store rampage, cheering on Tarantino's fetishes as he built a colorful war machine of ideal double-feature dementia."
20,A-,Quentin Tarantino's long awaited fourth film finds the pop culture carnivore of filmmaking reinvigorating cinema a second time over with a single-plot-trajectory revenge movie that utilizes samurai sword action with a shifting score of infectious guitar d
21,,"With its eclectic use of music and inventive mix of genres, Kill Bill is a striking and enigmatic revenge film visually and culturally rich and relentless in its action."
22,3/4,"Something borrowed, something bloody. [Blu-ray]"
23,3/5,"Tarantino instead relies on delirious, high-octane, imaginative camera work; an anime sequence; and an exhilarating musical soundtrack to punch up a story that loses its intoxicating magnetism well before the final credits roll."
24,,"A strange, fun and densely textured work that gets better as it goes along."
25,,"Even more gory and adolescent than its models, which explains both the fun and the unpleasantness of this globe-trotting romp."
26,,"I didn't leave the cinema aching to see Volume Two (out in February), though I'm interested to learn how things work out."
27,3.5/5,
28,A,"""Kill Bill"" is a temple of worship -- a devout hymn of praise to crap cinema (which isn't always crappy)."
29,3/4,"Kill Bill is pretty stupid, but there are also moments of beauty and brilliance."
30,B,"Unfolding as a book the film is conceived in chapters, each boasting the look and pulse of a specific genre; as expected of Tarantino, there are references to music, literature, fashion, and above all movies and pop culture, both American and foreign."
31,4.5/5,"One of the best films of the year, and, when it's all said and done, probably the decade."
32,3.5/5,Tarantino is back with his most polished and yet slightly empty effort yet.
33,3.5,"A movie that, without Uma, would have ultimately been a stylistic masterpiece, but never the stirring epic that it is shaping up to be."
34,3.5/5,Perhaps the funniest thing about Kill Bill: Volume One is the realization that this ode to ultraviolence and Uma Thurman's feet is probably Quentin Tarantino's most personal film.
35,C+,"Volume One is, above all, a parade of fantastic fight scenes, each one bloodier than the one that came before ... bloody in the Looney-Toons/Monty-Python sense."
36,,Different enough from Tarantino's previous work to finally win over even an inveterate Tarantino-sceptic like me.
37,B,
38,,"There is no ironic overlay in Tarantino's movies, no 'commenting' on the pop schlock he's replicating. He simply wants to remake in his own way the kinds of movies he's always loved, and he's about as uncynical as a movie geek can be."
39,2/5,"Kill Bill isn't human. It's cinema as cinema. Tarantino is like a hyper, too-bright child, worrying you for your attention, jumping from thought to thought in his brain"
40,3/4,Blood spews from bodies like fountains of Chinese fireworks throughout the movie.
41,A-,It may be violent but it also has a joy for life and music and movies.
42,84/100,"Volume 1 is a pure sugar-rush, an adrenaline-packed needle that injects wild fun into almost every conceivable vein."
43,7/10,...a gymnastic ballet of violence and a veritable orgy in blood.
44,,"Tarantino is no dilettante. He smartly sticks to what he knows, steals from the best, and makes his films his own."
45,3.5/5,"As kung fu films go, this is one of the best I've ever seen."
46,9/10,Tarantino returns to the silver screen with the first installment of a bloody two-part tribute to the samurai stories of old... and we're all better for it!
47,2.5/4,"A bloody, bubble-gum epic with as much dramatic weight as a powder puff."
48,3.5/4,'Filmmaking genius or blood-loving freak? Tarantino is a bit of both ...'
49,4/5,"An audacious, inventive and relentless action movie."
50,5/5,Brutally bloody and thrillingly callous from first to last.
