id,user_rating,review_text
1,,The cast is peppered with excellent actors to little effect.
2,3.5/4,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
3,,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
4,,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
5,,The cast is peppered with excellent actors to little effect.
6,3.5/4,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
7,,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
8,,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
9,,The cast is peppered with excellent actors to little effect.
10,3.5/4,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
11,,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
12,,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
13,,The cast is peppered with excellent actors to little effect.
14,3.5/4,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
15,,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
16,,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
17,,The cast is peppered with excellent actors to little effect.
18,3.5/4,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
19,,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
20,,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
21,,The cast is peppered with excellent actors to little effect.
22,3.5/4,"Perhaps surprisingly, this older Dunkirk is less sentimental and more cynical than the Christopher Nolan blockbuster."
23,,"Seconds before the next raid by German divebombers, Britons on a French beach are shown praying for divine deliverance in a scene from this honest and stirring British film."
24,,"While handling a legendary-by now almost a sacred-subject, and with an admiring sense of its heroism, it is not afraid to show those who were involved in it as men first and heroes second."
