id,user_rating,review_text
1,,It continues to provoke and entertain...
2,,... A sprawling riot of bad taste and consumption — and tremendously entertaining if you’re in the right mood.
3,4/4,"Scorsese depicts an intriguing and marvelously loathsome human beast in its natural setting, where the verdict on its judgment lies in the hands of its audience."
4,4/5,"""The Wolf of Wall Street"" doesn't want to be lovable.  It just wants to remind you how excessive wealth can get and catch you being entertained by it.  You can't target excessiveness to hate without being excessive in its depiction."
5,,The Wolf of Wall Street...is an epic visual storytelling masterpiece from Martin Scorsese.
6,2.5/4,"The weakest of the five collaborations between Martin Scorsese and Leonardo DiCaprio. There's little here that expands on corporate raider Gordon Gekko's mantra that ""Greed ... is good."""
7,4/5,"At three hours it's almost as excessive as Balfort's $26,000 dinners. It feels a bit long, but like the spoiled brats it portrays, it will not, and cannot, be ignored."
8,,"Whatever the intentions of the filmmakers, The Wolf of Wall Street ends up wallowing in and pandering to the lifestyle it depicts."
9,6/10,"Conflict and, most surprisingly, consequences, are absent."
10,4.0/4.0,Margot Robbie makes a star-making turn.
11,A,Martin Scorsese has once again proven why he is one of the best filmmakers of his - or any - generation.
12,5/5,"In an all-too-familiar capitalism-gone-rogue world, [Scorsese] offers an uncompromising portrait of Wall Street hedonists' unscrupulous excesses."
13,4.5/5,If this film doesn't shock you about how people abuse the system to get abundantly rich - I don't know what film will.
14,A,"This ranks with Scorsese's recent best, and that fact alone speaks volumes."
15,9/10,It epitomizes the corruption of the American dream in an extravagant way. [Full review in Spanish]
16,,"Film is hella long, but the performances are to die for from DiCaprio, Margot Robbie, Matthew McConaughty. Not to mention that this madness is based on the true story of Jordan Belfort. So outrageous you would swear it wasn't real! It is!"
17,4.5/5,"Martin Scorsese roars back to the screen with The Wolf of Wall Street, a three-hour marathon stuffed with dark humor, gross-out gags, a fistful of Quaaludes and one awesome performance by Leonardo DiCaprio."
18,B-,Trim an hour of the repetitive smut and insert a cohesive thesis for DiCaprio's performance to rely on and maybe this would have earned all the praise it has received.
19,4/5,"Terence Winter, creator and writer of The Sopranos, has written a marvelously comedic script, with howlingly funny bits of dialogue. But perhaps its most magnificent accent is the delightful DiCaprio in perhaps his best union yet with Scorsese."
20,5/5,The Wolf of Wall Street isn't a film: it's a party. But so what? We're all invited.
21,,... fun and funny and brilliant and hilarious and just kills it with THE EXCESS.
22,B-,"When Wolf of Wall Street focuses on Belfort's business and stays in the workplace, it is at its best, taking viewers on an exhilarating ride... But, oddly, the biggest problem with this film about excess and over indulgence is that it feels too excessive."
23,,"DiCaprio lives it up like the king of the world and swaggers into a staggering performance. Deplorable, hysterical, phenomenal. The Wolf of Wall Street spirals with sins and sizzles with exuberance."
24,4/5,Evidence of a filmmaker at the top of his game. The story never lets up: the relentless correlative of narcotic mania from filmmaker to character is sustained throughout.
25,,"Dicaprio and Jonah Hill make an oddly perfect on-screen duo, as their dryly humorous performances throw contrast to the film's real comedic bread and butter, all of the eccentricities flying around them."
26,,Scorsese and DiCaprio should just take a long vacation together and leave the rest of us out of it.
27,9.5/10,"It may cover some ground the director covered in Goodfellas or Casino, but nothing in those pictures can match up to the mania on display here."
28,,An epic raunch comedy-drama wolf in holiday prestige sheep's clothing
29,4/5,"Terence Winter crafts a pithy script, laced with salacious one-liners."
30,4/5,"The result is a superb performance from DiCaprio as the swaggering, shouting bastard, and probably Scorsese's best film in 15 years."
31,,Scorsese's art continues in dazzling form. May it last us a long time. [Full review in Spanish]
32,,Scorsese illuminates the best and the worst of the human race... [Full review in Spanish]
33,4.5/5,"DiCaprio runs away with Jordan, magnetic as he trains his pack to hunt, brutally funny when high on drugs, he crawls to his low-slung Ferrari."
34,,"While Scorsese's latest resembles After Hours in its absurdist tone and progressively exhausting succession of wild occurrences, it's GoodFellas that is clearly Wolf's closest cousin in the director's oeuvre."
35,4/5,"The film has roused censure for glorifying crime, with scant, awkwardly realised minutes paid to Belfort's eventual comeuppance. But surely 71-year-old Scorsese, a one-time wannabe priest whose work is preoccupied with morality, did that deliberately?"
36,,"In a year of breathtaking sexism, here is a big three-hour helping of more of the same."
37,,It is a good movie but it's also polarizing. A viewer is either going to love it or hate it. The reason being not because the film itself is bad - it's an A+ effort on all fronts - but because the story is repulsive.
38,3.5/4,"If one watches this film and thinks Scorsese has crafted it to exculpate rather than expose the behavior of Jordan Belfort ... well, one has rather missed the point."
39,A,"How half-brained masculine and economic mentalities are channeled to a mutual, logical, terrible climax in one of the year's more terrifying final shots is what's truly essential."
40,,"Scorsese is fascinated by procedure, by drawing back the curtain and showing us how things happen, though he keeps the picture nimble and entertaining enough to avoid burying himself in the minutiae."
41,,"DiCaprio makes Belfort a childish charmer, sleazy and arrogant."
42,4/5,"Leonardo DiCaprio is a nuclear bomb as Belfort, the actor basking in the ridiculousness of his surroundings and eclipsing them at every turn."
43,3.5/4,"[Belfort is] in the wrong. That's for sure. But to walk away and not realize we're at least a little complicit, too, would be foolhardy."
44,,"The Wolf of Wall Street may implicitly feign moral indignation, but it also suffers from its own Belfortian tunnel vision."
45,A,It may be the most exuberant film about sin ever made.
46,,A marathon of depravity. The relentless vulgarity feels heroic.
47,A,"DiCaprio's powerhouse performance, and Scorsese's brilliantly energetic direction make this a must watch for film lovers."
48,4/5,"A terrific watch, and bound to be one of the funniest films of the year, but perhaps a tad indulgent and lacking the emotional resonance that could've escalated it to truly unmissable status."
49,4/5,A forgiving nature and lots of stamina is needed for this no-holds-barred hedonistic ride into the Roman orgy-style excesses of the 1990s' financial world
50,7.0/10,"I genuinely fear an entire generation of young would-be financial gurus seeing this film as their Scarface, reveling in the wish-fulfillment excess while dismissing any and all social commentary or moral condemnation."
