id,user_rating,review_text
1,5/5,"“Rashomon” isn’t a whodunit thriller. Instead, it’s an observation of the unreliability of human short-term memory, particularly of the multiple witnesses at a crime scene, who are also possible victims or perpetrators."
2,6/10,"Thoroughly unique, crafting a recognizable template for future films that opt to distort their narratives through the eyes of multiple storytellers and unreliable presentations of facts."
3,5/5,"The fourth story is seemingly the most objective of them all, and it's probably the closest to the truth. But even in that story, there are big holes. Everyone has something to hide."
4,,"What's revealed is a prismatic view of how people portray themselves, and how the truth is more complex than merely one single interpretation."
5,,Sophisticated presentation on truth and justice...
6,5/5,"It’s easy to forget, nonetheless, that the movie offers more rewards than a dazzling superstructure. It’s beautifully shot, vividly performed and is ultimately an arresting pop treatise on the impossibility of objective truth."
7,,Kurosawa pushed through the boundaries of the artform to redefine storytelling itself.
8,4/4,"Rashomon implies that no real world exists at all, only the indifferent universe in which we invest our feelings and perspectives."
9,,"Akira Kurosawa's Rashomon is not only a well-made, well-acted film, it is a fascinating exploration of humanity and storytelling."
10,4/5,Kurosawa's film changed criticism for the better. [Full Review in Spanish]
11,,"A brilliant, puzzling, shocking export from Japan."
12,,"[Kurosawa] has made it an intriguing picture, occasionally an exciting one. He accents a lot of his dramatic effect, it might be noted, with the throbbing of an increasing taut, Ravel-like bolero."
13,2/4,"...overtly devoid of entertaining, engrossing elements and generally comes off as a fairly interminable cinematic experience."
14,5/5,A film that demonstrates that how you tell your story is just as important as what that story entails.
15,5/5,"A top-to-bottom miracle of a film, burly in its philosophy and graceful in its style."
16,,Akira Kurosawa's famous cosmic shrug
17,,"With fast tracking shots, b&w chiaroscuro camerawork and a pessimistic intimation that what exactly was done is not essential, the result hit the bull's-eye with foreign filmgoers and critics."
18,5/5,Masterpiece about absolute truth. Best for teens.
19,4/4,"""Rashomon"" may be a prosecutor's nightmare, but it's a film lover's dream."
20,5/5,"The mixture of bravura camera work, muscular direction and inventive storytelling remains unmissable."
21,5/5,Unmissable.
22,3.5/4,"What Akira Kurosawa and his tiny production team wrought is now an accepted maxim of modern life, a creed by which to live in a world where everyone has a blog and an opinion."
23,A,"The film, a 1950 landmark exploration of the confoundingly elusive nature of truth, received an Academy Award at a time when the prize for foreign-language film did not exist."
24,,Not many movies make such an impact that their names enter into the language. Rashomon is such a movie
25,A-,Akira Kurosawa's four-way account of a man's murder has become so associated with its central device %u2014 not to mention its myriad offshoots %u2014 that it requires an effort to see it only for itself.
26,4/4,Film buffs should love it. But so should anyone who appreciates a good yarn or two (or three or four).
27,89/100,a game-shifter that challenges all we think we know about truth
28,,"This caused a flurry in critical circles for its brilliance of conception, technique, acting and its theme of passion."
29,A,"Innovative, experimental and brilliantly constrcuted, Rashomon is one of world cinema's truly great works, questioning the notions of truth and morality with its multiple perspective, a film that put Kurosawa and Japanese cinema on the international map"
30,5/5,Astonishing.
31,3.5/4,"...reveals Kurosawa's own influence, especially on the filmmakers behind the recent rash of Japanese horror."
32,4/5,"Kurosawa is always worth a look but this is a particular classic that has influenced so much to come, it's almost essential."
33,,"Kurosawa's masterful tale of truth, deception and humanity."
34,,"An impressive piece of work, visually and rhythmically masterful."
35,A+,It does nothing less than demolishing everything its characters -- and some of its audience -- believed in.
36,4/4,I suspect that most people who come to Japanese cinema first enter it through Kurosawa.
37,5/5,A classic head-game of perception versus reality.
38,4/5,
39,5/5,"An ultimate classic that changed how films were told forever. By telling the story from each character's point of view, ""Rashamon"" explored how narrative can be biased, and how one person's story is never the whole tale. I highly recommend this film."
40,5/5,
41,5/5,"Copiado à exaustão por cineastas de todo o mundo, Rashomon é inigualável - não apenas por sua estrutura, mas por sua bela análise sobre a natureza humana."
42,4/5,
43,5/5,
44,5/5,
45,5/5,Much of the power of the picture -- and it unquestionably has hypnotic power -- derives from the brilliance with which the camera of director Akira Kurosawa has been used.
46,,"Rashomon is laudable foremost for its very use of its medium, timelessly engaging, and as singularly influential as any film in history."
47,5/5,
48,5/5,
49,4/4,Rashomon is a great piece of entertainment that engages your brain and your emotions
50,5/5,
