id,user_rating,review_text
1,4/4,"This unflinching drama definitively strips the West of its idealized romanticism and presents it as a savage hellhole in which there are no clear-cut heroes or villains, only morally ambiguous survivalists."
2,,"It’s stunning cinematography by Jack N. Green is breathtaking, with the brilliant use of wide-shots and placing characters in the foreground in order to capture the epic scale and power of the wide-screen."
3,5/5,A better modern western has yet to be made.
4,,... it finally made official what critics and fans had slowly come to realize over the last decade: Clint Eastwood—legendary as both the iconic western drifter with no name and Dirty Harry—was one of America’s best directors.
5,,David Webb Peoples’ screenplay skillfully balances the seasoned perspective on the ramifications of violence with the compelling journey of a young gunslinger determined to make a name for himself.
6,,"It is arguably his [Eastwood] finest achievement, it is certainly his apex as an actor."
7,9/10,"As great as the script and cinematography are (they are both unassailable), the real magic of Unforgiven is in the performances."
8,4/4,"By embracing the uncertainty behind Munny, the Old West, and American myths, Eastwood elevates a simple story by transcending the genre itself, and transforming his film into great art with the dynamic and compassion that has become his signature."
9,10/10,"An astoundingly powerful tale of a strangely anti-Old West, multilayered outlaw, this film is one of the finest revisionist epics ever brought to the big screen."
10,,Unforgiven thus rejects Eastwood's previous filmography and the patriotic speeches of many other filmmakers involved with the western. [Full Review in Spanish]
11,4.5/5,"Arguably the last of the great movie westerns... The real star of the show here is Gene Hackman, playing the psychotic town sheriff who stands in the way of the trio's bounty."
12,,[Eastwood's] best Western -- the most distinguised film he has appeared in and directed -- since The Outlaw Josey Wales.
13,,"Eloquent and expansive, Unforgiven is arguably the best film of Eastwood's career-a movie that could well serve as the last word on the western."
14,,Clint Eastwood's brilliant and harrowing Unforgiven packs all the punch of a good Western without indulging in the plot cliches and moral certitudes so often inherent in the genre.
15,,Apart from giving the Western genre a powerful boost Unforgiven does wonders for Eastwood's own profile.
16,,"With its unflinching depictions of brutalities, Eastwood's new western calls to mind the work of Sam Peckinpah. But Eastwood's cadences are slow, his antiheros rueful, his atmosphere murky and chilling."
17,,The film has a kind of wise knowingness which may well mislead some people into thinking that its main aim is to debunk the western.
18,,Unforgiven gives us something to think about -- and something to answer for -- and Eastwood was just the man to make it.
19,,[Clint] Eastwood reinvents the western. [Full Review in Spanish]
20,3.5/5,"Impressive, laconic, revisionist western."
21,4.5/5,...one of the greatest westerns in the history of cinema. [Full Review in Spanish]
22,4/5,"It's not a movie for kids, but it's a fine movie for any adult who doesn't mind thinking a little after the hot lead has flown."
23,,"No thrill comes cheap in Unforgiven. The West that it shows is Wild all right, but more like a dog than a party. That doesn't mean we can't enjoy being dragged along for the ride; the rougher the better, in fact, as every action zings with ricochets."
24,,That's the truly subversive act at the heart of 'Unforgiven': Clint Eastwood is puncturing a Western mythology he helped create.
25,,"While not a pretty picture... Unforgiven is a magnificently realized work. In addition to Eastwood's fine, rough performance, Hackman and Freeman stand out."
26,,"Unforgiven is a stark western in slow motion, obsessed with reflection, not action."
27,4/4,"Unforgiven brought the revisionist revenge film into the 1990s and, by extension, the 21st century."
28,5/5,"A sombre, insightful, genre-reinventing western, directed by a filmmaker acutely aware of the western's history, its limitations and the dubious truths of its legends."
29,,"""Unforgiven"" is a high-caliber movie, a gripping and haunting work of art that should finally establish Eastwood as one of America's best directors."
30,4/4,"...perhaps the best argument for Clint Eastwood as a savvier, craftier and more complicated filmmaker than the one many consider him to be."
31,,"Realistic and thoughtful, Unforgiven has the pictorial sweep we've come to expect from the genre and the intelligence too long missing from it."
32,4/4,"This isn't just a great Western. It's a great movie, no matter what the genre."
33,,"[Unforgiven] belongs to a tradition that includes such giants of the genre as Mann, Boetticher, Peckinpah and Hawks."
34,,There is unlikely to be a better movie from the States or anywhere else this year.
35,3.5/4,It shouldn't be missed by anyone with a taste for Eastwood's typically slanted morality. It's the actor/director's best movie -- and the best Western by anybody -- in over 20 years.
36,3/4,High Noon it isn't; it's more like the darkest midnight of the American soul.
37,,"Unforgiven ain't nuthin' new, y'unnerstan', but it's a good, old-fashioned western-type pitcher with plenty o' rootin' tootin' action 'n' big ol' horses 'n' 10-gallon hats 'n' sech."
38,,"While Eastwood dedicates the film to Sergio Leone and Don Siegel, his early directors, he doesn't seem to have learned all that much from them."
39,3/4,"Eastwood deliberately upends the conventions of the western, subverting his own image in the process."
40,4/4,"That's always been Eastwood's appeal -- the imperial authority that he projects on the screen. In Unforgiven, he uses that authority to deliver an anti-violence message that is truly powerful, never shrill and preachy."
41,,The Western is back. With a vengeance. Saddle up or get out of the way.
42,,"Unforgiven plays out its drama with enough old-fashioned sobriety to lend the proceedings a classical air... It also incorporates enough latter-day cynicism, though, to comply with contemporary Hollywood fashion."
43,5/5,"This is, quite simply, one of the finest films ever made in the genre."
44,,"This is the finest set of performances ever to grace a Clint Eastwood movie, and this time Eastwood even does a good job directing Eastwood. Every bullet in this movie matters."
45,4/4,"This dark, melancholic film is a reminder-never more necessary than now-of what the American cinema is capable of, in the way of expressing a mature, morally complex and challenging view of the world."
46,5/5,Unforgiven exposes the true price behind the way the West was won.
47,,"Clint Eastwood's westerns are distinctive, and that Unforgiven, as the most fully realized, is the most distinctive of all."
48,A,"It's a somber feature, but one of extraordinary character development, bundled into a compelling story of men facing their sins in a most brutal, pitiless manner."
49,10/10,One of the absolute masterpieces of American cinema in the 1990s.
50,3/4,The film at its heart is the first in a line of revisionist superhero movies.
