id,user_rating,review_text
1,4/4,"Jackson's job is creating a world, a believable vehicle for Tolkien's baroque tales of Middle-Earth... What Jackson's made of, and for, The Two Towers is a bewitching, beguiling and seductive universe."
2,3.5/4,The director has achieved something elemental. By this point his three-part epic has moved off the screen and is projecting itself in our unconscious.
3,2.5/4,"A little of this goes a really long way. The Two Towers may not have bored me to tears, but it certainly made me want to cry uncle."
4,3/4,"Jackson seems to acknowledge the material's stodgy crust of familiarity, and the master visualist cracks it with astonishment. The movie's payoff is grand and marvelous."
5,B,"While flesh-and-blood performers perfectly enunciate solemn warnings about the future of Middle-earth, a marvelous CGI creation called Gollum steals the show. Jar-Jar and Dobby: Eat your hearts out."
6,3/5,"Credit to director Peter Jackson for making the whole film work, from beginning to end, when it could have easily been a jumbled disaster."
7,4.5/5,"For a movie without a beginning or end, The Two Towers is a near-total triumph."
8,B,"It's a filmmaking feat, all right. But huge and accomplished as The Two Towers is, it fails to delight the way the first film did."
9,4/4,The Two Towers may not be the multilayered drama that Fellowship of the Ring was but it's still a masterful piece of filmmaking.
10,3/4,"With its epic sweep and massive scale, ""Two Towers"" is in many respects an awesome achievement. You may not get emotionally involved, but you will be frequently dazzled."
11,5/5,"Somewhere Akira Kurosawa, the late Japanese master who gave us sweeping war epics like Ran, is shedding a tear. He'd be impressed; not just by Jackson's mastery of scale, but because the director never loses track of humanity in his spectacle."
12,3/4,"For lovers of medieval mayhem, this second film of the mythical trilogy with present a surfeit of riches. The art of hand-to-hand combat and the assaults and defenses of castle fortresses have rarely enjoyed such spectacular manifestations on film."
13,B+,Their travails are so magnificently depicted that the film achieves what Part II of any trilogy must do: It leaves us breathlessly awaiting what promises to be a bang-up finale.
14,3.5/5,"This outing gives a richer sense of the characters, particularly Frodo and the monster Gollum."
15,4/5,"Aside from the stunning art direction and technical dazzle, however, what is most remarkable about The Two Towers is Jackson's ability to emotionally engage us on a level the first movie couldn't."
16,B+,"The genius of filming all three parts of this massive narrative at once is now beyond dispute -- The Two Towers joins seamlessly with the first adventure. Could it stand by itself? Of course not, and who would want it to?"
17,2.5/4,"Jackson's touch is not what you'd call light-handed. His ""Two Towers,"" while full of grandeur, lacks charming whimsy of the book. But it is a gigantic and serious effort."
18,3.5/4,"I can't think of a recent movie that so definitively etched itself into your brain and heart and would not let go, but it is not for the easily disturbed or violence-phobic."
