review_id,user_rating,review_text
1,78,"A remarkable film. From its performances on down to director of photography Roger Deakins' sun-baked, dirty-ochre cinematography, the film is all of a piece."
2,50,"For all its ambitions, though, the Coens' odyssey is a scattershot affair with too many tricks and twists for its own good."
3,60,"The art direction is impeccable, but this is a pop-up book that I was impatient to slam."
4,20,"After making their two best features to date, ""Fargo"" and ""The Big Lebowski,"" the Coen brothers have surely come up with their worst."
5,0,Why would filmmakers with this much talent work this hard to thumb their noses at everything they put on screen?
6,80,"Enlivening things to an unprecedented extent, the songs turn O Brother into perhaps the warmest production in the Coens' repertoire."
7,50,"Remains naggingly hollow, a cerebral exercise in whimsy that isn't nearly clever or funny enough to seem like more than grand self-indulgence."
8,80,"All I can say is this particular excursion into screwball madness is often heavenly, and frankly leaves critical explication somewhat unnecessary. Go see it and laugh."
9,100,"It's a wild, whacked-out wonder.  Coenheads rejoice."
10,63,"Of all unlikely possibilities, the team has finally made a movie that, for them, is on the tepid side."
11,90,"From moment to moment, O Brother, Where Art Thou? is a pleasure. But when the Coens are really cooking, when the acting and the conception and the music all come together, it's something more -- Dogpatch rapture."
12,12,"Whenever the music subsides and the characters speak the Coens' lines, the film turns back into mush."
13,75,Joyously unhinged and outrageously inventive.
14,80,"As a Coen brothers fan I hate to say this, but the movie's a collection of great bits and pieces rather than a complete work."
15,80,"The risk pays off for Clooney and the Coens, as O Brother, Where Art Thou? is a nicely off-kilter exploration of American gumption."
16,63,"While it displays its share of quirky charm, off-kilter characters and outlandish situations, this is really the first film where you can feel the Coens straining to keep up with themselves."
17,63,"Not quite as funny as it wants to be. Mostly, it's just silly. But as always, the Coens are entertaining themselves first.and their quirky individuality has served them and their fans well so far."
18,88,Devilishly delightful.
19,80,"This time around, though, the Coens' usual arch deliberateness isn't quite as deliberate, and there's an appealing shagginess to some of the episodes and performances.... This is the Coen brothers' most emotionally felt movie, and that's not meant as faint praise."
20,90,"It's a new new thing, classic myth from both literature and the movies, commingled, set to great folk music, and untrammeled by any sense of predictability, urgency, realism or believability but hypnotic, graceful and seductive."
21,90,"It is, all in all, a rambunctious and inspired ride in which the Coen brothers' voracious fascination with the arcana of American popular culture and their whiz-kid inventiveness reach new heights of whimsy."
22,75,The film is worth seeing for George Clooney's performance. More than ever he seems like a Clark Gable for our time.
23,80,"Toss in enough gorgeous bluegrass music to make the movie's CD a must-have, and you have prime, picaresque entertainment."
24,75,A clever and satisfyingly abundant entertainment.
25,100,A wildly original movie with astonishingly varied moods and influences.
26,80,"A charming, if lightweight, Coen brothers escapade flecked by plenty of visual and performance grace notes."
27,90,"Clooney has become a movie star, and the Coens have given him his very own ""It Happened One Night."" The man, and the movie, are downright bona fide."
28,63,O Brother contains sequences that are wonderful in themselves--lovely short films--but the movie never really shapes itself into a whole.
29,60,"Often clever but fundamentally shallow, this shaggy-dog story is greatly enriched by its extraordinary bluegrass soundtrack, supervised by T Bone Burnett and performed by a phenomenal collection of artists."
30,64,"For all its originality, O Brother doesn't seem to have a point, or enough spark to distract us from the lack thereof."
