review_id,user_rating,review_text
1,88,"Lumet is exploring the clichés, not just using them. And he has a good feel for the big-city crowd that's quickly drawn to the action."
2,100,Pacino simmers in this daring and brilliantly constructed treatise on the many facets of a crime.
3,90,"Dog Day Afternoon is a melodrama, based on fact, about a disastrously illplanned Brooklyn bank robbery, and it's beautifully acted by performers who appear to have grown up on the city's sidewalks in the heat and hopelessness of an endless midsummer."
4,100,"Dog Day Afternoon is a frank social melodrama that’s also a celebration of quotidian bravery. The camera might linger on guns and barely restrained violence, but it also dwells upon the love and the support that’s extended in the weirdest and most unexpected of places."
5,100,"A masterly reconstruction of a Brooklyn bank siege on August 22, 1972, built around arguably Al Pacino's finest screen performance."
6,80,"The film's strength lies in its depiction of surfaces, lacking the visual or intellectual imagination to go beyond its shrewd social and psychological observations and its moments of absurdist humour."
7,100,"The entire cast is excellent, top to bottom. Dog Day Afternoon is, in the whole as well as the parts, film-making at its best."
8,50,"Enjoyable and even exciting at the start, Dog Day Afternoon degenerates into frustration and tedium toward nightfall—an experience no less painful for the audience than for the actors."
9,100,"The film's tone is extraordinarily flexible, holding within the same reality elements of the absurd, the ridiculous and the comic while sustaining a sense of tension and dread throughout. This is, of course, one of the classic Pacino roles - he's so appealing - but don't overlook the late John Cazale as his accomplice, who gives us a character who's stupid and scared, troubled and dangerous, and disturbingly inscrutable."
10,100,Dog Day Afternoon benefits immeasurably from a cast and crew doing some of the finest work of their careers. One of the finest films of the 1970s.
11,80,"One of Sidney Lumet's best jobs of directing and one of Al Pacino's best performances (as a bisexual bank robber) come together in a populist thriller with lots of New York juice. Its details are stronger than its structure—the film loses some of its energy before the end—but it's an astonishing fusion of suspense and character, powered by superior ensemble acting."
12,70,"Al Pacino gives an electric performance, charged with a lunatic energy that expertly captures the weird blend of confidence and self-deprecation (if not hatred) that marks the paranoid syndrome."
13,90,"For all of its social, political and cinematic significance, Dog Day Afternoon is a terrifically entertaining and emotionally devastating film to boot."
14,100,One of the best 'New York' movies ever made.
15,80,"Sidney Lumet's film tries very hard to be an original blend of realism, black farce and probing comment on the McLuhanatic Age that creates instant show biz out of what used to be called life. [29 Sep 1975, p.84]"
