review_id,user_rating,review_text
1,75,"What this movie is about, and where it succeeds best, is the primordial level of fear. The characters, for the most part, and the non-fish elements in the story, are comparatively weak and not believable. [20 June 1975]"
2,40,"Steven Spielberg's mechanical thriller is guaranteed to make you scream on schedule (John Williams's score even has the audience reactions programmed into the melodies), particularly if your tolerance for weak motivation and other minor inconsistencies is high."
3,100,One of the most effective thrillers ever made.
4,100,"It was the complete nightmare that invented the ""summer blockbuster"", launched the genius on a global scale and delivered an astonishingly effective thriller built on a very primal level: fear."
5,100,"Steven Spielberg overcame the lumpy plotting of Peter Benchley's novel to create an efficient, graceful fright machine in Jaws."
6,80,"If you think about Jaws for more than 45 seconds you will recognize it as nonsense, but it's the sort of nonsense that can be a good deal of fun, if you like to have the wits scared out of you at irregular intervals."
7,100,"The first is the best. When it comes to this kind of thriller, no movie has been able to top Jaws, although many have tried. And, as the years go by, it seems increasingly unlikely that anything will come close."
8,80,"From the outrageously frightening opening--in which a beautiful young woman skinny-dipping in the moonlight is devoured by the unseen shark--to the claustrophobic climax aboard Quint's fishing boat, Spielberg has us in his grip and rarely lets go."
9,100,"Robert Shaw [is] absolutely magnificent as a coarse fisherman finally hired to locate the Great White Shark; and Richard Dreyfuss, in another excellent characterization as a likeable young scientist."
10,100,"Importantly, Spielberg instinctively knows exactly when to keep his camera still and allow what's in front of it to take precedence."
11,100,Spielberg balances terror on the water with a rich portrait of an island police chief (Roy Scheider) torn between public-safety concerns and a community that thrives on the tourist dollar.
12,100,Perhaps the most perfectly constructed horror story in our time.
13,100,"It is a stunningly effective thriller, as cleverly engineered by director Steven Spielberg (with considerable assist from film editor, Verna Fields) as the mechanical sharks that everyone knows by now play the great white shark."
14,100,"The terror, panic and small town politics are all brilliantly done but this is also a film about bravery and friendship and the scenes in which the trio bond as they sit out at sea waiting to fight death itself are moving and witty."
15,100,The movie version of Jaws is one of the most exciting and satisfying thrillers ever made.
16,100,This is a suspense classic that leaves teeth-marks.
17,100,"Best of all is Steven Spielberg’s direction: the camera moves like a predatory animal, gliding eerily across the surface of the vast Atlantic, creating sequences of almost unbearable suspense."
18,80,"Jaws is a grisly film, often ugly as sin, which achieves precisely what it set out to accomplish - scare the hell out of you. As such, it's destined to become a classic the way all truly terrifying movies, good or bad, become classics of a kind. [23 June 1975, p.54]"
19,50,"While I have no doubt that Jaws will make a bloody fortune for Universal and producers Richard Zanuck and David Brown, it is a coarse-grained and exploitive work which depends on excess for its impact. Ashore it is a bore, awkwardly staged and lumpily written."
20,90,"What sets Jaws apart from most of the other ceiling busters and makes it a special case, like ""The Godfather,"" is that it is quite a good movie. For one thing, it is mercifully free of the padding—cosmic, comic, cultural—that so often mars ""big"" pictures. In that sense, the movie is very like its subject. If the great white shark that terrorizes the beaches of an island summer colony is one of nature's most efficient killing machines, Jaws is an efficient entertainment machine."
21,100,Jaws is still terrific and has lost none of its bite.
