review_id,user_rating,review_text
1,100,Del Toro’s Valentine to boundary-crossing love pours from the screen in ravishing torrents of feeling and style. And Hawkins is sublime.
2,100,"Describe it and this sounds completely weird and a bit creepy, like some extremely niche fetish porn with a budget. Watch it and it’s magical; fantastic in all senses. It’s the biggest risk of del Toro’s career and it could not have paid off more."
3,94,"It’s Hawkins’s wordless performance that holds the movie together and grounds its wilder fancies in a semblance of emotional reality. By turns gentle and curious, vulnerable and fearless, she provides the film with a heroine whose humanity is profoundly irresistible—no matter what your species."
4,100,"The Shape of Water is a fairy tale of eros, horror and whimsy, a creature feature doubling as a swooning romance, its bloodiness pumped straight from the heart of master fantasist Guillermo del Toro."
5,100,"A wonderfully weird love story that plays like an adult fairy tale, it's a fantastical delight -- and the kind of movie that deserves all the accolades it will most certainly receive this award season."
6,25,"The more I try to find some kind of justifiable meaning and relevance, the more I find The Shape of Water a loopy, lunkheaded load of drivel. Not as stupid and pointless as that other critically overrated piece of junk ""Get Out,"" but determined to go down trying. I call this one ""Maudie Meets the Creature From the Black Lagoon."""
7,100,One of the best films of the year.
8,75,"Del Toro somehow manages to keep the deeply weird mash-up of ideas and images coherent, unified by style and mood."
9,63,"The Shape of Water is first and foremost a genre picture. And as that, it’s a loving homage to cinema from an age where movies couldn’t be as obvious about this forbidden subject or that unspoken sexuality. It’s a good film of its type, just not a great one."
10,100,"In other hands, this story could have been lurid and silly. Here, told through Hawkins’ ever-dancing eyes, it’s poetry; some performances don’t need words."
11,75,"As much as The Shape of Water's disparate parts shouldn't work – and as much as its ""originality"" is sourced from the thousands of other fables del Toro has consumed over his lifetime – it does, in the end."
12,88,"It’s hard to come away from this film and not believe that, in his heart, writer/director del Toro is a romantic."
13,75,"The Shape of Water may not achieve the aesthetic and thematic heights of 2006’s “Pan’s Labyrinth,” which still stands as del Toro’s masterpiece. But it’s an endearing, even haunting film from one of cinema’s most inventive artists, one who manages to bend even the hoariest B-movie tropes to his idiosyncratic, deeply humanistic imagination."
14,88,"A sexy, violent, preposterous, beautiful fantasy, co-writer and director Guillermo del Toro’s most vivid and fully formed achievement since “Pan’s Labyrinth” 11 years ago."
15,90,"It speaks both to del Toro’s confidence and generosity that, having designed this world so thoroughly, he essentially hands the whole thing over to Hawkins — not just so she can breathe life into her own character, but so she can conjure all the emotional connections required for any of this to work on any level. And my god, how she runs with it."
16,90,"The Shape of Water is a fantasy, a myth, a fairy tale, all that."
17,100,"The Shape of Water is a wonder to behold. Magical, thrilling and romantic to the core, a sensual and fantastical fairy tale with moral overtones, it’s a film that plays by all the rules and none of them, going its own way with fierce abandon."
18,95,"Del Toro weaves together his influences so finely, so delicately, that the product of his handiwork feels entirely new: We recognize the pieces, and we cannot mistake the author, but cast in the warm, beryl glow of Dan Laustsen’s gorgeous cinematography, we feel as if we’re seeing them afresh. That’s the magic of the movies, and, more importantly, the magic of del Toro."
19,100,"Fairy tales hew to time-honored story lines, and some may fault The Shape of Water for the traditionalism that underlies its phantasmagoric surface. It’s the getting there that bewitches, though, and a performance by Hawkins that’s smart, scared, furious, profoundly erotic, and regal — all without saying a word. Love doesn’t speak in this movie. Instead, it swims with unparalleled style."
20,75,"The Shape of Water is brilliant, but sick — or maybe it’s sick, but brilliant. In any case, it’s something to see."
21,89,"A romance of fantastique proportions, a cautionary tale that revels in throwing caution to the wind, and a de facto monster movie with loose but loving ties to director Jack Arnold’s classic ""Creature From the Black Lagoon"" and Cocteau’s ""Beauty and the Beast,"" del Toro’s latest is a masterpiece of compassion and insight into the (in)human condition and the transformative power of love."
22,88,It’s certainly one of the most romantic and one of the most breathtakingly beautiful movies of the year.
23,90,"The strangest thing about The Shape of Water, which should be one almighty mess, is that it succeeds. The streams of story converge, and, as in any good fairy tale, that which is deemed ugly and unworthy, by a myopic world, is revealed to be a pearl beyond price."
24,67,"The best parts of The Shape of Water, a fantasy fairy tale set in 1962 in a top-secret aerospace research center, are marvelously rhapsodic in ways that recall films like Jean Cocteau’s “Beauty and the Beast” without ever seeming slavish."
25,100,"The Shape of Water is partly a code-scrambled fairy tale, partly a genetically modified monster movie, and altogether wonderful."
26,80,"Even if you’re not transported by every minute of the film’s story, though, del Toro creates such a sumptuous visual world that it’s impossible to take your eyes off the screen."
27,88,"Hawkins is terrific in her silent role, using her expressive face to sell Elisa’s dive into love and the complications that arise. Spencer is great, too, as the other half of that duo."
28,63,"The Shape of Water doesn't cohere into the fairy tale promised by the dreamy opening. It makes its points with a jackhammer, wielding symbols in blaring neon."
29,100,It's both weird and wonderful.
