id,rating,review_text
1,5,Seriously awesome. I love this movie. So good.
2,0.5,Aw jeez. Get ready for Oh Ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya. 181 times is enough to drive a man to stuff someone in a wood chipper.
3,2,"I gotta be honest, this wasn't as good as I expected. Whilst I think it was somewhat entertaining, it simply does not live up to the first season of the tv-show. I don't think it aged that well. At times it was simply a bit boring, and the dialogue requires you to have a nostalgic craving for 90's lingo to properly enjoy. That said it was not horrible, but a somewhat decent watch if you have watched the tv-series."
4,5,"Nearly 30 years later, this movie stands as a monument of how to do dark comedy."
5,5,"It has stood the test of time. In addition to the main story of criminal behavior that ultimately fails to accomplish anything, we have well fleshed out side plots like the lovelorn former classmate and the minimally successful painter husband of the great Frances McDormand. I admit that for the first time I noticed in the end credits the private joke the Coen brothers made with the Prince symbol. On Prime."
6,5,A masterpiece with a dark comedy theme.
7,5,A true testament of fine acting and commitment to entertaining the audience.
8,5,"Until the Coen brothers more commercially successful days in the 21st Century, this would probably count as their first accessible movie. And what a movie it is. Fargo offers the sort of story you'd see in any top billed horror film. The undercurrent of darkness in every scene, hidden under the gentle smiles of seemingly good people, is enough to make your skin crawl. But, while there are many moments of brutality and indeed horror, this is a more subtle, even hilarious tale. The focus is on the nature of evil and the forms it comes in (the short answer: anyone). While the plot (what of there that exists), offers a first class look into cause and effect and of what one seemingly simple bad deed can unleash."
9,5,Simple reason for my 5 star review ~ Could be the greatest movie ever!!
10,4.5,One of the greatest movies ever made.
11,5,Timeless classic. Obviously doesn't need my review. Essential viewing.
12,5,"The simple trick inspired by a real event still works, despite the passing of time. The straightforward story of a crime that went wrong is still relevant today, making it a classic of the 1990s."
13,5,A true Coen masterpiece. A funny crime movie. Frances McDormand is brilliant however all acting performances are of a high level. This is one to watch several times and it never gets dull.
